rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.56006533338287,85.71917580562463,688075,安旭生物,bottom_area,2023-06-06,66.14,2023-05-10,64.65,2.3047177107501855,7.764887857695276,30.37906525953047,True,-1.8549,1.5905,5,5,5,100.0,27.010388097500325,40.134529147982065,5.695282289249814,2.3047177107501855,历史5/5次成功; 当前距低点2.30%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
2,87.0616858375935,81.30554131940552,603327,福蓉科技,bottom_area,2023-06-06,11.3,2023-06-01,11.25,0.44444444444445075,3.8222222222222197,27.419354838709676,False,-2.8375,0.328,4,4,4,100.0,29.510078778165898,52.609776304888165,7.555555555555548,0.44444444444445075,历史4/4次成功; 当前距低点0.44%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
3,85.18805661090177,81.9196925285296,002455,百川股份,bottom_area,2023-06-06,7.78,2023-05-05,7.63,1.9659239842726126,7.86369593709044,28.691588785046722,True,-2.9925,0.9367,3,3,3,100.0,19.096769960597644,35.42600896860987,6.034076015727387,1.9659239842726126,历史3/3次成功; 当前距低点1.97%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
4,83.50925239121159,80.31228045428729,002570,贝因美,bottom_area,2023-06-06,4.14,2023-05-30,4.06,1.9704433497536966,3.694581280788187,29.636048526863085,False,-0.9569,0.6222,3,3,3,100.0,19.703716622181236,35.05154639175259,6.029556650246304,1.9704433497536966,历史3/3次成功; 当前距低点1.97%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
5,82.91979023120462,78.41920951141883,601388,怡球资源,bottom_area,2023-06-06,2.76,2023-05-30,2.73,1.0989010989010917,4.3956043956043995,27.777777777777775,False,-2.1277,0.5053,2,2,2,100.0,15.509161381254394,18.333333333333325,6.901098901098908,1.0989010989010917,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
6,82.05985513150077,79.98647653902619,601127,赛力斯,confirmed_rebound,2023-06-06,25.77,2023-06-01,25.1,2.6693227091633394,8.40637450199203,27.372685185185187,True,-3.0109,1.1595,7,7,7,100.0,21.08888341891715,30.591200733272228,5.330677290836661,2.6693227091633394,历史7/7次成功; 当前距低点2.67%; 最新日涨幅-3.01%; 状态confirmed_rebound; 底部已确认
7,81.98189057077147,78.11249380677127,002079,苏州固锝,bottom_area,2023-06-06,12.29,2023-05-10,12.11,1.4863748967795187,7.101568951279945,28.512396694214885,True,-3.6078,2.2983,2,2,2,100.0,19.631336405529957,22.488479262672804,6.513625103220481,1.4863748967795187,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-3.61%; 状态bottom_area; 底部已确认
8,81.64257057328466,78.192813249129,600955,维远股份,bottom_area,2023-06-06,18.55,2023-06-01,18.23,1.7553483269336274,4.552934722984083,28.453689167974883,False,-1.9556,0.2873,2,2,2,100.0,22.33874964805201,25.969084423305596,6.2446516730663735,1.7553483269336274,历史2/2次成功; 当前距低点1.76%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
9,81.2487674127635,75.62070046581456,002179,中航光电,bottom_area,2023-06-06,41.04,2023-06-05,40.93,0.2687515269973111,3.322746151966771,28.743036211699163,False,-0.7497,0.275,1,1,1,100.0,46.79276315789475,46.79276315789475,7.7312484730026885,0.2687515269973111,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
10,80.6879140600276,75.90801064986483,600009,上海机场,bottom_area,2023-06-06,45.19,2023-06-06,44.82,0.8255243195002174,2.7443105756358697,29.83719474013776,False,-1.3319,0.5436,3,3,3,100.0,21.829065044759854,27.704918032786885,7.174475680499783,0.8255243195002174,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
11,80.65313736363271,74.6788308922525,605399,晨光新材,bottom_area,2023-06-06,19.41,2023-06-06,19.41,0.0,4.070066975785673,28.875045804323925,False,-3.4328,1.6687,2,2,2,100.0,44.24102630243285,52.857533497402244,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
12,80.49568813617869,76.30984909104633,300762,上海瀚讯,bottom_area,2023-06-06,11.58,2023-05-10,11.44,1.2237762237762289,6.6433566433566416,27.50316856780735,False,-3.3389,1.188,1,1,1,100.0,32.580961727183514,32.580961727183514,6.776223776223772,1.2237762237762289,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
13,80.44087142236299,76.09271621034335,002481,双塔食品,bottom_area,2023-06-06,4.55,2023-06-01,4.5,1.1111111111111072,6.222222222222228,27.41935483870968,False,-2.3605,0.6642,1,1,1,100.0,19.817470664928287,19.817470664928287,6.888888888888893,1.1111111111111072,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
14,79.51989127273232,73.91206118556059,688001,华兴源创,confirmed_rebound,2023-06-06,30.23,2023-06-06,30.17,0.19887305270135472,21.24627113026184,27.909199522102746,False,-19.8356,2.4722,3,3,3,100.0,23.846729815697245,35.3639240506329,7.801126947298645,0.19887305270135472,历史3/3次成功; 当前距低点0.20%; 最新日涨幅-19.84%; 状态confirmed_rebound; 底部未确认
15,78.49880598056774,76.39580147576564,300758,七彩化学,confirmed_rebound,2023-06-06,9.91,2023-04-26,9.66,2.5879917184265007,9.523809523809524,30.252707581227433,True,-2.9383,0.903,2,2,2,100.0,23.905497816011056,38.59480269489894,5.412008281573499,2.5879917184265007,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-2.94%; 状态confirmed_rebound; 底部已确认
16,78.09330115965743,75.5333530370233,601111,中国国航,bottom_area,2023-06-06,8.12,2023-06-02,7.94,2.267002518891673,4.53400503778338,29.920564872021178,False,-1.6949,0.4148,1,1,1,100.0,30.97913322632423,30.97913322632423,5.7329974811083275,2.267002518891673,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
17,78.0503037053828,76.65096147729999,600409,三友化工,bottom_area,2023-06-06,5.39,2023-05-31,5.23,3.0592734225621268,5.927342256214141,29.324324324324323,False,-1.1009,0.4764,3,3,3,100.0,13.366155272804479,18.95551257253386,4.940726577437873,3.0592734225621268,历史3/3次成功; 当前距低点3.06%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
18,77.58596105795138,72.21474540008558,600935,华塑股份,bottom_area,2023-06-06,3.7,2023-05-31,3.69,0.2710027100271065,3.2520325203252063,27.788649706457928,False,-1.8568,0.3131,1,1,1,100.0,28.50877192982458,28.50877192982458,7.728997289972894,0.2710027100271065,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
19,77.52678418769342,72.22565071312974,002567,唐人神,bottom_area,2023-06-06,6.3,2023-06-06,6.28,0.31847133757961105,2.070063694267514,32.54564983888292,False,-1.4085,1.7248,2,2,2,100.0,12.482609477479864,13.8187221396731,7.681528662420389,0.31847133757961105,历史2/2次成功; 当前距低点0.32%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
20,76.89818663327016,71.61005918571,603078,江化微,bottom_area,2023-06-06,16.9,2023-06-06,16.85,0.2967359050444935,4.451038575667655,28.267347807577682,False,-3.9773,1.943,2,2,2,100.0,19.12159703877122,24.563540397888758,7.703264094955507,0.2967359050444935,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
