rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.81895000910914,80.05002883922134,600935,华塑股份,bottom_area,2023-06-28,3.72,2023-06-27,3.65,1.9178082191780899,1.9178082191780899,28.571428571428577,False,0.813,0.2022,1,1,1,100.0,28.50877192982458,28.50877192982458,13.082191780821908,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
2,85.72328388322653,77.38479483777532,002299,圣农发展,bottom_area,2023-06-28,18.83,2023-06-26,18.46,2.004333694474526,4.1170097508125565,27.00672202451561,False,-0.2648,0.3462,2,2,2,100.0,21.046643339662563,26.73830594184577,12.995666305525475,2.004333694474526,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
3,85.29006470357467,79.07620342094917,600009,上海机场,bottom_area,2023-06-28,46.36,2023-06-06,44.82,3.4359660865684942,8.366800535475234,29.83719474013776,True,-0.0862,0.3174,3,3,3,100.0,21.829065044759854,27.704918032786885,11.564033913431505,3.4359660865684942,历史3/3次成功; 当前距低点3.44%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
4,83.0608508188809,75.85151485857733,688302,海创药业,bottom_area,2023-06-28,53.99,2023-06-26,52.61,2.6230754609389897,5.873408097319908,29.70336718332443,False,-0.3507,0.8352,1,1,1,100.0,37.054445750097926,37.054445750097926,12.37692453906101,2.6230754609389897,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
5,81.9915487167209,77.26845494480864,002395,双象股份,bottom_area,2023-06-28,11.37,2023-06-26,10.9,4.311926605504576,4.311926605504576,29.677419354838708,False,0.4417,2.8386,2,2,2,100.0,26.23466454494123,36.59976387249114,10.688073394495422,4.311926605504576,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
6,81.09497374076729,73.7816597949033,603322,超讯通信,bottom_area,2023-06-28,29.58,2023-06-28,28.88,2.423822714681438,7.340720221606651,30.055703560184067,False,-6.2738,15.0072,2,2,2,100.0,17.03212679772567,18.007915567282325,12.576177285318563,2.423822714681438,历史2/2次成功; 当前距低点2.42%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
7,81.020683211139,73.39641830622654,688236,春立医疗,bottom_area,2023-06-28,24.24,2023-06-28,23.72,2.192242833052275,6.829679595278251,32.228571428571435,False,-3.4263,3.4835,1,1,1,100.0,28.788881535407025,28.788881535407025,12.807757166947725,2.192242833052275,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
8,80.38119770967609,74.46392818812987,300502,新易盛,bottom_area,2023-06-28,57.0,2023-06-28,55.13,3.391982586613454,7.926718664973693,32.08918452820892,False,-7.4074,10.2574,2,2,2,100.0,32.568002610798615,34.465534465534475,11.608017413386545,3.391982586613454,历史2/2次成功; 当前距低点3.39%; 最新日涨幅-7.41%; 状态bottom_area; 底部未确认
9,79.4472142165118,69.9647744018825,002041,登海种业,bottom_area,2023-06-28,14.86,2023-06-28,14.76,0.6775067750677483,2.1002710027100306,30.377358490566035,False,-0.8672,0.4437,1,1,1,100.0,21.395106715252467,21.395106715252467,14.32249322493225,0.6775067750677483,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
10,79.37264351930986,72.31128895445326,601669,中国电建,bottom_area,2023-06-28,5.75,2023-06-07,5.61,2.4955436720142545,4.812834224598923,29.78723404255319,False,-0.519,0.5435,1,1,1,100.0,16.457680250783696,16.457680250783696,12.504456327985745,2.4955436720142545,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
11,77.84828194526388,73.26079460722927,688048,长光华芯,bottom_area,2023-06-28,92.76,2023-06-28,88.99,4.236431059669638,11.866501854140918,28.04237082558422,False,-4.9103,8.6547,3,3,3,100.0,19.78417969503248,23.810089020771517,10.763568940330362,4.236431059669638,历史3/3次成功; 当前距低点4.24%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
12,76.99329688752894,73.06231548397292,601086,国芳集团,bottom_area,2023-06-28,4.47,2023-06-26,4.27,4.683840749414524,5.152224824355987,28.83333333333334,False,0.6757,1.7116,1,1,1,100.0,24.846625766871185,24.846625766871185,10.316159250585475,4.683840749414524,历史1/1次成功; 当前距低点4.68%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
13,76.96124786622848,72.8752795239856,600421,退市华嵘,bottom_area,2023-06-28,10.3,2023-06-28,9.85,4.5685279187817365,5.7868020304568555,29.94310099573258,False,-0.5792,2.1325,1,1,1,100.0,44.900662251655625,44.900662251655625,10.431472081218264,4.5685279187817365,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
14,75.84006580991088,70.74792672882415,600256,广汇能源,bottom_area,2023-06-28,7.44,2023-06-01,7.17,3.765690376569044,5.718270571827059,29.49852507374631,False,-0.1342,1.3975,1,1,1,100.0,23.62204724409449,23.62204724409449,11.234309623430955,3.765690376569044,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
15,75.68404282985723,70.70271517014267,000657,中钨高新,bottom_area,2023-06-28,9.46,2023-06-14,9.11,3.841931942919884,8.12294182217344,27.294493216280923,True,-0.7345,0.4055,1,1,1,100.0,15.120000000000006,15.120000000000006,11.158068057080115,3.841931942919884,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-0.73%; 状态bottom_area; 底部已确认
16,74.98481848654718,71.513596713488,002481,双塔食品,bottom_area,2023-06-28,4.45,2023-06-26,4.24,4.952830188679244,5.188679245283013,31.61290322580645,False,1.3667,0.7464,1,1,1,100.0,19.817470664928287,19.817470664928287,10.047169811320755,4.952830188679244,历史1/1次成功; 当前距低点4.95%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
17,74.1027757364811,69.91769346064754,600995,南网储能,bottom_area,2023-06-28,11.21,2023-06-07,10.74,4.376163873370583,6.983240223463687,32.7909887359199,False,-0.2669,1.6281,1,1,1,100.0,26.64165103189493,26.64165103189493,10.623836126629415,4.376163873370583,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
18,69.87177505795141,66.00194018520658,601666,平煤股份,bottom_area,2023-06-28,7.53,2023-06-26,7.21,4.4382801664355105,4.85436893203883,29.10521140609636,False,1.6194,1.3307,2,3,2,66.66666666666666,22.766410204370302,27.30923694779115,10.56171983356449,4.4382801664355105,历史2/3次成功; 当前距低点4.44%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
19,67.94530279316255,63.07802955103631,300688,创业黑马,bottom_area,2023-06-28,33.06,2023-06-28,31.94,3.5065748278021323,10.363180964308073,29.55447728275254,False,-5.1363,10.343,2,3,2,66.66666666666666,28.3137284503145,39.651707970529145,11.493425172197867,3.5065748278021323,历史2/3次成功; 当前距低点3.51%; 最新日涨幅-5.14%; 状态bottom_area; 底部未确认
20,66.5223840948659,62.87586703165613,600984,建设机械,bottom_area,2023-06-28,4.44,2023-06-12,4.25,4.470588235294127,7.9999999999999964,32.0,True,-0.8929,0.5982,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,10.529411764705873,4.470588235294127,历史2/3次成功; 当前距低点4.47%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
21,64.6935343671239,58.80948120534326,000792,盐湖股份,bottom_area,2023-06-28,18.94,2023-05-30,18.5,2.378378378378385,7.5675675675675595,29.49695121951219,True,-0.4206,0.2156,1,2,1,50.0,24.904214559386965,24.904214559386965,12.621621621621614,2.378378378378385,历史1/2次成功; 当前距低点2.38%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
22,64.23499782139933,59.84117969579059,002554,惠博普,bottom_area,2023-06-28,3.65,2023-06-26,3.52,3.693181818181815,4.261363636363634,27.27272727272727,False,-0.2732,1.1547,2,4,2,50.0,22.428141081963094,28.404669260700388,11.306818181818185,3.693181818181815,历史2/4次成功; 当前距低点3.69%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
23,62.68727160192086,58.818223632038084,688256,寒武纪,bottom_area,2023-06-28,202.95,2023-06-27,195.0,4.076923076923071,10.256410256410255,27.643784786641927,True,3.1827,6.6434,1,2,1,50.0,23.298969072164944,23.298969072164944,10.923076923076929,4.076923076923071,历史1/2次成功; 当前距低点4.08%; 最新日涨幅3.18%; 状态bottom_area; 底部已确认
24,61.595961337221475,56.03048806409853,688228,开普云,bottom_area,2023-06-28,52.19,2023-06-28,50.96,2.4136577708006217,9.262166405023546,28.92608089260809,False,-5.7602,4.3271,1,2,1,50.0,29.80445043830074,29.80445043830074,12.586342229199376,2.4136577708006217,历史1/2次成功; 当前距低点2.41%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
