rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.81895000910914,80.05002883922134,600935,华塑股份,bottom_area,2023-06-28,3.72,2023-06-27,3.65,1.9178082191780899,1.9178082191780899,28.571428571428577,False,0.813,0.2022,1,1,1,100.0,28.50877192982458,28.50877192982458,13.082191780821908,1.9178082191780899,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
25,61.4160038051797,54.13014793360116,002545,东方铁塔,bottom_area,2023-06-28,6.98,2023-06-26,6.93,0.7215007215007319,2.0202020202020283,27.58620689655173,False,-0.2857,0.4179,1,2,1,50.0,28.468653648509758,28.468653648509758,14.278499278499268,0.7215007215007319,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
26,60.13379092976422,55.58339015151517,000545,金浦钛业,bottom_area,2023-06-28,2.84,2023-06-26,2.75,3.2727272727272676,3.63636363636364,29.30591259640103,False,0.0,0.5169,1,3,1,33.33333333333333,24.6875,24.6875,11.727272727272732,3.2727272727272676,历史1/3次成功; 当前距低点3.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
27,60.0056578114042,55.234973567885135,603335,迪生力,bottom_area,2023-06-28,6.42,2023-06-27,6.23,3.0497592295345024,3.370786516853932,27.134502923976612,False,0.4695,4.4041,1,3,1,33.33333333333333,20.081135902636923,20.081135902636923,11.950240770465498,3.0497592295345024,历史1/3次成功; 当前距低点3.05%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
28,57.8423216304054,52.375538020086076,002414,高德红外,bottom_area,2023-06-28,7.54,2023-06-28,7.38,2.168021680216804,2.574525745257458,27.859237536656895,False,-0.3963,0.4106,1,3,1,33.33333333333333,16.372549019607842,16.372549019607842,12.831978319783193,2.168021680216804,历史1/3次成功; 当前距低点2.17%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
29,55.559297609371335,52.29566098842693,600409,三友化工,bottom_area,2023-06-28,5.4,2023-06-14,5.18,4.247104247104259,6.370656370656372,30.000000000000004,False,0.3717,0.6583,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,10.752895752895741,4.247104247104259,历史1/3次成功; 当前距低点4.25%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
30,55.55859913057075,52.10340008594759,688322,奥比中光,bottom_area,2023-06-28,41.62,2023-06-28,40.0,4.049999999999994,10.0,31.03448275862069,False,-4.9555,17.5717,1,2,1,50.0,28.749462827675128,28.749462827675128,10.950000000000006,4.049999999999994,历史1/2次成功; 当前距低点4.05%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
31,55.4353301700277,52.01111111111112,601388,怡球资源,bottom_area,2023-06-28,2.81,2023-06-26,2.7,4.07407407407407,5.185185185185174,28.571428571428566,False,-0.3546,0.4281,1,2,1,50.0,18.333333333333325,18.333333333333325,10.92592592592593,4.07407407407407,历史1/2次成功; 当前距低点4.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
32,54.55264160331508,51.403904886803666,001219,青岛食品,bottom_area,2023-06-28,18.17,2023-06-26,17.42,4.305396096440872,6.3145809414466,29.158194387962578,False,2.7134,4.6947,1,4,1,25.0,16.264559068219636,16.264559068219636,10.694603903559127,4.305396096440872,历史1/4次成功; 当前距低点4.31%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
33,54.29063174959636,50.84679881935676,000810,创维数字,bottom_area,2023-06-28,15.68,2023-06-28,15.08,3.978779840848804,5.371352785145892,27.360308285163782,False,-0.6966,2.1121,1,4,1,25.0,31.738800303720588,31.738800303720588,11.021220159151197,3.978779840848804,历史1/4次成功; 当前距低点3.98%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
34,52.398573790694556,49.53527801908189,300620,光库科技,confirmed_rebound,2023-06-28,56.9,2023-06-28,54.46,4.480352552331983,15.277267719427105,28.511420320294047,False,-11.0799,12.5891,2,5,2,40.0,18.766031389240933,22.444343480236245,10.519647447668017,4.480352552331983,历史2/5次成功; 当前距低点4.48%; 最新日涨幅-11.08%; 状态confirmed_rebound; 底部未确认
35,47.86342880673148,45.39547075888439,000681,视觉中国,bottom_area,2023-06-28,18.21,2023-06-28,17.4,4.6551724137931165,8.275862068965525,29.66855295068715,False,-3.6508,10.9258,1,4,1,25.0,20.93690248565965,20.93690248565965,10.344827586206884,4.6551724137931165,历史1/4次成功; 当前距低点4.66%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
