rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.87885102633365,85.83189189189189,301260,格力博,bottom_area,2025-06-23,18.71,2025-06-23,18.5,1.1351351351351398,2.108108108108111,29.3353705118411,False,0.107,2.1601,1,1,1,100.0,58.71313672922254,58.71313672922254,18.86486486486486,1.1351351351351398,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
31,71.05438499031321,62.66613386856077,603011,合锻智能,bottom_area,2025-06-23,15.3,2025-06-20,14.84,3.09973045822103,3.7735849056603805,28.170377541142305,False,2.1362,10.7646,1,2,1,50.0,41.201716738197426,41.201716738197426,16.90026954177897,3.09973045822103,历史1/2次成功; 当前距低点3.10%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
32,69.37777563181086,59.684375819135006,603139,康惠股份,bottom_area,2025-06-23,21.07,2025-06-20,20.71,1.7382906808305139,5.5528730082085875,31.42384105960264,False,1.6892,5.515,1,4,1,25.0,29.315476190476186,29.315476190476186,18.261709319169487,1.7382906808305139,历史1/4次成功; 当前距低点1.74%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
33,69.34538497738465,59.817171149517456,300661,圣邦股份,bottom_area,2025-06-23,68.63,2025-06-23,67.36,1.885391923990493,2.7315914489311215,31.054247697031734,False,0.0437,1.1409,1,4,1,25.0,31.832606108687024,31.832606108687024,18.11460807600951,1.885391923990493,历史1/4次成功; 当前距低点1.89%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
34,68.77629640904598,60.50842519095403,600232,金鹰股份,bottom_area,2025-06-23,6.25,2025-06-23,6.07,2.9654036243822026,3.459637561779241,30.786773090079812,False,2.1242,8.5634,1,2,1,50.0,27.954545454545443,27.954545454545443,17.0345963756178,2.9654036243822026,历史1/2次成功; 当前距低点2.97%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
35,68.69921309929441,60.14338279143192,002172,澳洋健康,bottom_area,2025-06-23,3.81,2025-06-23,3.71,2.695417789757415,2.695417789757415,27.11198428290766,False,1.6,6.1091,2,6,2,33.33333333333333,25.46022590723384,29.824561403508774,17.304582210242586,2.695417789757415,历史2/6次成功; 当前距低点2.70%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
36,68.29331632653061,60.295,600960,渤海汽车,bottom_area,2025-06-23,3.92,2025-06-23,3.8,3.157894736842108,4.210526315789478,31.654676258992804,False,0.5128,4.3834,1,4,1,25.0,69.9604743083004,69.9604743083004,16.84210526315789,3.157894736842108,历史1/4次成功; 当前距低点3.16%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
37,68.2390714624041,62.15082716836062,000715,中兴商业,bottom_area,2025-06-23,5.39,2025-06-23,5.14,4.863813229571985,4.863813229571985,32.36842105263158,False,2.8626,1.8391,2,4,2,50.0,26.722157697767457,29.105691056910565,15.136186770428017,4.863813229571985,历史2/4次成功; 当前距低点4.86%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
38,68.08304183885689,59.262566782810666,002127,南极电商,bottom_area,2025-06-23,3.87,2025-06-20,3.78,2.3809523809523894,2.6455026455026482,29.34579439252336,False,0.7813,1.5923,1,3,1,33.33333333333333,33.53658536585366,33.53658536585366,17.619047619047613,2.3809523809523894,历史1/3次成功; 当前距低点2.38%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
39,67.15865148132406,58.83299995408,002678,珠江钢琴,bottom_area,2025-06-23,4.89,2025-06-23,4.76,2.7310924369747878,2.7310924369747878,29.79351032448378,False,1.2422,2.1866,1,3,1,33.33333333333333,35.5191256830601,35.5191256830601,17.268907563025213,2.7310924369747878,历史1/3次成功; 当前距低点2.73%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
40,66.94296321641664,59.039890936642834,300949,奥雅股份,bottom_area,2025-06-23,39.25,2025-06-23,38.07,3.0995534541633827,3.25715786708695,27.89772727272727,False,1.8687,4.9923,1,2,1,50.0,21.703617269544917,21.703617269544917,16.900446545836616,3.0995534541633827,历史1/2次成功; 当前距低点3.10%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
41,65.88640761795115,57.77897435897438,600250,南京商旅,bottom_area,2025-06-23,10.69,2025-06-23,10.4,2.7884615384615303,5.09615384615384,28.52233676975945,False,1.1353,6.2651,1,6,1,16.666666666666664,53.93258426966293,53.93258426966293,17.21153846153847,2.7884615384615303,历史1/6次成功; 当前距低点2.79%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
42,64.37427891691303,56.13262604954398,300703,创源股份,bottom_area,2025-06-23,21.1,2025-06-23,20.59,2.4769305488101097,3.3997085964060187,30.321489001692047,False,-0.3777,9.1801,1,2,1,50.0,20.914127423822727,20.914127423822727,17.52306945118989,2.4769305488101097,历史1/2次成功; 当前距低点2.48%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
43,62.11186866572641,55.74882440905792,000596,古井贡酒,bottom_area,2025-06-23,137.08,2025-06-16,131.73,4.0613375844530655,7.99362332042815,27.152574240999844,True,-2.8422,1.3088,1,2,1,50.0,29.07889301941346,29.07889301941346,15.938662415546936,4.0613375844530655,历史1/2次成功; 当前距低点4.06%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
44,61.56151488458854,54.724538429837224,000573,粤宏远A,bottom_area,2025-06-23,3.81,2025-06-23,3.68,3.5326086956521707,3.8043478260869477,28.95752895752895,False,1.8717,3.4574,1,4,1,25.0,24.644549763033176,24.644549763033176,16.46739130434783,3.5326086956521707,历史1/4次成功; 当前距低点3.53%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
45,59.72464625253559,54.236512971652395,603333,尚纬股份,bottom_area,2025-06-23,7.57,2025-06-23,7.23,4.7026279391424595,5.1175656984785505,28.838582677165352,False,2.2973,3.3146,1,5,1,20.0,47.19626168224298,47.19626168224298,15.297372060857542,4.7026279391424595,历史1/5次成功; 当前距低点4.70%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
46,57.3474757344238,51.041833717506,002298,中电鑫龙,bottom_area,2025-06-23,6.33,2025-06-23,6.11,3.6006546644844475,5.237315875613738,28.70478413068845,False,2.0968,8.9735,1,6,1,16.666666666666664,23.734729493891784,23.734729493891784,16.39934533551555,3.6006546644844475,历史1/6次成功; 当前距低点3.60%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
