rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.42975095492743,84.58806722689076,301260,格力博,bottom_area,2025-06-17,19.36,2025-06-16,19.04,1.6806722689075646,3.046218487394968,27.272727272727277,False,0.207,3.0745,1,1,1,100.0,58.71313672922254,58.71313672922254,18.319327731092436,1.6806722689075646,历史1/1次成功; 当前距低点1.68%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,93.80761833810058,79.97284480763847,002136,安纳达,bottom_area,2025-06-17,10.59,2025-06-13,10.46,1.2428298279158603,2.963671128107062,30.0334448160535,False,-0.0943,3.3719,1,1,1,100.0,42.29299363057326,42.29299363057326,18.75717017208414,1.2428298279158603,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
3,92.65499130492073,80.06675350111485,688188,柏楚电子,bottom_area,2025-06-17,139.37,2025-06-11,136.66,1.9830235621249876,2.8757500365871556,31.8675840063815,False,0.259,0.2884,1,1,1,100.0,29.3981033481711,29.3981033481711,18.016976437875012,1.9830235621249876,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,92.64092173639588,78.85154821495513,002909,集泰股份,bottom_area,2025-06-17,6.13,2025-06-16,6.06,1.15511551155116,2.640264026402643,27.598566308243726,False,-0.487,3.6163,1,1,1,100.0,35.18930957683742,35.18930957683742,18.84488448844884,1.15511551155116,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
5,91.72231488666071,79.43882468168462,001230,劲旅环境,bottom_area,2025-06-17,20.85,2025-06-13,20.42,2.105778648383936,5.484818805093033,27.356812522234076,False,-1.2316,6.9859,1,1,1,100.0,84.69119579500656,84.69119579500656,17.894221351616064,2.105778648383936,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
6,89.5379025191675,75.44818181818178,605005,合兴股份,bottom_area,2025-06-17,18.26,2025-06-17,18.15,0.6060606060606225,2.3691460055096405,31.79255918827509,False,-1.4039,1.1414,1,1,1,100.0,96.96521095484826,96.96521095484826,19.393939393939377,0.6060606060606225,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
7,89.24367433081197,76.48515864332607,603577,汇金通,bottom_area,2025-06-17,9.28,2025-06-16,9.14,1.5317286652078643,2.297592997811806,28.926905132192836,False,-0.6424,3.2011,1,1,1,100.0,27.083333333333325,27.083333333333325,18.468271334792135,1.5317286652078643,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
8,89.21596374576714,78.11535996173161,600770,综艺股份,bottom_area,2025-06-17,5.32,2025-06-13,5.18,2.702702702702714,4.247104247104259,31.390728476821195,False,0.0,2.2092,1,1,1,100.0,27.72861356932153,27.72861356932153,17.297297297297288,2.702702702702714,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,86.91735980761327,73.03702097902101,000811,冰轮环境,bottom_area,2025-06-17,8.84,2025-06-17,8.8,0.4545454545454448,2.045454545454542,31.7300232738557,False,-1.2291,1.7302,1,1,1,100.0,35.17948717948718,35.17948717948718,19.545454545454557,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
10,82.4137259401136,69.93421280785172,688448,磁谷科技,bottom_area,2025-06-17,28.58,2025-06-13,28.3,0.9893992932862106,2.65017667844523,28.154353896928153,False,-0.7639,1.4113,1,1,1,100.0,25.053995680345576,25.053995680345576,19.01060070671379,0.9893992932862106,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
11,79.56483808404705,71.79091794399393,001223,欧克科技,bottom_area,2025-06-17,38.38,2025-05-26,36.78,4.35019032082654,10.250135943447516,31.661092530657747,True,-1.7661,2.9293,1,1,1,100.0,27.200816534830324,27.200816534830324,15.64980967917346,4.35019032082654,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
12,78.96779011827887,71.38205588060337,688682,霍莱沃,bottom_area,2025-06-17,28.87,2025-06-13,27.64,4.4500723589001465,9.11722141823444,32.25490196078431,True,-2.1024,2.2837,1,1,1,100.0,26.22699386503069,26.22699386503069,15.549927641099853,4.4500723589001465,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
13,63.70382510317461,53.78687079951418,300819,聚杰微纤,bottom_area,2025-06-17,21.12,2025-06-17,20.97,0.7153075822603822,4.053409632808782,32.35483870967742,False,-2.2222,1.9122,1,2,1,50.0,26.54716175842936,26.54716175842936,19.284692417739617,0.7153075822603822,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
