rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.41380168695136,85.15600160662034,000715,中兴商业,bottom_area,2023-01-20,6.24,2023-01-19,6.15,1.4634146341463392,2.7642276422764214,31.05381165919282,False,1.2987,2.8837,3,3,3,100.0,17.056919206849418,24.33862433862435,6.536585365853662,1.4634146341463392,历史3/3次成功; 当前距低点1.46%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,87.67585965146193,85.30326699246015,000679,大连友谊,bottom_area,2023-01-20,5.58,2023-01-18,5.44,2.5735294117647,3.308823529411759,28.515111695137975,False,2.3853,2.2416,4,4,4,100.0,14.78986049077237,24.94061757719715,5.426470588235301,2.5735294117647,历史4/4次成功; 当前距低点2.57%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
3,86.89531004630464,82.47818959429152,002095,生意宝,bottom_area,2023-01-20,20.45,2023-01-19,20.19,1.2877662209014265,2.377414561664192,32.699999999999996,False,0.9877,3.9878,1,1,1,100.0,33.84030418250951,33.84030418250951,6.7122337790985735,1.2877662209014265,历史1/1次成功; 当前距低点1.29%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
4,86.77847355923062,82.41860964819887,000419,通程控股,bottom_area,2023-01-20,6.14,2023-01-19,6.06,1.3201320132013215,2.31023102310232,29.039812646370024,False,1.1532,2.586,2,2,2,100.0,17.250057195149854,24.82269503546099,6.679867986798679,1.3201320132013215,历史2/2次成功; 当前距低点1.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
5,86.50937516085698,82.32142522518372,300434,金石亚药,bottom_area,2023-01-20,12.14,2023-01-19,11.97,1.4202172096908934,2.506265664160392,31.127733026467197,False,1.0824,1.996,2,2,2,100.0,17.954411092897637,26.7379679144385,6.579782790309106,1.4202172096908934,历史2/2次成功; 当前距低点1.42%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
6,86.13253829979953,82.3198303670116,002838,道恩股份,bottom_area,2023-01-20,17.29,2023-01-13,17.01,1.6460905349794095,2.5867136978247953,32.17703349282296,False,0.4648,2.4276,2,2,2,100.0,20.71460638045511,24.95606326889279,6.353909465020591,1.6460905349794095,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
7,82.67776710512939,78.25744849709508,000756,新华制药,bottom_area,2023-01-20,27.42,2023-01-20,27.11,1.1434894872740768,1.9181113980081135,27.1236559139785,False,0.366,4.2166,1,1,1,100.0,9.379594236989137,9.379594236989137,6.856510512725923,1.1434894872740768,历史1/1次成功; 当前距低点1.14%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
8,80.52476666336209,77.60233766233766,002363,隆基机械,bottom_area,2023-01-20,7.86,2023-01-20,7.7,2.0779220779220795,5.714285714285719,27.83505154639175,False,-8.0702,18.1828,1,1,1,100.0,54.96828752642705,54.96828752642705,5.9220779220779205,2.0779220779220795,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-8.07%; 状态bottom_area; 底部未确认
9,79.1303720210259,77.74987547885765,002349,精华制药,bottom_area,2023-01-20,12.03,2023-01-19,11.67,3.0848329048843137,3.2562125107112325,28.44880441446965,False,2.6451,2.135,2,2,2,100.0,13.781153236526267,18.615984405458093,4.915167095115686,3.0848329048843137,历史2/2次成功; 当前距低点3.08%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
10,75.98944760187779,72.08992159394889,002144,宏达高科,bottom_area,2023-01-20,11.24,2023-01-20,11.1,1.2612612612612664,4.1441441441441516,28.34086507424145,False,-6.4892,20.9221,1,1,1,100.0,10.352673492605236,10.352673492605236,6.738738738738734,1.2612612612612664,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-6.49%; 状态bottom_area; 底部未确认
11,75.66015781411426,75.765570782159,002043,兔宝宝,bottom_area,2023-01-20,13.8,2023-01-20,13.26,4.072398190045256,6.485671191553541,28.671328671328673,False,3.062,13.7934,2,2,2,100.0,15.218487394957986,15.96638655462185,3.9276018099547443,4.072398190045256,历史2/2次成功; 当前距低点4.07%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
12,75.15945199958257,74.1786357926688,600158,中体产业,bottom_area,2023-01-20,8.41,2023-01-12,8.14,3.316953316953312,3.562653562653552,30.899830220713064,False,1.0817,1.3548,1,1,1,100.0,14.092953523238386,14.092953523238386,4.683046683046689,3.316953316953312,历史1/1次成功; 当前距低点3.32%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
13,74.43404899170703,74.98447938470203,000650,仁和药业,bottom_area,2023-01-20,6.43,2023-01-12,6.16,4.383116883116876,4.545454545454549,27.444051825677267,False,0.9419,1.7847,2,2,2,100.0,14.827881065637138,17.19038817005545,3.6168831168831246,4.383116883116876,历史2/2次成功; 当前距低点4.38%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
14,74.1610425551187,73.44895703595722,300485,赛升药业,bottom_area,2023-01-20,12.13,2023-01-12,11.72,3.4982935153583625,3.583617747440272,27.69895126465145,False,1.4214,1.7807,1,1,1,100.0,12.392829306313327,12.392829306313327,4.5017064846416375,3.4982935153583625,历史1/1次成功; 当前距低点3.50%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
15,73.9025296246731,75.02320825419638,002395,双象股份,bottom_area,2023-01-20,9.64,2023-01-17,9.2,4.782608695652188,4.891304347826099,32.65007320644217,False,2.0106,0.7769,1,1,1,100.0,36.59976387249114,36.59976387249114,3.2173913043478124,4.782608695652188,历史1/1次成功; 当前距低点4.78%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
16,69.91179643787781,70.68521311954458,603318,水发燃气,bottom_area,2023-01-20,8.92,2022-12-30,8.53,4.572098475967182,6.916764361078545,30.819140308191407,False,2.1764,2.8893,1,1,1,100.0,10.696761530912658,10.696761530912658,3.4279015240328183,4.572098475967182,历史1/1次成功; 当前距低点4.57%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
