rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.76252062993,76.39505664930006,688231,隆达股份,bottom_area,2026-06-23,34.29,48.98,2026-06-23,33.9,1.150442477876108,7.079646017699111,30.78807676602695,29.99183340138832,False,-27.2746553552492,1.5317325145485459,1,1,1,100.0,32.140137090632145,32.140137090632145,18.849557522123895,1.150442477876108,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-27.27%; 状态bottom_area; 底部未确认
12,76.5299467078075,66.57545264168883,002941,新疆交建,bottom_area,2026-06-23,10.46,14.2,2026-06-22,10.22,2.3483365949119395,6.360078277886483,28.028169014084497,26.338028169014077,False,-1.9681349578256735,1.3209982212472893,3,6,3,50.0,42.14871009724758,48.59529233105543,17.651663405088062,2.3483365949119395,历史3/6次成功; 当前距低点2.35%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
13,76.42344259155752,66.36005034190585,600635,大众公用,bottom_area,2026-06-23,4.55,6.24,2026-06-22,4.45,2.2471910112359472,4.269662921348303,28.685897435897434,27.083333333333336,False,-0.4376367614879806,1.1621629006786511,13,24,13,54.166666666666664,30.72300634869426,54.779233381853466,17.752808988764055,2.2471910112359472,历史13/24次成功; 当前距低点2.25%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
14,75.51421350867798,65.16145843087536,600871,石化油服,bottom_area,2026-06-23,2.14,3.07,2026-06-22,2.1,1.9047619047619064,5.238095238095232,31.596091205211717,30.29315960912051,False,-0.92592592592593,0.9344082320733077,7,16,7,43.75,42.650890181357546,106.80851063829789,18.095238095238095,1.9047619047619064,历史7/16次成功; 当前距低点1.90%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
15,73.13811514916635,62.849157509157514,600845,宝信软件,bottom_area,2026-06-23,17.58,25.0,2026-06-22,17.29,1.6772700983227251,5.263157894736843,30.84,29.680000000000007,False,-2.7116768123962465,0.7576377328159203,5,15,5,33.33333333333333,50.25800350976688,156.4102564102564,18.322729901677278,1.6772700983227251,历史5/15次成功; 当前距低点1.68%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
16,72.95544423089923,62.117860124135206,002131,利欧股份,bottom_area,2026-06-23,5.17,7.59,2026-06-23,5.11,1.174168297455961,10.958904109589032,32.67457180500658,31.88405797101449,False,-3.724394785847307,7.682378493368367,4,11,4,36.36363636363637,43.550636493491076,90.33101045296168,18.82583170254404,1.174168297455961,历史4/11次成功; 当前距低点1.17%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
17,71.64038952794397,63.07104143890625,000998,隆平高科,bottom_area,2026-06-23,7.89,10.5,2026-06-22,7.66,3.002610966057435,4.438642297650128,27.047619047619047,24.85714285714286,False,0.3816793893129722,0.9672928503602136,5,12,5,41.66666666666667,26.910364380916818,32.57055682684973,16.997389033942568,3.002610966057435,历史5/12次成功; 当前距低点3.00%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
18,71.58859779168849,64.06138504849083,002879,长缆科技,bottom_area,2026-06-23,14.4,19.89,2026-06-22,13.86,3.896103896103903,5.6277056277056365,30.316742081447966,27.601809954751133,False,-0.27700831024930483,3.2687201892561606,2,3,2,66.66666666666666,28.160404650220833,28.340444644060174,16.103896103896098,3.896103896103903,历史2/3次成功; 当前距低点3.90%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
19,71.13783644313294,61.35302662642028,301488,豪恩汽电,bottom_area,2026-06-23,132.49,180.0,2026-06-23,130.05,1.8762014609765458,4.421376393694732,27.749999999999993,26.39444444444444,False,-2.1636390488849355,7.684817424727738,1,2,1,50.0,41.61702127659575,41.61702127659575,18.123798539023454,1.8762014609765458,历史1/2次成功; 当前距低点1.88%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
20,71.04829536583091,62.68141450472928,601928,凤凰传媒,bottom_area,2026-06-23,8.93,12.0,2026-05-28,8.66,3.117782909930711,7.852193995381058,27.833333333333332,25.583333333333336,True,-1.3259668508287414,0.24643011513222524,2,4,2,50.0,21.451395372963994,22.09150326797385,16.88221709006929,3.117782909930711,历史2/4次成功; 当前距低点3.12%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
21,70.87773583139553,63.43429021640675,601019,山东出版,bottom_area,2026-06-23,6.92,9.43,2026-06-22,6.66,3.9039039039039007,4.654654654654649,29.374337221633084,26.617179215270415,False,1.1695906432748648,0.2793761081029278,2,4,2,50.0,21.855866222084103,22.896281800391385,16.0960960960961,3.9039039039039007,历史2/4次成功; 当前距低点3.90%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
22,70.69747285792248,64.19560981278177,002103,广博股份,bottom_area,2026-06-23,6.24,8.39,2026-06-22,5.96,4.697986577181212,6.71140939597316,28.963051251489873,25.62574493444577,False,0.48309178743961567,1.9238122631719687,8,17,8,47.05882352941176,42.05544799140857,103.19634703196347,15.302013422818789,4.697986577181212,历史8/17次成功; 当前距低点4.70%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
23,70.39530878772727,60.00498698146818,002981,朝阳科技,bottom_area,2026-06-23,20.49,29.4,2026-06-22,20.24,1.2351778656126484,5.0395256916996205,31.156462585034017,30.306122448979593,False,-0.8228460793804571,2.813920920003523,1,3,1,33.33333333333333,45.956232159847765,45.956232159847765,18.76482213438735,1.2351778656126484,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
24,69.85053765567322,62.73478641840089,600429,三元股份,bottom_area,2026-06-23,4.32,6.11,2026-06-22,4.15,4.096385542168672,6.024096385542168,32.0785597381342,29.296235679214398,False,0.6993006993007089,0.6668792350210259,4,11,4,36.36363636363637,66.24257752712204,150.82508250825083,15.903614457831328,4.096385542168672,历史4/11次成功; 当前距低点4.10%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
25,69.69468884287588,62.08255631035049,600960,渤海汽车,bottom_area,2026-06-23,3.98,5.39,2026-06-22,3.84,3.645833333333337,6.770833333333329,28.756957328385894,26.1595547309833,False,0.75949367088608,1.5724941351723791,5,14,5,35.714285714285715,42.3774148789965,69.9604743083004,16.354166666666664,3.645833333333337,历史5/14次成功; 当前距低点3.65%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
26,69.43677503890316,62.38460257401455,000735,罗牛山,bottom_area,2026-06-23,5.06,6.76,2026-06-22,4.86,4.115226337448545,7.201646090534972,28.10650887573964,25.14792899408284,True,0.9980039920159722,2.1352118672601166,8,20,8,40.0,31.275906577404456,44.303797468354425,15.884773662551455,4.115226337448545,历史8/20次成功; 当前距低点4.12%; 最新日涨幅1.00%; 状态bottom_area; 底部已确认
27,69.4026358048312,60.16790941026986,000537,绿发电力,bottom_area,2026-06-23,8.04,11.32,2026-06-22,7.87,2.160101651842427,5.590851334180437,30.47703180212014,28.975265017667855,False,-1.1070110701107194,1.583261930613506,5,17,5,29.411764705882355,85.06216635756381,310.7981220657277,17.839898348157572,2.160101651842427,历史5/17次成功; 当前距低点2.16%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
28,69.26326772488966,60.60142920550378,603227,雪峰科技,bottom_area,2026-06-23,7.71,11.15,2026-06-22,7.51,2.6631158455392834,5.193075898801606,32.64573991031391,30.852017937219735,False,-0.5161290322580614,0.559992599324652,2,6,2,33.33333333333333,52.427838353110936,73.93645665051156,17.33688415446072,2.6631158455392834,历史2/6次成功; 当前距低点2.66%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
29,68.83151974876179,58.98040316086561,000591,太阳能,bottom_area,2026-06-23,4.67,6.5,2026-06-22,4.6,1.521739130434789,4.565217391304347,29.230769230769237,28.153846153846157,False,-2.301255230125532,1.7637428342575427,5,17,5,29.411764705882355,35.79046882680825,41.4572864321608,18.478260869565215,1.521739130434789,历史5/17次成功; 当前距低点1.52%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
30,68.61966631290808,60.0007116299931,000403,派林生物,bottom_area,2026-06-23,9.76,13.15,2026-06-23,9.51,2.6288117770767614,4.626708727655095,27.680608365019015,25.77946768060837,False,0.30832476875641834,2.027089001236966,4,12,4,33.33333333333333,23.876715851584823,26.589595375722542,17.37118822292324,2.6288117770767614,历史4/12次成功; 当前距低点2.63%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
31,68.54253616592219,59.3561943165561,600583,海油工程,bottom_area,2026-06-23,5.35,7.33,2026-06-22,5.24,2.099236641221363,4.961832061068698,28.512960436562075,27.012278308321967,False,-2.0146520146520186,0.7233823626596345,2,5,2,40.0,21.948676658821576,22.909698996655504,17.900763358778637,2.099236641221363,历史2/5次成功; 当前距低点2.10%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
32,68.42440354606128,61.10914788663884,000789,万年青,bottom_area,2026-06-23,4.11,5.76,2026-06-22,3.96,3.787878787878797,6.060606060606066,31.25,28.645833333333325,False,1.2315270935960854,0.4681095160477944,7,17,7,41.17647058823529,27.05050470937456,47.599999999999994,16.212121212121204,3.787878787878797,历史7/17次成功; 当前距低点3.79%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
33,68.35995890063145,59.059594864050325,600059,古越龙山,bottom_area,2026-06-23,7.76,10.89,2026-06-22,7.61,1.9710906701708208,3.6793692509855367,30.11937557392103,28.741965105601473,False,0.2583979328165231,0.8401144934371626,1,6,1,16.666666666666664,46.86567164179104,46.86567164179104,18.02890932982918,1.9710906701708208,历史1/6次成功; 当前距低点1.97%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
34,67.6028118283419,60.24540801737091,300079,数码视讯,bottom_area,2026-06-23,4.52,6.04,2026-06-22,4.36,3.6697247706421847,6.192660550458705,27.81456953642384,25.16556291390729,False,-0.8771929824561431,2.287106091956686,7,15,7,46.666666666666664,31.53609584821734,60.89552238805969,16.330275229357817,3.6697247706421847,历史7/15次成功; 当前距低点3.67%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
35,67.59863758032895,60.03636471694461,000796,凯撒旅业,bottom_area,2026-06-23,4.16,5.63,2026-06-22,4.02,3.4825870646766317,4.72636815920399,28.5968028419183,26.110124333925395,False,0.9708737864077666,2.707125946180266,8,22,8,36.36363636363637,27.968375106784237,40.32846715328467,16.51741293532337,3.4825870646766317,历史8/22次成功; 当前距低点3.48%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
36,67.47044831505728,59.82118237236185,000927,中国铁物,bottom_area,2026-06-23,2.44,3.33,2026-06-22,2.36,3.3898305084745797,5.508474576271201,29.129129129129133,26.726726726726728,False,0.411522633744843,0.7359639591135266,3,9,3,33.33333333333333,32.24012149650835,40.51094890510949,16.610169491525422,3.3898305084745797,历史3/9次成功; 当前距低点3.39%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
37,67.43818280901908,58.012860264082825,688377,迪威尔,bottom_area,2026-06-23,24.62,35.47,2026-06-23,24.2,1.735537190082652,3.801652892561991,31.773329574288127,30.589230335494776,False,-0.9654062751407788,0.7792909201728494,1,3,1,33.33333333333333,41.37931034482759,41.37931034482759,18.264462809917347,1.735537190082652,历史1/3次成功; 当前距低点1.74%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
38,67.22170695994691,58.68561718725523,601005,重庆钢铁,bottom_area,2026-06-23,1.21,1.64,2026-06-22,1.18,2.5423728813559343,5.084745762711869,28.048780487804876,26.219512195121947,False,-0.8196721311475419,0.9645934890558953,2,5,2,40.0,23.77541589648799,25.000000000000018,17.457627118644066,2.5423728813559343,历史2/5次成功; 当前距低点2.54%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
39,67.16823673754777,59.00030109287832,600273,嘉化能源,bottom_area,2026-06-23,6.79,9.51,2026-06-22,6.6,2.8787878787878847,6.515151515151525,30.599369085173507,28.601472134595163,False,-2.1613832853025983,1.092191033340014,5,12,5,41.66666666666667,25.979950483053894,40.27777777777777,17.121212121212114,2.8787878787878847,历史5/12次成功; 当前距低点2.88%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
40,67.04013363272115,59.46054737405092,000401,金隅冀东,bottom_area,2026-06-23,3.64,5.12,2026-06-22,3.52,3.4090909090909123,5.681818181818187,31.25,28.90625,False,-0.5464480874316946,0.29368142716412116,10,23,10,43.47826086956522,31.02976084055601,53.51562499999998,16.59090909090909,3.4090909090909123,历史10/23次成功; 当前距低点3.41%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
41,66.93296016029004,59.970586917486,301190,善水科技,bottom_area,2026-06-23,17.83,24.33,2026-06-22,17.15,3.9650145772594736,7.055393586005837,29.510891903000413,26.715988491574187,False,0.22484541877458852,2.2492731944164843,2,5,2,40.0,25.649570718481705,26.299141436963403,16.034985422740526,3.9650145772594736,历史2/5次成功; 当前距低点3.97%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
42,66.76486147457418,59.6904390666723,002226,江南化工,bottom_area,2026-06-23,4.86,6.63,2026-06-12,4.68,3.8461538461538596,8.974358974358973,29.411764705882355,26.696832579185514,True,-0.6134969325153228,0.6413259752979341,3,8,3,37.5,41.382633526360735,63.368421052631575,16.15384615384614,3.8461538461538596,历史3/8次成功; 当前距低点3.85%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
43,66.66113061658001,60.20744651289655,002322,理工能科,bottom_area,2026-06-23,10.43,14.57,2026-06-22,9.99,4.404404404404399,5.505505505505495,31.43445435827042,28.41455044612217,False,0.7729468599033895,0.9184413403896382,4,10,4,40.0,32.30907825235801,40.487804878048784,15.5955955955956,4.404404404404399,历史4/10次成功; 当前距低点4.40%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
44,66.50799736891778,60.46181578992525,002337,赛象科技,bottom_area,2026-06-23,4.84,6.45,2026-06-22,4.62,4.761904761904756,6.926406926406932,28.37209302325581,24.961240310077525,False,0.6237006237006293,1.3482563604825974,5,12,5,41.66666666666667,34.44780634624419,60.465116279069754,15.238095238095244,4.761904761904756,历史5/12次成功; 当前距低点4.76%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
45,66.43449518302684,57.26962159800213,688311,盟升电子,bottom_area,2026-06-23,26.42,36.73,2026-06-22,25.94,1.8504240555127232,8.326908249807248,29.376531445684716,28.069697794718202,False,-3.116978364503109,2.1563158143162506,2,6,2,33.33333333333333,32.34008124321401,40.786357176693514,18.149575944487278,1.8504240555127232,历史2/6次成功; 当前距低点1.85%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
46,66.1763062754044,57.367480148894664,600720,中交设计,bottom_area,2026-06-23,5.21,7.15,2026-06-22,5.1,2.1568627450980458,5.490196078431378,28.671328671328677,27.13286713286714,False,-1.1385199240986688,1.0021012188369984,7,21,7,33.33333333333333,26.407493948305788,31.623931623931632,17.843137254901954,2.1568627450980458,历史7/21次成功; 当前距低点2.16%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
47,66.1700675187353,59.28205707736524,601015,陕西黑猫,bottom_area,2026-06-23,3.15,4.4,2026-06-22,3.03,3.960396039603964,6.930693069306945,31.136363636363644,28.409090909090917,False,0.31847133757960666,1.844839326238517,3,9,3,33.33333333333333,36.33562749639214,65.6514382402707,16.039603960396036,3.960396039603964,历史3/9次成功; 当前距低点3.96%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
48,66.04371462030001,56.876552611200616,002166,莱茵生物,bottom_area,2026-06-23,6.8,9.35,2026-06-23,6.68,1.7964071856287442,5.688622754491016,28.556149732620323,27.27272727272727,False,-4.895104895104907,3.348590469555769,4,11,4,36.36363636363637,22.999008278971477,28.523489932885916,18.203592814371255,1.7964071856287442,历史4/11次成功; 当前距低点1.80%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
49,66.035747051933,57.359764888579214,000009,中国宝安,bottom_area,2026-06-23,6.77,9.32,2026-06-22,6.62,2.2658610271903243,4.8338368580060465,28.96995708154507,27.360515021459236,False,-1.5988372093023284,0.886398236232959,7,20,7,35.0,24.091010917059993,27.235772357723587,17.734138972809678,2.2658610271903243,历史7/20次成功; 当前距低点2.27%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
50,65.20949557795147,56.32713903743316,002328,新朋股份,bottom_area,2026-06-23,7.8,10.66,2026-06-11,7.65,1.9607843137254832,8.627450980392158,28.236397748592868,26.82926829268293,True,-1.2658227848101333,8.723732784570212,1,4,1,25.0,27.27272727272727,27.27272727272727,18.039215686274517,1.9607843137254832,历史1/4次成功; 当前距低点1.96%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
51,65.09877191122486,58.31533940372356,002120,韵达股份,bottom_area,2026-06-23,6.31,8.34,2026-06-22,6.07,3.9538714991762656,6.5897858319604525,27.218225419664265,24.340527577937653,False,0.7987220447284393,1.2143702067044861,3,8,3,37.5,22.030464633577658,22.68041237113401,16.046128500823738,3.9538714991762656,历史3/8次成功; 当前距低点3.95%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
52,64.89498198987569,58.771383046630056,000565,渝三峡A,bottom_area,2026-06-23,6.2,8.78,2026-06-22,5.93,4.5531197301855055,7.2512647554806176,32.46013667425968,29.38496583143507,True,-0.6410256410256387,1.8250098198552067,11,27,11,40.74074074074074,38.085900607174686,57.568807339449535,15.446880269814494,4.5531197301855055,历史11/27次成功; 当前距低点4.55%; 最新日涨幅-0.64%; 状态bottom_area; 底部已确认
53,64.85284948303362,56.242135013857734,000862,银星能源,bottom_area,2026-06-23,5.16,7.51,2026-06-22,5.05,2.1782178217821846,4.752475247524757,32.75632490013315,31.29161118508655,False,-1.1494252873563093,3.1025351024181576,6,20,6,30.0,27.84124541678013,35.40912382331643,17.821782178217816,2.1782178217821846,历史6/20次成功; 当前距低点2.18%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
54,64.72310163779682,54.38676820421995,002920,德赛西威,bottom_area,2026-06-23,84.04,114.96,2026-06-23,83.66,0.45421945971791733,4.685632321300504,27.226861517049407,26.896311760612377,False,-3.3356337704163685,1.540942695716861,2,5,2,40.0,25.12036866869243,26.52475247524753,19.545780540282085,0.45421945971791733,历史2/5次成功; 当前距低点0.45%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
55,64.65987088089312,54.16426674075131,000899,赣能股份,bottom_area,2026-06-23,10.6,15.77,2026-06-22,10.57,0.2838221381267678,3.59508041627246,32.974001268230815,32.78376664552949,False,-2.573529411764719,1.6072622596072041,6,20,6,30.0,33.28699578322761,46.5568862275449,19.716177861873234,0.2838221381267678,历史6/20次成功; 当前距低点0.28%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
56,64.52532953307667,57.76615446773113,003041,真爱美家,bottom_area,2026-06-23,44.27,59.54,2026-06-22,42.6,3.9201877934272336,8.544600938967136,28.451461202552903,25.64662411823983,True,2.429430819065259,2.3743745858527143,2,7,2,28.57142857142857,28.816650120749987,32.428940568475454,16.079812206572768,3.9201877934272336,历史2/7次成功; 当前距低点3.92%; 最新日涨幅2.43%; 状态bottom_area; 底部已确认
57,64.4710319919813,57.611075580854965,300002,神州泰岳,bottom_area,2026-06-23,7.34,10.23,2026-06-11,7.07,3.8189533239038127,8.203677510608204,30.889540566959923,28.25024437927664,True,-2.910052910052907,2.502451801154603,4,11,4,36.36363636363637,32.33195540220536,50.374064837905244,16.181046676096187,3.8189533239038127,历史4/11次成功; 当前距低点3.82%; 最新日涨幅-2.91%; 状态bottom_area; 底部已确认
58,64.06225559074349,57.12557823378399,600326,西藏天路,bottom_area,2026-06-23,7.0,9.79,2026-06-22,6.75,3.7037037037037033,7.259259259259262,31.05209397344228,28.498467824310513,True,-1.2693935119887145,1.5922251178127134,6,17,6,35.294117647058826,30.62630788421362,51.7747858017136,16.296296296296298,3.7037037037037033,历史6/17次成功; 当前距低点3.70%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
59,63.699658668052535,54.976575892841595,001317,三羊马,bottom_area,2026-06-23,44.18,61.8,2026-06-22,43.35,1.9146482122260629,6.089965397923876,29.854368932038827,28.511326860841425,False,-0.27088036117380865,3.7030279454765322,1,3,1,33.33333333333333,27.25075528700905,27.25075528700905,18.085351787773938,1.9146482122260629,历史1/3次成功; 当前距低点1.91%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
60,63.51676516695456,54.18317465425299,600104,上汽集团,bottom_area,2026-06-23,10.31,14.84,2026-06-22,10.18,1.2770137524558034,5.402750491159143,31.40161725067386,30.525606469002692,False,-1.8095238095238053,0.6456799324766193,2,10,2,20.0,27.391215106732346,30.357142857142854,18.7229862475442,1.2770137524558034,历史2/10次成功; 当前距低点1.28%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
61,63.51287527587101,55.97026029682595,603882,金域医学,bottom_area,2026-06-23,24.28,33.46,2026-06-22,23.56,3.056027164685919,6.621392190152811,29.587567244471014,27.435744172145842,False,-1.380991064175463,1.1230191980166129,2,7,2,28.57142857142857,40.23503504314051,47.679671457905535,16.94397283531408,3.056027164685919,历史2/7次成功; 当前距低点3.06%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
62,63.26642777373786,57.08249122442515,002483,润邦股份,bottom_area,2026-06-23,5.28,7.1,2026-06-22,5.06,4.347826086956535,7.509881422924917,28.732394366197184,25.6338028169014,True,0.38022813688214363,1.1445570243601522,2,7,2,28.57142857142857,30.383059077421095,35.31157270029672,15.652173913043466,4.347826086956535,历史2/7次成功; 当前距低点4.35%; 最新日涨幅0.38%; 状态bottom_area; 底部已确认
63,63.03997406519333,55.42408925441584,600528,中铁工业,bottom_area,2026-06-23,7.03,9.6,2026-06-22,6.83,2.92825768667643,4.831625183016106,28.854166666666664,26.77083333333333,False,-0.7062146892655385,0.49600919402472793,6,20,6,30.0,32.63718698945215,53.020134228187906,17.071742313323572,2.92825768667643,历史6/20次成功; 当前距低点2.93%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
64,62.964512551251175,56.85244761270782,600433,冠豪高新,bottom_area,2026-06-23,3.33,4.62,2026-06-22,3.19,4.388714733542324,6.583072100313479,30.952380952380953,27.92207792207792,False,0.6042296072507503,2.406227506379116,6,19,6,31.57894736842105,32.32473879414321,55.98591549295775,15.611285266457678,4.388714733542324,历史6/19次成功; 当前距低点4.39%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
