rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.71286955893952,81.57260447715815,605399,晨光新材,bottom_area,2025-01-03,10.73,2025-01-03,10.6,1.22641509433963,8.773584905660375,28.23290453622207,False,-5.7946,1.5003,2,2,2,100.0,44.24102630243285,52.857533497402244,18.77358490566037,1.22641509433963,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
16,84.7714324484392,71.27105072463765,600429,三元股份,bottom_area,2025-01-03,4.16,2025-01-03,4.14,0.48309178743962466,7.971014492753625,29.230769230769234,False,-6.5169,1.1463,1,1,1,100.0,36.25000000000001,36.25000000000001,19.516908212560377,0.48309178743962466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
17,84.43099852890272,71.57415887850466,000520,凤凰航运,bottom_area,2025-01-03,4.32,2025-01-03,4.28,0.9345794392523372,8.644859813084114,29.021558872305143,False,-6.2907,3.0579,2,2,2,100.0,26.74731182795698,28.49462365591398,19.065420560747665,0.9345794392523372,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
18,81.27168506523734,68.50649892933619,300369,绿盟科技,bottom_area,2025-01-03,6.44,2025-01-03,6.4,0.6250000000000006,8.593749999999996,30.207197382769895,False,-6.9364,3.4963,1,1,1,100.0,23.126338329764458,23.126338329764458,19.375,0.6250000000000006,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
19,81.08921020071236,68.2362454493973,000036,华联控股,bottom_area,2025-01-03,3.78,2025-01-03,3.76,0.5319148936170218,6.914893617021272,27.83109404990403,False,-4.3038,2.2152,1,1,1,100.0,20.532319391634985,20.532319391634985,19.46808510638298,0.5319148936170218,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
20,81.0452348746009,69.11324862618046,300363,博腾股份,bottom_area,2025-01-03,15.28,2025-01-03,15.09,1.2591119946984723,3.2471835652750176,28.177058543550697,False,0.0655,2.1036,2,5,2,40.0,41.63453749512357,46.29503738953092,18.740888005301528,1.2591119946984723,历史2/5次成功; 当前距低点1.26%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
21,80.47981152740569,67.95427327123505,300437,清水源,bottom_area,2025-01-03,8.42,2025-01-03,8.36,0.7177033492823026,7.775119617224885,29.152542372881364,False,-5.3933,2.863,6,8,6,75.0,25.46041348171349,30.330330330330323,19.282296650717697,0.7177033492823026,历史6/8次成功; 当前距低点0.72%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
22,78.50217367540994,66.04915576546321,603185,弘元绿能,bottom_area,2025-01-03,15.36,2025-01-03,15.28,0.5235602094240842,5.955497382198965,29.09512761020882,False,-3.6991,1.5367,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,19.476439790575917,0.5235602094240842,历史4/6次成功; 当前距低点0.52%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
23,77.9985553673086,67.06148856303655,688165,埃夫特,bottom_area,2025-01-03,25.63,2025-01-02,25.2,1.7063492063492052,15.753968253968264,31.241473396998636,True,-8.1362,5.8035,2,4,2,50.0,37.91378899738032,53.84615384615383,18.293650793650794,1.7063492063492052,历史2/4次成功; 当前距低点1.71%; 最新日涨幅-8.14%; 状态bottom_area; 底部已确认
24,77.79150653970353,65.40932070727321,002639,雪人集团,bottom_area,2025-01-03,6.17,2025-01-03,6.14,0.488599348534206,8.957654723127048,32.527472527472526,False,-6.3733,7.6105,2,3,2,66.66666666666666,43.69172341540074,63.25301204819277,19.511400651465795,0.488599348534206,历史2/3次成功; 当前距低点0.49%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
25,77.22146923261307,64.96409316394434,000430,张家界,bottom_area,2025-01-03,5.83,2025-01-03,5.8,0.5172413793103492,8.44827586206897,28.128872366790585,False,-6.4205,5.3974,2,3,2,66.66666666666666,41.649122807017534,53.99999999999999,19.48275862068965,0.5172413793103492,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
26,75.96202883093187,63.56455162019592,605577,龙版传媒,bottom_area,2025-01-03,13.3,2025-01-03,13.27,0.22607385079126707,7.686510926902786,30.157894736842106,False,-5.9406,1.384,2,4,2,50.0,50.62209104325122,80.80939947780678,19.773926149208734,0.22607385079126707,历史2/4次成功; 当前距低点0.23%; 最新日涨幅-5.94%; 状态bottom_area; 底部未确认
27,75.61557067510697,63.52179753446543,001287,中电港,bottom_area,2025-01-03,18.31,2025-01-03,18.23,0.43883708173339714,6.19857377948436,28.537828302626423,False,-4.536,2.9738,2,3,2,66.66666666666666,32.93376029113394,42.36351071181756,19.561162918266604,0.43883708173339714,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
28,74.2191994376291,62.20266584911657,688023,安恒信息,bottom_area,2025-01-03,38.73,2025-01-03,38.61,0.3108003108003042,3.1080031080031154,32.23938223938224,False,-1.2242,2.4743,2,4,2,50.0,33.50156213839389,39.261744966442954,19.689199689199697,0.3108003108003042,历史2/4次成功; 当前距低点0.31%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
29,74.21378039700276,61.97363596871466,002855,捷荣技术,bottom_area,2025-01-03,17.64,2025-01-03,17.62,0.11350737797956624,7.604994324631099,30.079365079365072,False,-5.8698,1.9843,2,3,2,66.66666666666666,20.62239851527635,21.093749999999993,19.886492622020434,0.11350737797956624,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
30,74.00406620156205,62.547069527176724,002796,世嘉科技,bottom_area,2025-01-03,10.46,2025-01-03,10.38,0.7707129094412337,7.321772639691712,28.463128876636794,False,-4.9091,7.214,2,3,2,66.66666666666666,31.7614424410541,36.33841886269071,19.229287090558767,0.7707129094412337,历史2/3次成功; 当前距低点0.77%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
31,73.81637386575039,61.76333126959004,688277,天智航,bottom_area,2025-01-03,9.07,2025-01-03,9.05,0.22099447513811685,6.519337016574584,31.3874147081122,False,-5.1255,0.8715,2,3,2,66.66666666666666,20.809311861496127,21.148825065274142,19.779005524861883,0.22099447513811685,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
32,73.74048664169784,62.72820224719099,688077,大地熊,bottom_area,2025-01-03,19.8,2025-01-03,19.58,1.12359550561799,10.061287027579176,28.748180494905395,False,-3.2731,2.6787,1,2,1,50.0,53.68518518518518,53.68518518518518,18.876404494382008,1.12359550561799,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
33,73.33254344169937,61.58384370015951,300464,星徽股份,bottom_area,2025-01-03,4.77,2025-01-03,4.75,0.4210526315789384,10.315789473684216,28.139183055975796,False,-7.5581,6.3663,2,3,2,66.66666666666666,22.296650717703358,23.68421052631579,19.578947368421062,0.4210526315789384,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
34,73.11190566287536,61.70678883071553,002551,尚荣医疗,bottom_area,2025-01-03,2.9,2025-01-03,2.88,0.6944444444444451,7.986111111111111,28.000000000000004,False,-5.8442,3.0087,2,4,2,50.0,45.75334496800466,52.61780104712043,19.305555555555557,0.6944444444444451,历史2/4次成功; 当前距低点0.69%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
35,72.96261440482598,61.325515106821,688329,艾隆科技,bottom_area,2025-01-03,12.89,2025-01-03,12.83,0.46765393608729927,8.729540140296175,29.11602209944752,False,-4.4477,2.9355,2,3,2,66.66666666666666,21.479029109856874,21.72890326374596,19.5323460639127,0.46765393608729927,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
36,72.8459185821467,61.86894305301438,688133,泰坦科技,bottom_area,2025-01-03,17.54,2025-01-03,17.36,1.0368663594470031,5.241935483870969,32.66097750193949,False,-2.6637,2.3759,1,2,1,50.0,34.10214168039539,34.10214168039539,18.963133640552996,1.0368663594470031,历史1/2次成功; 当前距低点1.04%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
37,72.60826619738992,61.559182210830585,603079,圣达生物,bottom_area,2025-01-03,12.87,2025-01-03,12.75,0.9411764705882292,7.9999999999999964,29.40199335548172,False,-5.0885,2.5693,2,3,2,66.66666666666666,28.539773640349868,34.84698914116485,19.05882352941177,0.9411764705882292,历史2/3次成功; 当前距低点0.94%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
38,72.42338241742662,60.630476985451956,002553,南方精工,bottom_area,2025-01-03,12.01,2025-01-03,11.98,0.2504173622704454,8.096828046744564,30.34883720930232,False,-6.3913,5.4704,3,7,3,42.857142857142854,51.3949564034161,83.5926449787836,19.749582637729556,0.2504173622704454,历史3/7次成功; 当前距低点0.25%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
39,71.7152118020536,59.914814766353516,300490,华自科技,bottom_area,2025-01-03,7.22,2025-01-03,7.21,0.13869625520110662,6.934812760055478,28.754940711462446,False,-5.7441,1.9146,2,4,2,50.0,29.306678646301293,32.06349206349206,19.861303744798896,0.13869625520110662,历史2/4次成功; 当前距低点0.14%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
40,70.8415185174376,59.349373648879286,300520,科大国创,bottom_area,2025-01-03,20.74,2025-01-03,20.68,0.29013539651836906,8.800773694390717,29.007895640233432,False,-6.5345,5.3909,2,4,2,50.0,28.123023402909546,32.59013282732449,19.709864603481634,0.29013539651836906,历史2/4次成功; 当前距低点0.29%; 最新日涨幅-6.53%; 状态bottom_area; 底部未确认
41,70.43313900378593,58.92863354037263,688148,芳源股份,bottom_area,2025-01-03,4.61,2025-01-03,4.6,0.2173913043478408,6.521739130434799,28.012519561815342,False,-4.9485,1.1679,2,4,2,50.0,24.96927803379417,26.66666666666668,19.782608695652158,0.2173913043478408,历史2/4次成功; 当前距低点0.22%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
42,69.54464900763877,59.851687102649855,688320,禾川科技,bottom_area,2025-01-03,38.16,2025-01-02,37.5,1.7599999999999907,10.586666666666664,28.57142857142857,True,-4.6,7.3271,2,6,2,33.33333333333333,35.920181555465064,38.29133374308544,18.240000000000013,1.7599999999999907,历史2/6次成功; 当前距低点1.76%; 最新日涨幅-4.60%; 状态bottom_area; 底部已确认
43,68.27562480090249,57.17424224069892,601865,福莱特,bottom_area,2025-01-03,18.86,2025-01-03,18.81,0.2658160552897433,4.891015417331216,29.865771812080546,False,-2.7835,0.7489,1,2,1,50.0,39.24894003634159,39.24894003634159,19.734183944710256,0.2658160552897433,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
44,68.26829249682068,57.20142857142856,000420,吉林化纤,bottom_area,2025-01-03,3.37,2025-01-03,3.36,0.2976190476190545,5.357142857142862,27.89699570815451,False,-3.7143,1.8948,1,2,1,50.0,53.9249146757679,53.9249146757679,19.702380952380945,0.2976190476190545,历史1/2次成功; 当前距低点0.30%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
45,68.2277892057679,57.240892603486905,002761,浙江建投,bottom_area,2025-01-03,8.19,2025-01-03,8.16,0.36764705882352156,6.495098039215678,27.142857142857135,False,-4.7674,2.1645,3,7,3,42.857142857142854,33.213437237505204,43.73730534867976,19.632352941176478,0.36764705882352156,历史3/7次成功; 当前距低点0.37%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
46,67.98138888976905,56.78318341057511,300530,领湃科技,bottom_area,2025-01-03,15.77,2025-01-03,15.75,0.12698412698412428,7.3015873015872925,32.86445012787724,False,-5.5689,1.983,3,7,3,42.857142857142854,27.802573379948058,34.07510431154381,19.873015873015877,0.12698412698412428,历史3/7次成功; 当前距低点0.13%; 最新日涨幅-5.57%; 状态bottom_area; 底部未确认
47,66.91644076567333,56.17524086417226,300397,天和防务,bottom_area,2025-01-03,10.01,2025-01-03,9.97,0.4012036108324889,7.522567703109327,29.838142153413088,False,-5.7439,3.5895,1,2,1,50.0,45.75260804769001,45.75260804769001,19.59879638916751,0.4012036108324889,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
48,66.90392393191337,57.875366723108456,603330,天洋新材,bottom_area,2025-01-03,6.0,2025-01-03,5.88,2.040816326530614,10.884353741496595,30.742049469964666,False,-5.0633,3.2683,1,2,1,50.0,35.1528384279476,35.1528384279476,17.959183673469386,2.040816326530614,历史1/2次成功; 当前距低点2.04%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
49,66.72000000000001,55.60000000000001,002491,通鼎互联,bottom_area,2025-01-03,4.17,2025-01-03,4.17,0.0,9.832134292565952,30.5,False,-9.9352,5.9276,1,2,1,50.0,52.39520958083833,52.39520958083833,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
50,66.53558668857545,55.95542870512503,300768,迪普科技,bottom_area,2025-01-03,16.12,2025-01-03,16.04,0.49875311720699406,7.107231920199506,29.895104895104897,False,-5.0648,1.5765,1,2,1,50.0,45.76659038901602,45.76659038901602,19.50124688279301,0.49875311720699406,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
51,65.98699130434781,55.87999999999999,000607,华媒控股,bottom_area,2025-01-03,3.45,2025-01-03,3.42,0.8771929824561476,7.894736842105264,28.301886792452823,False,-5.4795,2.1582,1,2,1,50.0,59.82721382289418,59.82721382289418,19.122807017543852,0.8771929824561476,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
52,65.7763793833001,55.00702669722738,300746,汉嘉数智,bottom_area,2025-01-03,10.43,2025-01-03,10.41,0.19212295869355978,8.357348703170022,28.600823045267486,False,-6.5412,2.1782,1,2,1,50.0,36.90896259703598,36.90896259703598,19.80787704130644,0.19212295869355978,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
53,65.75532274125517,55.01681159420288,605186,健麾信息,bottom_area,2025-01-03,18.28,2025-01-03,18.24,0.2192982456140499,6.359649122807019,29.765113592606856,False,-4.9402,2.0607,1,2,1,50.0,37.29468599033817,37.29468599033817,19.78070175438595,0.2192982456140499,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
54,65.24725988066139,55.13559907007419,688107,安路科技,bottom_area,2025-01-03,26.5,2025-01-03,26.3,0.7604562737642558,6.806083650190111,27.146814404432135,False,-4.9157,1.0618,2,6,2,33.33333333333333,47.34465613399662,67.95615731785945,19.239543726235745,0.7604562737642558,历史2/6次成功; 当前距低点0.76%; 最新日涨幅-4.92%; 状态bottom_area; 底部未确认
55,65.1814893093018,55.56633438820546,688280,精进电动,bottom_area,2025-01-03,4.08,2025-01-03,4.03,1.2406947890818814,7.940446650124054,32.83333333333333,False,-4.4496,1.1789,1,3,1,33.33333333333333,32.37518910741301,32.37518910741301,18.75930521091812,1.2406947890818814,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
56,64.33183437612541,53.72897094430994,002559,亚威股份,bottom_area,2025-01-03,8.27,2025-01-03,8.26,0.12106537530266086,6.7796610169491585,32.461161079313165,False,-5.0517,4.5587,1,4,1,25.0,68.1470137825421,68.1470137825421,19.87893462469734,0.12106537530266086,历史1/4次成功; 当前距低点0.12%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
57,64.22579814992928,54.59853753083971,300342,天银机电,bottom_area,2025-01-03,14.87,2025-01-03,14.71,1.0876954452753118,8.429639700883742,27.60826771653543,False,-5.5273,4.1155,1,4,1,25.0,26.68539325842696,26.68539325842696,18.91230455472469,1.0876954452753118,历史1/4次成功; 当前距低点1.09%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
58,64.0432134512704,53.937103527222405,000833,粤桂股份,bottom_area,2025-01-03,10.45,2025-01-03,10.39,0.5774783445620666,9.720885466794993,29.078498293515352,False,-8.0915,11.7627,1,2,1,50.0,35.88039867109634,35.88039867109634,19.422521655437937,0.5774783445620666,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-8.09%; 状态bottom_area; 底部未确认
59,63.75734241173133,53.3978655068585,002248,华东数控,bottom_area,2025-01-03,7.34,2025-01-03,7.32,0.27322404371584114,7.786885245901631,27.236580516898606,False,-5.4124,3.8169,1,2,1,50.0,29.251700680272112,29.251700680272112,19.726775956284158,0.27322404371584114,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
60,63.45533545270674,53.292860502214026,002167,东方锆业,bottom_area,2025-01-03,7.09,2025-01-03,7.06,0.42492917847025846,8.498583569405108,32.18059558117196,False,-2.2069,7.2539,1,4,1,25.0,41.1650485436893,41.1650485436893,19.575070821529742,0.42492917847025846,历史1/4次成功; 当前距低点0.42%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
61,63.067683612610054,53.13742857142857,000503,国新健康,bottom_area,2025-01-03,10.06,2025-01-03,10.0,0.600000000000005,5.500000000000007,31.03448275862069,False,-4.1905,2.3961,1,2,1,50.0,31.85714285714286,31.85714285714286,19.399999999999995,0.600000000000005,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
62,62.84124634858813,52.36770529049011,603232,格尔软件,bottom_area,2025-01-03,11.87,2025-01-03,11.87,0.0,7.41364785172705,27.17791411042946,False,-5.04,4.1521,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,20.0,0.0,历史2/6次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
63,62.79637848652466,52.33031540543722,002622,皓宸医疗,bottom_area,2025-01-03,2.53,2025-01-03,2.53,0.0,9.090909090909092,28.328611898016998,False,-7.6642,3.4476,2,5,2,40.0,20.754383900200068,20.819112627986343,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
64,62.7051809376968,53.04496049062386,000702,正虹科技,bottom_area,2025-01-03,6.15,2025-01-03,6.1,0.8196721311475527,10.000000000000005,31.919642857142865,False,-7.6577,3.5503,1,2,1,50.0,34.05275779376499,34.05275779376499,19.180327868852448,0.8196721311475527,历史1/2次成功; 当前距低点0.82%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
65,62.69455233743573,52.476170864533714,300451,创业慧康,bottom_area,2025-01-03,4.17,2025-01-03,4.16,0.24038461538461023,6.009615384615384,29.729729729729726,False,-4.3578,2.6487,1,2,1,50.0,23.89380530973452,23.89380530973452,19.759615384615394,0.24038461538461023,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
66,62.62623381886818,52.6115744683196,002256,兆新股份,bottom_area,2025-01-03,2.28,2025-01-03,2.27,0.4405286343612241,9.251101321585901,28.164556962025316,False,-6.1728,4.3219,2,6,2,33.33333333333333,29.85293774908523,31.775700934579426,19.559471365638778,0.4405286343612241,历史2/6次成功; 当前距低点0.44%; 最新日涨幅-6.17%; 状态bottom_area; 底部未确认
67,62.52642424864937,53.301927421430406,603305,旭升集团,bottom_area,2025-01-03,12.25,2025-01-03,12.1,1.2396694214876063,6.280991735537189,30.85714285714286,False,-4.7434,2.2029,1,5,1,20.0,32.41061130334487,32.41061130334487,18.760330578512395,1.2396694214876063,历史1/5次成功; 当前距低点1.24%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
68,62.51688311688312,52.097402597402606,300427,红相股份,bottom_area,2025-01-03,5.45,2025-01-03,5.45,0.0,7.706422018348623,27.81456953642384,False,-5.7093,2.7905,1,2,1,50.0,31.168831168831172,31.168831168831172,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
69,62.46877327666459,52.25524760785631,300500,启迪设计,bottom_area,2025-01-03,9.68,2025-01-03,9.66,0.20703933747411568,7.8674948240165605,30.603448275862068,False,-6.383,2.4695,1,2,1,50.0,22.2972972972973,22.2972972972973,19.792960662525886,0.20703933747411568,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-6.38%; 状态bottom_area; 底部未确认
70,62.379999999999995,51.983333333333334,300586,美联新材,bottom_area,2025-01-03,7.7,2025-01-03,7.7,0.0,4.6753246753246795,27.495291902071557,False,-3.1447,1.6524,1,3,1,33.33333333333333,124.33414043583537,124.33414043583537,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
71,62.21641115179118,51.99502826596617,300671,富满微,bottom_area,2025-01-03,32.2,2025-01-03,32.15,0.1555209953343834,8.429237947122864,29.495614035087726,False,-4.7337,3.8105,1,2,1,50.0,20.266753415744958,20.266753415744958,19.84447900466562,0.1555209953343834,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
72,61.973106456597506,51.809444915009536,002343,慈文传媒,bottom_area,2025-01-03,5.75,2025-01-03,5.74,0.17421602787456072,7.665505226480827,32.31132075471698,False,-5.7377,3.5124,1,4,1,25.0,40.33149171270718,40.33149171270718,19.82578397212544,0.17421602787456072,历史1/4次成功; 当前距低点0.17%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
