rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.42764651586955,86.54119060504442,603229,奥翔药业,bottom_area,2024-07-23,7.07,2024-07-17,6.99,1.1444921316165961,4.864091559370527,32.52895752895753,False,-2.8846,0.5731,4,4,4,100.0,26.40125088779702,43.052109181141425,6.855507868383404,1.1444921316165961,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
2,86.40301251596208,80.70220850702579,688339,亿华通,bottom_area,2024-07-23,20.0,2024-07-22,19.91,0.45203415369161154,3.9176293319939783,31.627747252747255,False,-1.1369,1.0787,5,5,5,100.0,26.359389126035783,76.30996309963099,7.547965846308388,0.45203415369161154,历史5/5次成功; 当前距低点0.45%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
3,85.80700526204909,79.76063457641743,601666,平煤股份,bottom_area,2024-07-23,9.92,2024-07-22,9.9,0.20202020202019771,4.141414141414143,27.47252747252747,False,-2.8404,0.7454,4,4,4,100.0,18.23247654313697,27.30923694779115,7.797979797979802,0.20202020202019771,历史4/4次成功; 当前距低点0.20%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
4,85.20016431718257,79.05204787436276,000065,北方国际,bottom_area,2024-07-23,9.34,2024-07-23,9.33,0.1071811361200406,2.893890675241153,29.58490566037736,False,-1.8908,0.6669,3,3,3,100.0,29.926993896325044,41.48061104582843,7.89281886387996,0.1071811361200406,历史3/3次成功; 当前距低点0.11%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
5,84.56831729777063,81.21867743343518,600973,宝胜股份,bottom_area,2024-07-23,3.22,2024-07-18,3.16,1.8987341772151913,4.113924050632908,31.749460043196542,False,-1.227,0.5338,2,2,2,100.0,40.36446966390223,46.551724137931025,6.101265822784809,1.8987341772151913,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
6,84.47661680852636,81.13387484414473,603209,兴通股份,bottom_area,2024-07-23,12.33,2024-07-18,12.1,1.9008264462809954,5.371900826446284,27.674835624626425,False,-1.8312,0.6142,3,3,3,100.0,23.267522267018258,26.115859449192786,6.099173553719004,1.9008264462809954,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
7,84.3932150786051,78.14186581352322,603113,金能科技,bottom_area,2024-07-23,4.89,2024-07-23,4.89,0.0,3.0674846625766947,32.45856353591161,False,-1.0121,0.9206,5,5,5,100.0,19.31110652431836,31.03448275862069,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
8,84.23449704831249,78.32571503676691,601886,江河集团,bottom_area,2024-07-23,4.56,2024-07-23,4.55,0.21978021978021509,3.9560439560439695,28.120063191153243,False,-1.2987,0.7267,3,3,3,100.0,27.40222547239673,33.5540838852097,7.780219780219785,0.21978021978021509,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
9,84.08842360973291,79.80380605352136,001218,丽臣实业,bottom_area,2024-07-23,14.23,2024-07-18,14.05,1.281138790035585,3.70106761565836,29.040404040404038,False,-1.2491,0.6982,2,2,2,100.0,25.18711018711019,29.999999999999993,6.718861209964415,1.281138790035585,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
10,83.95280197262309,80.57544257673082,002346,柘中股份,bottom_area,2024-07-23,7.1,2024-07-18,6.97,1.8651362984218063,4.160688665710187,29.381965552178315,False,-1.2517,0.2617,3,3,3,100.0,19.827706113615825,34.89010989010989,6.134863701578194,1.8651362984218063,历史3/3次成功; 当前距低点1.87%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
11,83.93227134138533,78.2623700784742,600955,维远股份,bottom_area,2024-07-23,13.77,2024-07-09,13.72,0.3644314868804587,7.069970845481041,28.911917098445596,True,-2.6167,0.2212,3,3,3,100.0,19.641257357858347,25.969084423305596,7.635568513119541,0.3644314868804587,历史3/3次成功; 当前距低点0.36%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
