rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.63810327637684,77.80860373425091,603196,璞源材料,bottom_area,2024-11-15,13.92,2024-11-15,13.8,0.8695652173912987,7.173913043478248,32.7485380116959,False,-2.2472,5.2733,5,5,5,100.0,15.920496934962754,22.85714285714286,7.1304347826087024,0.8695652173912987,历史5/5次成功; 当前距低点0.87%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
2,81.59438939862821,75.85408059671468,688143,长盈通,confirmed_rebound,2024-11-15,24.05,2024-11-15,24.0,0.20833333333333628,11.541666666666666,27.49244712990937,False,-11.2546,12.9501,4,4,4,100.0,17.736992455455304,25.949367088607595,7.791666666666663,0.20833333333333628,历史4/4次成功; 当前距低点0.21%; 最新日涨幅-11.25%; 状态confirmed_rebound; 底部未确认
3,81.13048353040352,76.51350310878942,002693,双成药业,confirmed_rebound,2024-11-15,22.22,2024-11-15,22.01,0.9541117673784519,9.76828714220808,28.49252761533463,False,-6.9124,14.9704,6,6,6,100.0,30.424074937700524,102.85714285714285,7.045888232621548,0.9541117673784519,历史6/6次成功; 当前距低点0.95%; 最新日涨幅-6.91%; 状态confirmed_rebound; 底部未确认
4,80.32029772841754,75.17498747460046,002178,延华智能,confirmed_rebound,2024-11-15,7.2,2024-11-15,7.16,0.5586592178770954,8.379888268156419,32.76995305164319,False,-9.3199,11.9739,5,5,5,100.0,18.38027145892594,29.076086956521735,7.4413407821229045,0.5586592178770954,历史5/5次成功; 当前距低点0.56%; 最新日涨幅-9.32%; 状态confirmed_rebound; 底部未确认
5,78.95894097440001,73.11013053185185,000795,英洛华,bottom_area,2024-11-15,10.73,2024-11-15,10.73,0.0,4.846225535880704,32.43073047858942,False,-9.9832,16.105,3,3,3,100.0,19.140486730386254,36.40552995391707,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
6,78.45282280732883,73.22668588910246,000608,阳光股份,bottom_area,2024-11-15,2.41,2024-11-15,2.4,0.4166666666666763,6.2499999999999964,27.927927927927932,False,-4.3651,8.178,3,3,3,100.0,12.616590801626188,17.05426356589147,7.583333333333324,0.4166666666666763,历史3/3次成功; 当前距低点0.42%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
7,76.62998406599061,71.97084416112372,002416,爱施德,bottom_area,2024-11-15,14.99,2024-11-15,14.88,0.7392473118279531,7.392473118279567,30.49976646426903,False,-6.2539,7.0704,3,3,3,100.0,9.818967914470136,11.084905660377352,7.2607526881720466,0.7392473118279531,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-6.25%; 状态bottom_area; 底部未确认
8,76.5617837837838,70.89054054054054,002510,天汽模,bottom_area,2024-11-15,6.2,2024-11-15,6.2,0.0,6.290322580645157,28.15758980301275,False,-10.0145,22.3676,1,1,1,100.0,40.54054054054055,40.54054054054055,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
9,74.8226567032967,70.07885714285713,600221,海航控股,bottom_area,2024-11-15,1.69,2024-11-15,1.68,0.5952380952380958,6.547619047619054,31.147540983606557,False,-2.3121,3.94,1,1,1,100.0,20.999999999999996,20.999999999999996,7.404761904761904,0.5952380952380958,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
10,65.60270605650838,60.96066435592397,600130,波导股份,bottom_area,2024-11-15,5.4,2024-11-15,5.39,0.18552875695734092,5.936920222634514,31.074168797953973,False,-4.5936,7.2386,2,3,2,66.66666666666666,16.05915728559158,20.13201320132014,7.814471243042659,0.18552875695734092,历史2/3次成功; 当前距低点0.19%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
