rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.40837475633118,75.81638611554544,000921,海信家电,bottom_area,2024-10-25,29.26,2024-10-21,28.43,2.9194512838550892,7.49208582483292,27.19590268886043,True,1.4563,1.1952,1,1,1,100.0,8.831908831908846,8.831908831908846,5.080548716144912,2.9194512838550892,历史1/1次成功; 当前距低点2.92%; 最新日涨幅1.46%; 状态bottom_area; 底部已确认
2,75.46529230273688,76.44042420064784,300674,宇信科技,bottom_area,2024-10-25,22.2,2024-10-24,21.21,4.6676096181046605,6.412069778406409,27.709611451942738,False,1.5089,8.0746,2,2,2,100.0,26.142871666271304,43.478260869565204,3.33239038189534,4.6676096181046605,历史2/2次成功; 当前距低点4.67%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
3,70.18691185264551,71.32253276265278,000850,华茂股份,bottom_area,2024-10-25,4.12,2024-10-21,3.93,4.834605597964375,5.852417302798981,27.356746765249536,False,1.4778,3.3182,1,1,1,100.0,17.341040462427735,17.341040462427735,3.1653944020356253,4.834605597964375,历史1/1次成功; 当前距低点4.83%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
4,65.49680531097131,62.88811320754715,300468,四方精创,bottom_area,2024-10-25,21.6,2024-10-24,21.2,1.8867924528301987,6.1320754716981165,28.475033738191634,False,-1.3699,13.3615,1,2,1,50.0,105.06912442396315,105.06912442396315,6.113207547169801,1.8867924528301987,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
5,65.06684600462238,65.99769604088989,603338,浙江鼎力,bottom_area,2024-10-25,49.29,2024-10-22,47.06,4.738631534211637,6.62983425414364,27.799938631482053,False,-0.2025,1.5321,1,1,1,100.0,10.009548058561412,10.009548058561412,3.2613684657883626,4.738631534211637,历史1/1次成功; 当前距低点4.74%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
