rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.27289805038049,91.07765186037582,300358,楚天科技,bottom_area,2025-12-12,9.06,2025-12-05,8.96,1.1160714285714244,4.575892857142839,27.74193548387096,False,0.2212,2.4308,4,4,4,100.0,27.96932643827245,38.205499276411004,6.883928571428576,1.1160714285714244,历史4/4次成功; 当前距低点1.12%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
19,77.57384035299171,73.68859450367589,603938,三孚股份,confirmed_rebound,2025-12-12,17.54,2025-11-21,17.31,1.328711727325248,8.08781051415368,27.45180217937972,False,-0.8479,1.4913,1,1,1,100.0,19.774501300954046,19.774501300954046,6.671288272674753,1.328711727325248,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部未确认
20,77.27506738752307,71.82382335827931,003038,鑫铂股份,bottom_area,2025-12-12,15.21,2025-12-12,15.18,0.1976284584980312,2.108036890645588,29.68967114404817,False,-0.6532,1.4935,1,1,1,100.0,25.507614213197975,25.507614213197975,7.802371541501969,0.1976284584980312,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
21,76.74669503242461,72.83744482894696,600383,金地集团,confirmed_rebound,2025-12-12,3.16,2025-12-10,3.12,1.2820512820512833,8.653846153846153,31.578947368421044,False,-0.3155,2.0491,3,4,3,75.0,18.793127699053183,32.594936708860764,6.717948717948717,1.2820512820512833,历史3/4次成功; 当前距低点1.28%; 最新日涨幅-0.32%; 状态confirmed_rebound; 底部未确认
22,76.51744649497321,76.05508736575332,688050,爱博医疗,bottom_area,2025-12-12,61.06,2025-12-10,58.89,3.684836135167264,4.601799966038378,29.750685911964688,False,3.1419,2.165,2,2,2,100.0,12.024267494272554,12.90770757525636,4.315163864832736,3.684836135167264,历史2/2次成功; 当前距低点3.68%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
23,75.76496695628587,74.19199186376781,688337,普源精电,bottom_area,2025-12-12,36.79,2025-12-04,35.75,2.9090909090909065,5.398601398601397,28.499999999999996,False,2.4791,0.8029,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,5.0909090909090935,2.9090909090909065,历史4/6次成功; 当前距低点2.91%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
24,74.27694348692916,69.05434589800444,301177,迪阿股份,bottom_area,2025-12-12,28.56,2025-12-12,28.5,0.2105263157894692,1.473684210526322,30.94257329779501,False,-0.3141,0.243,1,1,1,100.0,10.776053215077603,10.776053215077603,7.789473684210531,0.2105263157894692,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
25,74.01419285052789,68.95279527751458,000998,隆平高科,bottom_area,2025-12-12,9.46,2025-12-09,9.43,0.31813361611878194,1.8027571580063622,27.40569668976136,False,-0.3161,0.7445,1,1,1,100.0,11.549139367018313,11.549139367018313,7.681866383881218,0.31813361611878194,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
26,73.69322295689915,71.66694379982333,002017,东信和平,bottom_area,2025-12-12,20.91,2025-12-04,20.39,2.550269740068659,5.394801373222157,29.373051610668515,False,1.1611,2.441,2,3,2,66.66666666666666,30.080065271576377,50.390015600624025,5.449730259931342,2.550269740068659,历史2/3次成功; 当前距低点2.55%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
27,73.60886837295394,68.52516162729368,301349,信德新材,bottom_area,2025-12-12,46.52,2025-12-12,46.39,0.2802328087950044,3.0394481569303653,28.871511806194416,False,-1.0423,3.282,1,1,1,100.0,8.785443179281096,8.785443179281096,7.719767191204996,0.2802328087950044,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
28,73.07886402385338,67.66561483690128,002291,遥望科技,bottom_area,2025-12-12,6.38,2025-12-12,6.38,0.0,2.194357366771155,31.249999999999993,False,-1.5432,4.4627,3,4,3,75.0,17.153843209146633,27.107438016528935,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
29,69.54105775613226,64.69791127088527,002702,海欣食品,confirmed_rebound,2025-12-12,8.09,2025-12-12,8.07,0.24783147459726856,11.276332094175961,28.07486631016043,False,-9.7098,28.881,1,1,1,100.0,8.241758241758244,8.241758241758244,7.752168525402732,0.24783147459726856,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-9.71%; 状态confirmed_rebound; 底部未确认
30,69.31793587290835,67.76112952169629,688348,昱能科技,bottom_area,2025-12-12,51.43,2025-12-05,50.02,2.818872451019585,5.497800879648141,30.796900940785832,False,1.6403,0.8559,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,5.181127548980415,2.818872451019585,历史2/3次成功; 当前距低点2.82%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
31,65.62633376586564,66.47855376545525,000638,,bottom_area,2025-12-12,4.93,2025-12-12,4.71,4.670912951167723,6.794055201698519,31.4410480349345,False,-0.404,4.4404,1,1,1,100.0,11.764705882352935,11.764705882352935,3.3290870488322772,4.670912951167723,历史1/1次成功; 当前距低点4.67%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
32,58.60993512840585,55.200475044973466,002670,国盛证券,bottom_area,2025-12-12,17.11,2025-12-11,16.96,0.8844339622641426,3.1249999999999853,27.053763440860212,False,0.8844,1.1603,1,2,1,50.0,13.747228381374727,13.747228381374727,7.115566037735857,0.8844339622641426,历史1/2次成功; 当前距低点0.88%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
