rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.42730155141659,73.0187428220173,000735,罗牛山,bottom_area,2026-01-13,8.23,11.38,2026-01-13,8.22,0.12165450121654241,6.812652068126504,27.768014059753952,27.680140597539545,False,-2.7187,9.7344,3,4,3,75.0,35.16728540210225,44.303797468354425,19.87834549878346,0.12165450121654241,历史3/4次成功; 当前距低点0.12%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
2,86.4222621919456,75.95986560817774,000430,张家界,bottom_area,2026-01-13,7.42,10.09,2025-12-29,7.21,2.9126213592233006,10.124826629681005,28.543111992071356,26.461843409316156,True,-2.8796,2.4125,3,4,3,75.0,36.15936724304767,53.99999999999999,17.087378640776702,2.9126213592233006,历史3/4次成功; 当前距低点2.91%; 最新日涨幅-2.88%; 状态bottom_area; 底部已确认
3,86.40962735969534,72.02938728392137,301687,新广益,bottom_area,2026-01-13,61.81,88.3,2026-01-13,61.8,0.01618122977347106,3.559870550161817,30.011325028312573,29.999999999999993,False,-4.4815,27.645,1,1,1,100.0,34.60365853658537,34.60365853658537,19.98381877022653,0.01618122977347106,历史1/1次成功; 当前距低点0.02%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
4,81.1507015166156,72.50125151115851,688656,浩欧博,bottom_area,2026-01-13,157.3,209.43,2026-01-05,151.53,3.8078268329703757,9.555863525374507,27.64646898725111,24.891371818746116,True,-3.4969,1.9359,1,1,1,100.0,34.5865413458654,34.5865413458654,16.192173167029626,3.8078268329703757,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-3.50%; 状态bottom_area; 底部已确认
5,76.21182497012587,63.69131086789091,601566,九牧王,bottom_area,2026-01-13,12.87,18.68,2026-01-13,12.85,0.1556420233463002,4.669260700389103,31.209850107066384,31.102783725910065,False,-4.5252,5.3804,2,3,2,66.66666666666666,30.373699002439853,38.914728682170555,19.8443579766537,0.1556420233463002,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
6,69.66906012603815,58.352258481199456,000572,海马汽车,bottom_area,2026-01-13,7.26,10.2,2026-01-13,7.24,0.276243093922646,6.906077348066299,29.019607843137248,28.823529411764703,False,-5.5917,10.534,3,8,3,37.5,49.67522975990913,95.5116696588869,19.723756906077355,0.276243093922646,历史3/8次成功; 当前距低点0.28%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
7,60.76059163685392,54.72169491453662,600250,南京商旅,bottom_area,2026-01-13,11.78,16.08,2025-12-31,11.3,4.247787610619456,7.522123893805306,29.726368159203968,26.741293532338307,True,-1.9151,7.5162,2,7,2,28.57142857142857,38.937445980985316,53.93258426966293,15.752212389380546,4.247787610619456,历史2/7次成功; 当前距低点4.25%; 最新日涨幅-1.92%; 状态bottom_area; 底部已确认
