rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.5834954257185,88.70360838614006,603322,超讯通信,bottom_area,2025-12-29,38.62,2025-12-26,38.0,1.6315789473684146,3.157894736842113,31.29632977761707,False,1.3382,5.3515,7,7,7,100.0,21.524776269570104,39.45833333333333,8.368421052631586,1.6315789473684146,历史7/7次成功; 当前距低点1.63%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
12,78.93804804669506,75.46547232775714,605368,蓝天燃气,bottom_area,2025-12-29,7.78,2025-12-18,7.58,2.6385224274406354,3.562005277044849,31.65013525698828,False,0.0,0.6919,1,1,1,100.0,12.695179904955879,12.695179904955879,7.361477572559365,2.6385224274406354,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,78.75211524837707,73.75347799309085,600250,南京商旅,bottom_area,2025-12-29,11.73,2025-12-24,11.55,1.5584415584415559,5.367965367965361,28.171641791044767,False,-1.0127,6.2763,5,7,5,71.42857142857143,24.629088497974813,53.93258426966293,8.441558441558444,1.5584415584415559,历史5/7次成功; 当前距低点1.56%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
14,77.69824696801986,75.22256753031336,600161,天坛生物,bottom_area,2025-12-29,16.59,2025-12-24,16.06,3.300124533001253,4.794520547945203,27.264492753623188,False,-0.5396,0.3547,2,2,2,100.0,25.305653040624797,36.77455357142857,6.699875466998748,3.300124533001253,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
15,76.40714335212927,75.42935541160843,301567,贝隆精密,bottom_area,2025-12-29,45.36,2025-12-17,43.48,4.3238270469181295,6.830726770929177,31.527559055118115,False,0.8,8.2652,2,2,2,100.0,16.4929090246331,16.59192825112107,5.676172953081871,4.3238270469181295,历史2/2次成功; 当前距低点4.32%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
16,74.5096995672401,73.84183077929993,603679,华体科技,bottom_area,2025-12-29,15.7,2025-12-24,15.02,4.527296937416776,6.8575233022636555,29.284369114877585,False,0.9646,10.5289,1,1,1,100.0,27.118644067796616,27.118644067796616,5.472703062583224,4.527296937416776,历史1/1次成功; 当前距低点4.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
17,73.07256497279703,72.23903761569287,000665,湖北广电,bottom_area,2025-12-29,5.46,2025-12-17,5.23,4.3977055449330695,6.883365200764807,27.46185852981969,False,-0.5464,1.2546,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,5.6022944550669305,4.3977055449330695,历史6/7次成功; 当前距低点4.40%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
18,72.763014801541,70.11870760785494,000998,隆平高科,bottom_area,2025-12-29,9.44,2025-12-17,9.16,3.056768558951958,4.039301310043659,29.484218629715166,False,-0.4219,0.7165,1,1,1,100.0,11.549139367018313,11.549139367018313,6.9432314410480425,3.056768558951958,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
19,71.80628540691946,69.48223277100337,301177,迪阿股份,bottom_area,2025-12-29,29.03,2025-12-17,28.11,3.2728566346495973,6.438989683386703,31.88756966319361,False,-0.4458,0.2608,1,1,1,100.0,10.776053215077603,10.776053215077603,6.727143365350403,3.2728566346495973,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
20,71.38734938924233,70.63590360619769,601162,天风证券,bottom_area,2025-12-29,4.23,2025-12-17,4.05,4.44444444444446,6.419753086419748,27.678571428571423,False,-0.4706,1.2783,2,2,2,100.0,14.673316879199232,18.939393939393938,5.55555555555554,4.44444444444446,历史2/2次成功; 当前距低点4.44%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
21,71.01303740789935,68.78177863709803,300768,迪普科技,bottom_area,2025-12-29,18.65,2025-12-17,18.05,3.324099722991678,5.7063711911357204,29.43706020328381,False,-1.0085,1.4321,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,6.675900277008323,3.324099722991678,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
22,69.7867110524469,67.46751521686708,000692,惠天热电,bottom_area,2025-12-29,3.52,2025-12-17,3.41,3.2258064516128995,6.744868035190615,28.511530398322844,False,-0.2833,2.9992,3,5,3,60.0,36.0341608954005,59.042553191489375,6.7741935483871005,3.2258064516128995,历史3/5次成功; 当前距低点3.23%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
23,64.80783585001728,59.653325223876486,600383,金地集团,bottom_area,2025-12-29,3.09,2025-12-15,3.07,0.6514657980456032,4.234527687296428,32.675438596491226,False,-0.9615,1.482,2,4,2,50.0,23.971329265701364,32.594936708860764,9.348534201954397,0.6514657980456032,历史2/4次成功; 当前距低点0.65%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
24,62.18985494358286,61.99962131361843,688337,普源精电,bottom_area,2025-12-29,37.48,2025-12-04,35.75,4.83916083916083,7.384615384615387,28.499999999999996,True,-0.4251,0.8243,3,6,3,50.0,38.886602295188766,54.46153846153845,5.160839160839171,4.83916083916083,历史3/6次成功; 当前距低点4.84%; 最新日涨幅-0.43%; 状态bottom_area; 底部已确认
25,55.278751634948335,54.254208639186885,002605,姚记科技,bottom_area,2025-12-29,23.3,2025-12-17,22.4,4.017857142857153,6.517857142857148,27.71861890932559,False,-1.1874,1.0074,2,5,2,40.0,18.037220026350465,23.2121212121212,5.982142857142848,4.017857142857153,历史2/5次成功; 当前距低点4.02%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
26,54.205896815908964,53.75126671358199,600104,上汽集团,bottom_area,2025-12-29,15.37,2025-11-21,14.7,4.557823129251701,8.299319727891161,28.74454677653902,True,-0.7747,0.3226,1,2,1,50.0,24.425287356321842,24.425287356321842,5.4421768707483,4.557823129251701,历史1/2次成功; 当前距低点4.56%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
27,53.32114079951552,52.534966130311886,002670,国盛证券,bottom_area,2025-12-29,17.04,2025-12-17,16.35,4.2201834862385175,7.64525993883792,29.6774193548387,True,-1.1027,1.2259,1,2,1,50.0,13.747228381374727,13.747228381374727,5.7798165137614825,4.2201834862385175,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
