rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.5834954257185,88.70360838614006,603322,超讯通信,bottom_area,2025-12-29,38.62,2025-12-26,38.0,1.6315789473684146,3.157894736842113,31.29632977761707,False,1.3382,5.3515,7,7,7,100.0,21.524776269570104,39.45833333333333,8.368421052631586,1.6315789473684146,历史7/7次成功; 当前距低点1.63%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
2,92.88532157011234,84.44120142737485,000430,张家界,bottom_area,2025-12-29,7.21,2025-12-29,7.21,0.0,0.0,28.543111992071356,False,4.9491,0.0399,4,4,4,100.0,30.705384018144333,53.99999999999999,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅4.95%; 状态bottom_area; 底部未确认
3,92.83825593985802,87.51850375106766,603327,福蓉科技,bottom_area,2025-12-29,10.71,2025-12-19,10.51,1.9029495718363563,7.4215033301617455,29.651941097724226,False,-1.7431,2.806,7,7,7,100.0,40.952842875562084,129.39632545931758,8.097050428163644,1.9029495718363563,历史7/7次成功; 当前距低点1.90%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
4,91.1376460846321,84.90607783788761,002728,特一药业,bottom_area,2025-12-29,11.05,2025-12-19,10.91,1.2832263978001883,4.766269477543534,27.508305647840537,False,-2.3852,7.6793,4,4,4,100.0,19.310935617591518,39.3073593073593,8.716773602199812,1.2832263978001883,历史4/4次成功; 当前距低点1.28%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
5,87.94369323483409,84.14067524115755,002300,太阳电缆,bottom_area,2025-12-29,9.58,2025-12-24,9.33,2.679528403001072,9.431939978563781,27.897990726429672,True,-3.1345,9.1957,3,3,3,100.0,50.34643279142729,75.7716049382716,7.320471596998929,2.679528403001072,历史3/3次成功; 当前距低点2.68%; 最新日涨幅-3.13%; 状态bottom_area; 底部已确认
6,83.7134691623506,76.1031537839551,001330,博纳影业,bottom_area,2025-12-29,7.72,2025-12-29,7.72,0.0,2.72020725388601,29.62625341841386,False,-4.0994,10.1812,4,4,4,100.0,18.565342924489666,35.637149028077765,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
7,83.51895989637009,76.1612200587111,600048,保利发展,bottom_area,2025-12-29,6.19,2025-12-29,6.18,0.16181229773463876,1.7799352750809114,27.719298245614045,False,-1.1182,1.0059,2,2,2,100.0,31.721247836269217,31.987577639751546,9.838187702265362,0.16181229773463876,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
8,82.6853032524,78.24853088275903,600375,汉马科技,bottom_area,2025-12-29,5.82,2025-12-17,5.7,2.1052631578947385,8.596491228070178,28.571428571428577,True,-0.8518,1.7898,2,2,2,100.0,17.73403700408087,22.073578595317713,7.894736842105263,2.1052631578947385,历史2/2次成功; 当前距低点2.11%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
9,82.48404026963888,77.38459395034678,002910,庄园牧场,bottom_area,2025-12-29,11.7,2025-12-29,11.51,1.6507384882710645,4.51781059947871,28.10743285446597,False,-1.2658,13.1502,1,1,1,100.0,33.37783711615487,33.37783711615487,8.349261511728937,1.6507384882710645,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
10,81.31056268574602,73.9186933506782,300705,九典制药,bottom_area,2025-12-29,15.08,2025-12-29,15.08,0.0,1.1936339522546402,27.008712487899324,False,-1.3089,1.8037,2,2,2,100.0,29.939211562786006,41.42097631706138,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
11,81.16311652942348,76.77084796608278,002632,道明光学,bottom_area,2025-12-29,12.27,2025-12-19,12.02,2.079866888519135,7.071547420965056,27.28372655777375,True,-3.2334,6.9377,2,2,2,100.0,19.693249848959194,25.259515570934255,7.920133111480865,2.079866888519135,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-3.23%; 状态bottom_area; 底部已确认
