rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.61065209062885,78.83767875716605,000679,大连友谊,confirmed_rebound,2023-02-22,5.63,2023-01-18,5.44,3.4926470588235197,9.007352941176459,28.515111695137975,True,-1.5734,1.4658,4,4,4,100.0,14.78986049077237,24.94061757719715,4.507352941176481,3.4926470588235197,历史4/4次成功; 当前距低点3.49%; 最新日涨幅-1.57%; 状态confirmed_rebound; 底部已确认
2,78.98461498770223,76.06812603527676,002767,先锋电子,bottom_area,2023-02-22,13.98,2023-02-17,13.7,2.0437956204379644,3.1386861313868724,27.85676671932596,False,0.2869,2.9684,1,1,1,100.0,8.645054031587705,8.645054031587705,5.956204379562036,2.0437956204379644,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
3,74.89711085318974,70.12913933930298,002855,捷荣技术,bottom_area,2023-02-22,10.39,2023-02-22,10.33,0.5808325266214955,1.161665053242974,30.155510480054087,False,-0.7641,2.2085,1,1,1,100.0,21.093749999999993,21.093749999999993,7.419167473378504,0.5808325266214955,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
4,73.12554356225665,70.96625261862734,002403,爱仕达,bottom_area,2023-02-22,10.07,2023-02-16,9.83,2.4415055951169906,5.0864699898270604,29.78571428571429,False,-0.5923,1.6297,1,1,1,100.0,8.563899868247699,8.563899868247699,5.558494404883009,2.4415055951169906,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
5,66.97534075023195,67.04779687962716,688318,财富趋势,confirmed_rebound,2023-02-22,129.55,2023-02-17,124.5,4.056224899598402,8.32931726907631,27.295024526979685,True,-1.0389,4.7439,1,1,1,100.0,8.3117723156533,8.3117723156533,3.943775100401598,4.056224899598402,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-1.04%; 状态confirmed_rebound; 底部已确认
