rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.06565976065697,81.50379715984128,302132,中航成飞,bottom_area,2025-09-17,81.69,2025-09-09,79.5,2.7547169811320726,6.163522012578623,27.595628415300546,False,-0.1101,1.6757,4,4,4,100.0,19.056730520550555,28.81165919282512,7.245283018867927,2.7547169811320726,历史4/4次成功; 当前距低点2.75%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
2,82.35577463531871,78.9863418159668,002826,易明医药,bottom_area,2025-09-17,19.41,2025-09-03,18.88,2.8072033898305144,7.786016949152555,29.631010063361906,True,-0.3593,2.5524,2,2,2,100.0,30.305191100969765,50.0,7.192796610169486,2.8072033898305144,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
3,82.27127464540224,80.46945850921759,300510,金冠股份,bottom_area,2025-09-17,4.6,2025-09-03,4.43,3.8374717832957095,6.997742663656896,30.01579778830964,False,-0.4329,3.2161,4,4,4,100.0,26.76824825339677,40.000000000000014,6.162528216704291,3.8374717832957095,历史4/4次成功; 当前距低点3.84%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
4,79.90289105298294,73.81205258282861,002041,登海种业,bottom_area,2025-09-17,9.61,2025-06-23,9.53,0.8394543546694656,7.345225603357829,29.719764011799416,True,-0.4145,0.8375,2,2,2,100.0,18.2043468358871,21.395106715252467,9.160545645330535,0.8394543546694656,历史2/2次成功; 当前距低点0.84%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
5,79.11151685626909,74.35208405629459,300218,安利股份,bottom_area,2025-09-17,19.84,2025-09-16,19.5,1.7435897435897427,5.538461538461529,27.102803738317753,False,-1.4896,6.2865,1,1,1,100.0,18.212197159565576,18.212197159565576,8.256410256410257,1.7435897435897427,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
6,77.86992682376454,75.90268656716418,301009,可靠股份,bottom_area,2025-09-17,13.89,2025-09-05,13.4,3.6567164179104497,5.597014925373134,27.762803234501348,False,-0.6438,2.4825,1,1,1,100.0,53.96648044692738,53.96648044692738,6.343283582089551,3.6567164179104497,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
7,76.7292595814788,73.5508529859846,300192,科德教育,bottom_area,2025-09-17,19.23,2025-09-09,18.71,2.7792624265098853,6.146445750935321,32.649388048956084,False,-2.2369,6.8881,1,1,1,100.0,26.599845797995382,26.599845797995382,7.220737573490116,2.7792624265098853,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
8,76.60806608142148,70.74983872190921,600316,洪都航空,bottom_area,2025-09-17,34.19,2025-09-16,33.91,0.8257151282807466,1.7988793866116384,28.565409732462616,False,-0.4658,1.2311,4,5,4,80.0,20.76596351822217,30.462519936204153,9.174284871719255,0.8257151282807466,历史4/5次成功; 当前距低点0.83%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
9,76.44435935687662,75.66421494907551,300902,国安达,bottom_area,2025-09-17,23.18,2025-09-04,22.19,4.461469130238839,5.137449301487142,32.798304058146584,False,0.0864,3.8709,2,2,2,100.0,19.4428202474198,26.906779661016937,5.538530869761161,4.461469130238839,历史2/2次成功; 当前距低点4.46%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
10,74.14557590637398,72.06666459362607,603280,南方路机,bottom_area,2025-09-17,42.5,2025-09-04,41.06,3.5070628348757857,8.13443740867023,30.875420875420872,True,-0.9555,10.2173,1,1,1,100.0,18.348214285714302,18.348214285714302,6.492937165124216,3.5070628348757857,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
11,69.65431553883764,66.507065911306,605169,洪通燃气,bottom_area,2025-09-17,14.75,2025-09-05,14.38,2.5730180806675884,5.354659248956882,31.064237775647165,False,0.4768,1.2403,2,4,2,50.0,22.06208137219406,26.09375,7.4269819193324125,2.5730180806675884,历史2/4次成功; 当前距低点2.57%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
12,66.27489965275734,60.87230769230769,601900,南方传媒,bottom_area,2025-09-17,13.07,2025-09-16,13.0,0.5384615384615407,1.0769230769230813,27.697441601779754,False,0.384,0.8368,1,2,1,50.0,39.999999999999986,39.999999999999986,9.46153846153846,0.5384615384615407,历史1/2次成功; 当前距低点0.54%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
13,64.9393737149017,61.074189024866435,601669,中国电建,bottom_area,2025-09-17,5.72,2025-09-10,5.62,1.7793594306049758,4.448398576512456,28.31632653061224,False,0.3509,1.5524,1,2,1,50.0,16.457680250783696,16.457680250783696,8.220640569395025,1.7793594306049758,历史1/2次成功; 当前距低点1.78%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
14,60.72864689877095,55.58868806238093,603839,安正时尚,bottom_area,2025-09-17,8.36,2025-09-17,8.33,0.3601440576230415,2.2809123649459724,28.065630397236614,False,-2.2222,4.3146,1,2,1,50.0,31.88073394495412,31.88073394495412,9.639855942376958,0.3601440576230415,历史1/2次成功; 当前距低点0.36%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
