rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.46698627202716,78.9460253678336,688621,阳光诺和,bottom_area,2025-10-13,60.31,2025-10-13,59.13,1.9956029088449174,3.39928970065956,31.204188481675395,False,-1.4381,2.2866,1,1,1,100.0,46.0,46.0,13.00439709115508,1.9956029088449174,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
2,81.44148065152972,74.98258473841841,600706,曲江文旅,bottom_area,2025-10-13,10.1,2025-10-13,9.8,3.061224489795907,3.4693877551020393,31.420573827851634,False,-1.0774,5.932,2,2,2,100.0,21.086970834156286,24.578313253012034,11.938775510204092,3.061224489795907,历史2/2次成功; 当前距低点3.06%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
3,79.71653735475172,73.57131628649324,301191,菲菱科思,bottom_area,2025-10-13,99.62,2025-10-13,96.54,3.190387404184792,4.091568261860356,27.890648341798617,False,-1.6584,6.1369,1,1,1,100.0,31.749460043196553,31.749460043196553,11.809612595815208,3.190387404184792,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
4,75.26442511098656,70.74785081324315,603083,剑桥科技,bottom_area,2025-10-13,107.8,2025-10-13,103.48,4.174719752609193,8.088519520680315,27.382456140350875,False,-1.1916,11.0267,1,1,1,100.0,28.63554757630162,28.63554757630162,10.825280247390806,4.174719752609193,历史1/1次成功; 当前距低点4.17%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
5,69.90885285568989,66.71365153443918,300056,中创环保,bottom_area,2025-10-13,11.16,2025-10-13,10.63,4.985888993414857,6.491063029162741,27.29138166894664,False,-4.1237,4.9683,1,1,1,100.0,27.10472279260781,27.10472279260781,10.014111006585141,4.985888993414857,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
6,69.7559632352941,65.35693852676205,002123,梦网科技,bottom_area,2025-10-13,12.74,2025-10-13,12.25,4.000000000000002,4.24489795918367,29.39481268011528,False,-1.9246,2.8096,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,10.999999999999998,4.000000000000002,历史2/3次成功; 当前距低点4.00%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
7,66.50131762567625,60.37189344406369,301488,豪恩汽电,bottom_area,2025-10-13,154.8,2025-10-13,151.31,2.306523032185585,4.3552970722358095,31.90981909819098,False,-2.6415,14.4621,1,2,1,50.0,41.61702127659575,41.61702127659575,12.693476967814416,2.306523032185585,历史1/2次成功; 当前距低点2.31%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
8,66.21239159558799,62.37327692414908,600232,金鹰股份,bottom_area,2025-10-13,6.32,2025-10-13,6.06,4.290429042904302,4.785478547854787,28.28402366863905,False,-0.6289,2.4304,2,3,2,66.66666666666666,23.918217609162483,27.954545454545443,10.709570957095698,4.290429042904302,历史2/3次成功; 当前距低点4.29%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
9,66.12576154125772,61.91904761904762,000718,苏宁环球,bottom_area,2025-10-13,2.62,2025-09-29,2.52,3.9682539682539715,7.1428571428571495,32.800000000000004,True,-0.7576,3.01,2,4,2,50.0,27.77777777777778,36.111111111111114,11.031746031746028,3.9682539682539715,历史2/4次成功; 当前距低点3.97%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
10,64.71745484082676,61.152120613382145,688195,腾景科技,bottom_area,2025-10-13,103.4,2025-10-13,98.99,4.454995454086283,5.950095969289828,31.946926990237873,False,-3.0019,6.0443,6,10,6,60.0,27.36295832633794,49.70800412229474,10.545004545913716,4.454995454086283,历史6/10次成功; 当前距低点4.45%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
11,63.90817290519453,59.608827548176436,002022,科华生物,bottom_area,2025-10-13,6.35,2025-10-13,6.12,3.758169934640515,3.921568627450984,27.573964497041416,False,-0.4702,1.4107,2,4,2,50.0,21.975564511595735,25.04038772213247,11.241830065359485,3.758169934640515,历史2/4次成功; 当前距低点3.76%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
12,63.55340102562287,58.361611022950314,000428,华天酒店,bottom_area,2025-10-13,3.17,2025-10-13,3.08,2.9220779220779174,2.9220779220779174,28.70370370370371,False,-0.3145,2.1451,2,5,2,40.0,26.687896157462177,28.045977011494273,12.077922077922082,2.9220779220779174,历史2/5次成功; 当前距低点2.92%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
