rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.4482873616088,79.15549345148256,300337,银邦股份,bottom_area,2021-10-25,4.83,2021-10-22,4.7,2.765957446808508,3.404255319148939,27.131782945736433,False,2.766,1.0716,1,1,1,100.0,34.09610983981694,34.09610983981694,12.234042553191491,2.765957446808508,历史1/1次成功; 当前距低点2.77%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
2,83.538783366771,76.87358719460826,001212,中旗新材,bottom_area,2021-10-25,30.91,2021-10-12,30.0,3.0333333333333337,6.733333333333344,32.65993265993266,False,2.1143,4.1059,1,1,1,100.0,25.105307497893843,25.105307497893843,11.966666666666665,3.0333333333333337,历史1/1次成功; 当前距低点3.03%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
3,82.22340881769289,76.12808275862068,000789,万年青,bottom_area,2021-10-25,11.99,2021-10-25,11.6,3.362068965517247,3.7068965517241357,31.401537551744536,False,-0.9091,2.8805,1,1,1,100.0,47.599999999999994,47.599999999999994,11.637931034482753,3.362068965517247,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
4,79.24351703298855,73.71813423578732,002233,塔牌集团,bottom_area,2021-10-25,10.6,2021-10-25,10.23,3.616813294232641,4.007820136852396,28.710801393728218,False,2.6137,3.2596,1,1,1,100.0,15.292841648590022,15.292841648590022,11.38318670576736,3.616813294232641,历史1/1次成功; 当前距低点3.62%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
5,77.81088984982276,72.15153634759466,002284,亚太股份,bottom_area,2021-10-25,6.91,2021-10-25,6.68,3.443113772455096,3.892215568862286,29.31216931216931,False,-0.2886,1.5211,1,1,1,100.0,27.214170692431566,27.214170692431566,11.556886227544902,3.443113772455096,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
6,73.4615072192745,69.62624230057716,300516,久之洋,bottom_area,2021-10-25,29.9,2021-09-30,28.58,4.618614415675299,10.496850944716586,27.590575120344567,True,-0.9934,0.5003,1,1,1,100.0,18.853135313531354,18.853135313531354,10.3813855843247,4.618614415675299,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
7,65.61690293513018,58.33083057658956,688276,百克生物,bottom_area,2021-10-25,74.55,2021-10-25,73.68,1.1807817589576415,4.465255157437556,28.590812172901725,False,-2.2936,3.048,1,2,1,50.0,16.844155844155843,16.844155844155843,13.819218241042359,1.1807817589576415,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
