rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.32307125452337,82.35939428634008,603356,华菱精工,bottom_area,2023-04-06,12.1,2023-04-06,11.8,2.542372881355923,2.796610169491526,30.3834808259587,False,1.5953,1.5249,2,2,2,100.0,31.91400245070737,38.38297872340427,12.457627118644076,2.542372881355923,历史2/2次成功; 当前距低点2.54%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
2,90.17867192117079,79.93812585899052,002347,泰尔股份,bottom_area,2023-04-06,4.91,2023-04-06,4.86,1.0288065843621363,1.646090534979425,31.355932203389823,False,-1.4056,2.3609,2,2,2,100.0,22.816155222237516,29.585798816568047,13.971193415637865,1.0288065843621363,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
3,88.86851899788644,80.013379718108,002329,皇氏集团,bottom_area,2023-04-06,6.56,2023-04-06,6.44,1.8633540372670687,2.4844720496894293,27.395715896279583,False,0.6135,2.8552,1,1,1,100.0,27.644230769230756,27.644230769230756,13.136645962732931,1.8633540372670687,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
4,87.3113963148355,81.80099863219475,300393,中来股份,bottom_area,2023-04-06,14.83,2023-03-20,14.26,3.997194950911643,7.8541374474053365,27.61421319796954,True,0.2027,2.1892,3,3,3,100.0,20.884963012222048,23.89610389610389,11.002805049088357,3.997194950911643,历史3/3次成功; 当前距低点4.00%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
5,84.88017207249062,76.0996870003715,300736,百邦科技,bottom_area,2023-04-06,11.8,2023-04-06,11.61,1.636520241171415,8.785529715762285,30.686567164179106,False,-9.9237,10.9801,1,1,1,100.0,36.51050080775442,36.51050080775442,13.363479758828584,1.636520241171415,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
6,83.80794131834905,73.54392294602728,603030,全筑股份,bottom_area,2023-04-06,2.06,2023-04-06,2.05,0.48780487804879175,2.4390243902439157,28.0701754385965,False,-1.9048,2.1651,2,2,2,100.0,21.645796064400706,27.906976744186036,14.512195121951207,0.48780487804879175,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
7,82.82373389332687,76.36333747219973,300530,领湃科技,bottom_area,2023-04-06,23.67,2023-04-06,22.95,3.1372549019607945,3.660130718954248,28.393135725429016,False,1.3704,0.5032,3,4,3,75.0,27.802573379948058,34.07510431154381,11.862745098039204,3.1372549019607945,历史3/4次成功; 当前距低点3.14%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
8,79.66316290981987,69.6691805238832,001299,美能能源,bottom_area,2023-04-06,16.41,2023-03-31,16.36,0.30562347188264494,4.217603911980448,27.610619469026553,False,-0.8459,2.5821,1,1,1,100.0,15.247322794492616,15.247322794492616,14.694376528117353,0.30562347188264494,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
9,78.3628086136679,69.87523168182415,002125,湘潭电化,bottom_area,2023-04-06,12.81,2023-04-06,12.64,1.344936708860759,2.531645569620255,27.398047099368178,False,-1.3857,1.4144,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,13.655063291139241,1.344936708860759,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
10,76.33158741019855,67.27245066347433,002006,精工科技,bottom_area,2023-04-06,22.43,2023-04-06,22.27,0.7184553210597222,2.6493039964077227,27.765163801492047,False,-1.881,1.3995,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,14.281544678940278,0.7184553210597222,历史2/3次成功; 当前距低点0.72%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
11,68.466458546825,61.18809304654982,300763,锦浪科技,bottom_area,2023-04-06,130.18,2023-04-04,128.3,1.4653156664068552,4.466095089633662,27.345829322158664,False,-0.0921,1.1891,1,2,1,50.0,35.693617021276594,35.693617021276594,13.534684333593145,1.4653156664068552,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
