rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.66388571153142,90.83719175761787,000619,海螺新材,bottom_area,2025-11-24,6.28,2025-11-21,6.19,1.4539579967689797,6.1389337641357,27.85547785547785,False,1.454,4.0011,4,4,4,100.0,30.81836553898465,43.133047210300425,13.54604200323102,1.4539579967689797,历史4/4次成功; 当前距低点1.45%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
15,86.58458236977948,78.18800524890986,603938,三孚股份,bottom_area,2025-11-24,17.66,2025-11-21,17.31,2.0219526285384255,8.08781051415368,27.45180217937972,False,1.6695,3.6825,1,1,1,100.0,19.774501300954046,19.774501300954046,12.978047371461573,2.0219526285384255,历史1/1次成功; 当前距低点2.02%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
16,86.57110359551362,78.17990835976588,603178,圣龙股份,bottom_area,2025-11-24,18.14,2025-11-24,17.78,2.024746906636667,2.305961754780653,27.694184627897517,False,0.7778,1.5096,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,12.975253093363332,2.024746906636667,历史5/7次成功; 当前距低点2.02%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
17,86.49864411243132,78.15973172741309,000803,山高环能,bottom_area,2025-11-24,6.95,2025-11-24,6.81,2.0558002936857647,4.258443465491924,28.98852971845673,False,-0.2869,3.0273,2,2,2,100.0,25.843851596863644,36.1111111111111,12.944199706314235,2.0558002936857647,历史2/2次成功; 当前距低点2.06%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
18,85.91204558484617,78.48332673724188,002678,珠江钢琴,bottom_area,2025-11-24,5.05,2025-11-03,4.92,2.6422764227642253,7.113821138211375,29.613733905579405,True,1.2024,1.0637,3,4,3,75.0,23.939338608302766,35.5191256830601,12.357723577235774,2.6422764227642253,历史3/4次成功; 当前距低点2.64%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
19,85.69077094567646,79.58107891454408,688249,晶合集成,bottom_area,2025-11-24,28.48,2025-11-24,27.51,3.5259905488913077,3.562340966921108,27.02917771883289,False,1.5692,1.812,2,2,2,100.0,29.0340718603025,34.69735720375107,11.47400945110869,3.5259905488913077,历史2/2次成功; 当前距低点3.53%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
20,85.07941170274768,76.8069278358385,600333,长春燃气,bottom_area,2025-11-24,6.1,2025-11-24,5.98,2.006688963210689,5.183946488294308,27.51515151515151,False,-2.5559,5.1679,2,2,2,100.0,17.96870253741318,19.69026548672568,12.99331103678931,2.006688963210689,历史2/2次成功; 当前距低点2.01%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
21,84.81345704582428,76.1877218394906,601127,赛力斯,bottom_area,2025-11-24,124.5,2025-11-24,122.37,1.7406227016425555,2.5578164582822547,28.854651162790695,False,0.8914,1.6106,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,13.259377298357444,1.7406227016425555,历史6/9次成功; 当前距低点1.74%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
22,83.35321774427887,76.06620330957962,601011,宝泰隆,bottom_area,2025-11-24,3.57,2025-11-24,3.48,2.5862068965517198,4.885057471264366,28.395061728395067,False,-0.8333,4.6533,4,5,4,80.0,31.090080826438378,34.951456310679596,12.41379310344828,2.5862068965517198,历史4/5次成功; 当前距低点2.59%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
23,83.1340187875418,73.36303749808519,301291,明阳电气,bottom_area,2025-11-24,40.92,2025-11-24,40.6,0.7881773399014784,2.709359605911333,27.0440251572327,False,0.0489,3.3503,1,1,1,100.0,18.54882705946537,18.54882705946537,14.211822660098521,0.7881773399014784,历史1/1次成功; 当前距低点0.79%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
24,83.11659426851092,74.11308338783516,605333,沪光股份,bottom_area,2025-11-24,28.65,2025-11-24,28.27,1.3441811107180723,1.9808984789529491,29.112337011033105,False,0.5263,0.4226,3,5,3,60.0,26.224818926195436,29.01840490797546,13.655818889281926,1.3441811107180723,历史3/5次成功; 当前距低点1.34%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
25,82.01878412627592,74.37613820305361,601126,四方股份,bottom_area,2025-11-24,25.03,2025-11-24,24.48,2.2467320261437935,3.3496732026143805,27.893961708394706,False,1.8308,3.0831,2,3,2,66.66666666666666,40.9248416988967,46.85534591194968,12.753267973856206,2.2467320261437935,历史2/3次成功; 当前距低点2.25%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
26,81.72394390719724,71.06429904973673,000407,胜利股份,bottom_area,2025-11-24,4.83,2025-11-24,4.83,0.0,5.590062111801234,27.91044776119403,False,-10.0559,15.2528,2,2,2,100.0,24.80805940718676,29.14979757085019,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
27,81.49976624331615,76.10790289229277,001309,德明利,bottom_area,2025-11-24,218.11,2025-11-24,210.08,3.8223533891850727,5.664508758568154,31.34640522875817,False,-2.0655,9.6228,6,7,6,85.71428571428571,34.08608320848172,64.1432791728213,11.177646610814925,3.8223533891850727,历史6/7次成功; 当前距低点3.82%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
28,81.36490683229816,76.93652173913046,688588,凌志软件,bottom_area,2025-11-24,14.42,2025-11-24,13.8,4.4927536231884,5.579710144927533,30.999999999999993,False,2.9265,1.9546,1,1,1,100.0,43.33333333333334,43.33333333333334,10.5072463768116,4.4927536231884,历史1/1次成功; 当前距低点4.49%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
29,81.26180312244514,75.15459703675656,688665,四方光电,bottom_area,2025-11-24,47.23,2025-11-21,45.72,3.302712160979873,3.8713910761154926,27.715415019762844,False,0.9188,0.7366,1,1,1,100.0,19.16548797736917,19.16548797736917,11.697287839020126,3.302712160979873,历史1/1次成功; 当前距低点3.30%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
30,81.10973795794506,75.74304834645258,600506,统一股份,bottom_area,2025-11-24,26.35,2025-11-24,25.38,3.821907013396385,5.516154452324674,30.46575342465754,False,3.0908,16.7448,1,1,1,100.0,28.69352869352869,28.69352869352869,11.178092986603614,3.821907013396385,历史1/1次成功; 当前距低点3.82%; 最新日涨幅3.09%; 状态bottom_area; 底部未确认
31,80.84905939976058,73.4111563424241,603197,保隆科技,bottom_area,2025-11-24,34.89,2025-11-21,34.1,2.3167155425219916,2.6099706744868048,27.431368376250266,False,1.4244,1.063,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,12.683284457478008,2.3167155425219916,历史4/6次成功; 当前距低点2.32%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
32,80.55171992027931,72.34118019828392,002337,赛象科技,bottom_area,2025-11-24,5.89,2025-11-21,5.79,1.7271157167530162,5.1813471502590644,29.47624847746651,False,1.0292,1.9003,2,4,2,50.0,43.059161464950556,60.465116279069754,13.272884283246983,1.7271157167530162,历史2/4次成功; 当前距低点1.73%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
33,80.13007393700651,74.71644749021004,688766,普冉股份,bottom_area,2025-11-24,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,2.0661,5.0885,1,1,1,100.0,22.190577904355056,22.190577904355056,11.258333333333336,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
34,79.47691464384805,72.00178861788615,600094,大名城,bottom_area,2025-11-24,4.19,2025-11-21,4.1,2.1951219512195306,5.365853658536601,30.743243243243246,False,-0.2381,1.7307,2,3,2,66.66666666666666,51.71595225176342,87.28070175438596,12.804878048780468,2.1951219512195306,历史2/3次成功; 当前距低点2.20%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
35,79.15656250374977,73.7351722373134,002851,麦格米特,bottom_area,2025-11-24,69.16,2025-11-24,66.7,3.6881559220389706,5.78710644677661,27.34204793028322,False,0.5233,2.8684,1,1,1,100.0,16.25896634173258,16.25896634173258,11.311844077961029,3.6881559220389706,历史1/1次成功; 当前距低点3.69%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
36,78.83923341620584,73.73082893030247,688411,海博思创,bottom_area,2025-11-24,297.0,2025-11-24,285.85,3.9006471925835147,8.623403883155492,32.90063613530198,False,3.7446,11.9006,1,1,1,100.0,18.84034693221972,18.84034693221972,11.099352807416485,3.9006471925835147,历史1/1次成功; 当前距低点3.90%; 最新日涨幅3.74%; 状态bottom_area; 底部未确认
37,78.6774991033883,73.03104852914382,688286,敏芯股份,bottom_area,2025-11-24,73.95,2025-11-21,71.45,3.498950314905528,4.89853044086774,28.39963924240906,False,2.5659,2.1384,5,7,5,71.42857142857143,22.0588223731942,30.759999999999994,11.501049685094472,3.498950314905528,历史5/7次成功; 当前距低点3.50%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
38,78.41495596646409,71.8286353364599,000620,盈新发展,bottom_area,2025-11-24,2.95,2025-11-24,2.87,2.7874564459930338,8.013937282229964,29.828850855745713,False,0.0,6.8472,6,10,6,60.0,31.634602329698986,58.4192439862543,12.212543554006967,2.7874564459930338,历史6/10次成功; 当前距低点2.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
39,77.84018724910125,73.03778140293639,300258,精锻科技,bottom_area,2025-11-24,12.76,2025-11-21,12.26,4.078303425774878,4.812398042414355,29.418537708693155,False,0.8696,1.5447,1,1,1,100.0,17.29200652528549,17.29200652528549,10.921696574225122,4.078303425774878,历史1/1次成功; 当前距低点4.08%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
40,77.25000760394212,72.51361502516495,300072,海新能科,bottom_area,2025-11-24,4.57,2025-11-24,4.39,4.1002277904328155,5.466970387243741,31.29890453834116,False,-3.5865,4.6902,1,1,1,100.0,47.4308300395257,47.4308300395257,10.899772209567184,4.1002277904328155,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
41,75.64600684083263,69.38232474573184,688310,迈得医疗,bottom_area,2025-11-24,15.48,2025-11-21,15.05,2.857142857142855,6.245847176079731,29.804104477611943,False,1.8421,2.3771,2,3,2,66.66666666666666,21.558837598660606,23.648648648648653,12.142857142857144,2.857142857142855,历史2/3次成功; 当前距低点2.86%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
42,75.3167842005674,68.98995426406978,002338,奥普光电,bottom_area,2025-11-24,50.16,2025-11-21,48.8,2.7868852459016384,3.1967213114754145,30.632551528073915,False,2.3465,1.5208,2,3,2,66.66666666666666,18.588096548703483,20.995288574793882,12.213114754098362,2.7868852459016384,历史2/3次成功; 当前距低点2.79%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
43,75.17656636753755,68.96504611153762,688337,普源精电,bottom_area,2025-11-24,36.95,2025-11-21,35.92,2.8674832962138117,3.674832962138085,28.159999999999997,False,1.0391,0.6981,3,6,3,50.0,38.886602295188766,54.46153846153845,12.132516703786187,2.8674832962138117,历史3/6次成功; 当前距低点2.87%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
44,74.69540517548236,68.20109690346457,002309,中利集团,bottom_area,2025-11-24,3.14,2025-11-21,3.06,2.6143790849673225,5.8823529411764754,29.49308755760368,False,2.6144,3.8005,4,8,4,50.0,31.676780737581,55.97014925373133,12.385620915032677,2.6143790849673225,历史4/8次成功; 当前距低点2.61%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
45,73.42162423325182,66.23433437384277,002805,丰元股份,bottom_area,2025-11-24,17.62,2025-11-24,17.28,1.9675925925925917,7.349537037037034,27.547169811320753,False,-2.8666,8.6786,3,6,3,50.0,35.647556370719805,50.09389671361502,13.032407407407408,1.9675925925925917,历史3/6次成功; 当前距低点1.97%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
46,72.81256990151334,69.40921739130435,600815,厦工股份,bottom_area,2025-11-24,3.62,2025-11-24,3.45,4.927536231884055,8.405797101449277,29.591836734693878,False,-0.8219,7.1613,1,1,1,100.0,30.666666666666664,30.666666666666664,10.072463768115943,4.927536231884055,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
47,72.06997475108203,64.23171135905021,002326,永太科技,bottom_area,2025-11-24,23.83,2025-11-24,23.52,1.3180272108843483,6.122448979591842,28.72727272727273,False,-5.3614,12.8885,2,4,2,50.0,27.133405375626396,29.837587006960554,13.681972789115651,1.3180272108843483,历史2/4次成功; 当前距低点1.32%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
48,71.9451814456453,67.67572473992138,301038,深水规院,bottom_area,2025-11-24,24.49,2025-11-21,23.5,4.212765957446802,4.38297872340426,27.803379416282638,False,4.2128,1.9842,2,3,2,66.66666666666666,29.000884173297965,39.102564102564095,10.787234042553198,4.212765957446802,历史2/3次成功; 当前距低点4.21%; 最新日涨幅4.21%; 状态bottom_area; 底部未确认
49,70.80920942719051,65.218566343232,603366,日出东方,bottom_area,2025-11-24,9.7,2025-11-24,9.41,3.081827842720501,3.825717321997869,29.776119402985074,False,1.2526,6.704,2,4,2,50.0,21.371687229219,25.15964240102172,11.918172157279498,3.081827842720501,历史2/4次成功; 当前距低点3.08%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
50,70.66068414426924,62.25720423175007,002451,摩恩电气,bottom_area,2025-11-24,10.02,2025-11-24,9.95,0.7035175879397014,6.231155778894483,28.571428571428577,False,-4.3893,13.7855,2,3,2,66.66666666666666,29.379342288096353,35.29411764705884,14.2964824120603,0.7035175879397014,历史2/3次成功; 当前距低点0.70%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
51,70.35796420472502,65.20075129541729,603026,石大胜华,bottom_area,2025-11-24,80.66,2025-11-24,78.0,3.4102564102564057,5.641025641025648,29.450072358900147,False,0.6489,6.8976,2,4,2,50.0,25.30180597205321,31.14618918600542,11.589743589743593,3.4102564102564057,历史2/4次成功; 当前距低点3.41%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
52,70.31797161674169,66.49765908331295,300204,舒泰神,bottom_area,2025-11-24,30.2,2025-11-24,28.9,4.498269896193775,12.214532871972322,28.4121872677731,False,-5.3885,9.1718,1,1,1,100.0,19.96620670233738,19.96620670233738,10.501730103806226,4.498269896193775,历史1/1次成功; 当前距低点4.50%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
53,69.71500756845649,64.79404512598268,300680,隆盛科技,bottom_area,2025-11-24,43.26,2025-11-21,41.77,3.5671534594206245,4.740244194397886,28.9625850340136,False,1.8601,4.2594,2,4,2,50.0,25.038467814310184,34.71428571428571,11.432846540579375,3.5671534594206245,历史2/4次成功; 当前距低点3.57%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
54,69.50584179047767,64.27551325407165,688027,国盾量子,bottom_area,2025-11-24,437.98,2025-11-24,424.0,3.297169811320759,4.200471698113208,30.491803278688522,False,0.4541,3.7875,2,5,2,40.0,40.60785174130632,54.833310085088584,11.70283018867924,3.297169811320759,历史2/5次成功; 当前距低点3.30%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
55,69.10639687400257,62.149007932847525,000753,漳州发展,bottom_area,2025-11-24,7.91,2025-11-24,7.77,1.8018018018018092,5.534105534105531,31.360424028268557,False,0.0,5.8178,1,4,1,25.0,43.344709897610926,43.344709897610926,13.198198198198192,1.8018018018018092,历史1/4次成功; 当前距低点1.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
56,68.45285509252395,60.58781689053648,600319,亚星化学,bottom_area,2025-11-24,8.52,2025-11-24,8.44,0.9478672985782,4.8578199052132724,28.77637130801688,False,-9.1684,8.9911,2,3,2,66.66666666666666,23.3993960463877,29.282868525896426,14.0521327014218,0.9478672985782,历史2/3次成功; 当前距低点0.95%; 最新日涨幅-9.17%; 状态bottom_area; 底部未确认
57,68.31828202696356,61.01381162156494,600939,重庆建工,bottom_area,2025-11-24,3.55,2025-11-21,3.5,1.4285714285714235,4.571428571428576,27.23492723492723,False,1.1396,1.4533,1,3,1,33.33333333333333,31.277533039647576,31.277533039647576,13.571428571428577,1.4285714285714235,历史1/3次成功; 当前距低点1.43%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
58,68.01954869114803,62.6615032722089,603127,昭衍新药,bottom_area,2025-11-24,27.67,2025-11-21,26.84,3.0923994038748206,5.923994038748137,29.33122696155871,False,0.9854,1.6395,1,2,1,50.0,41.08695652173912,41.08695652173912,11.907600596125178,3.0923994038748206,历史1/2次成功; 当前距低点3.09%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
59,67.93531295840108,61.949298751200764,002017,东信和平,bottom_area,2025-11-24,21.35,2025-11-24,20.82,2.5456292026897267,2.785782901056668,27.88361621059924,False,2.1531,2.2916,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,12.454370797310272,2.5456292026897267,历史1/3次成功; 当前距低点2.55%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
60,67.69017450278741,58.86102130677167,000572,海马汽车,bottom_area,2025-11-24,8.51,2025-11-24,8.51,0.0,14.218566392479445,29.260182876142977,False,-9.9471,20.0744,3,7,3,42.857142857142854,49.67522975990913,95.5116696588869,15.0,0.0,历史3/7次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
61,67.10986675960498,60.740846265374756,002578,闽发铝业,bottom_area,2025-11-24,3.81,2025-11-21,3.73,2.1447721179624684,9.651474530831097,30.410447761194032,False,2.1448,7.6116,1,3,1,33.33333333333333,38.589211618257245,38.589211618257245,12.855227882037532,2.1447721179624684,历史1/3次成功; 当前距低点2.14%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
62,65.72196194292223,57.807185080928924,600104,上汽集团,bottom_area,2025-11-24,14.79,2025-11-21,14.7,0.6122448979591828,1.9047619047619126,28.74454677653902,False,0.6122,0.3589,1,2,1,50.0,24.425287356321842,24.425287356321842,14.387755102040817,0.6122448979591828,历史1/2次成功; 当前距低点0.61%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
63,64.79060282825631,58.48283787551917,002407,多氟多,bottom_area,2025-11-24,31.12,2025-11-24,30.51,1.9993444772205815,6.7191084890199955,27.339842819718978,False,-3.053,17.2462,1,2,1,50.0,37.910447761194014,37.910447761194014,13.000655522779416,1.9993444772205815,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
64,63.52654530409553,57.262488362407105,000063,中兴通讯,bottom_area,2025-11-24,38.65,2025-11-24,37.92,1.9251054852320593,3.190928270042196,27.77142857142857,False,1.5235,2.04,1,3,1,33.33333333333333,17.19567492152075,17.19567492152075,13.07489451476794,1.9251054852320593,历史1/3次成功; 当前距低点1.93%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
65,63.449458209662886,57.46310568246956,002250,联化科技,bottom_area,2025-11-24,11.73,2025-11-24,11.48,2.1777003484320554,5.662020905923348,29.17951881554596,False,-0.9291,5.9564,1,2,1,50.0,24.399260628465807,24.399260628465807,12.822299651567945,2.1777003484320554,历史1/2次成功; 当前距低点2.18%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
66,61.95352950363793,55.699545452797516,300769,德方纳米,bottom_area,2025-11-24,45.6,2025-11-24,44.8,1.7857142857142954,6.0267857142857215,27.107061503416862,False,-1.4693,8.7562,2,8,2,25.0,30.946096904441454,41.300000000000004,13.214285714285703,1.7857142857142954,历史2/8次成功; 当前距低点1.79%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
67,61.87976223441957,57.32183636316193,300584,海辰药业,bottom_area,2025-11-24,54.6,2025-11-24,52.81,3.3895095625828424,6.419238780533991,28.05177111716621,False,-1.1228,8.243,2,6,2,33.33333333333333,41.271961465147655,54.23197492163009,11.610490437417157,3.3895095625828424,历史2/6次成功; 当前距低点3.39%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
68,61.68293008903594,53.97172541046533,002136,安纳达,bottom_area,2025-11-24,12.07,2025-11-24,12.03,0.33250207813799604,3.4912718204488775,30.381944444444454,False,-1.1466,7.8896,1,3,1,33.33333333333333,42.29299363057326,42.29299363057326,14.667497921862003,0.33250207813799604,历史1/3次成功; 当前距低点0.33%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
69,61.494208019672726,57.09959975804013,002468,申通快递,bottom_area,2025-11-24,14.13,2025-11-21,13.65,3.516483516483519,5.787545787545781,31.988041853512705,False,0.5694,0.8154,1,2,1,50.0,16.382699868938413,16.382699868938413,11.48351648351648,3.516483516483519,历史1/2次成功; 当前距低点3.52%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
70,61.45160744787786,54.12875406483168,000661,长春高新,bottom_area,2025-11-24,99.36,2025-11-24,98.68,0.689096068098898,1.0336441021483542,30.394300627777387,False,0.455,0.9309,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,14.3109039319011,0.689096068098898,历史1/3次成功; 当前距低点0.69%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
71,61.017518170440795,54.326023954320405,002748,世龙实业,bottom_area,2025-11-24,11.22,2025-11-24,11.08,1.2635379061371892,4.422382671480146,29.60609911054638,False,-1.3193,5.2646,1,3,1,33.33333333333333,15.77181208053692,15.77181208053692,13.736462093862812,1.2635379061371892,历史1/3次成功; 当前距低点1.26%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
72,60.24559344626998,55.95702365438533,603767,中马传动,bottom_area,2025-11-24,22.86,2025-11-21,22.08,3.532608695652179,4.076086956521749,27.725040916530286,False,2.6032,2.015,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,11.46739130434782,3.532608695652179,历史1/3次成功; 当前距低点3.53%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
