rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.53436589333346,92.65538558925334,300720,海川智能,bottom_area,2025-03-26,21.3,2025-03-24,21.02,1.3320647002854478,7.4690770694576605,28.74576271186441,False,0.4717,3.2535,5,5,5,100.0,39.09942530055998,75.69193742478939,6.667935299714553,1.3320647002854478,历史5/5次成功; 当前距低点1.33%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
2,91.74714593000803,87.39029637176361,605303,园林股份,bottom_area,2025-03-26,9.66,2025-03-25,9.52,1.4705882352941237,4.201680672268911,30.30746705710103,False,0.7299,3.6296,5,5,5,100.0,12.490524452872036,23.681489141675293,6.529411764705877,1.4705882352941237,历史5/5次成功; 当前距低点1.47%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,91.28256338900545,86.18983092009933,605208,永茂泰,bottom_area,2025-03-26,12.93,2025-03-26,12.8,1.0156249999999922,5.468749999999995,27.06552706552706,False,-0.9954,11.418,4,4,4,100.0,22.9325587102114,46.887631366208595,6.984375000000008,1.0156249999999922,历史4/4次成功; 当前距低点1.02%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,90.35608739324681,85.91789667207306,600203,福日电子,bottom_area,2025-03-26,9.54,2025-03-26,9.41,1.3815090329436663,2.6567481402763016,29.51310861423221,False,0.3155,4.7879,3,3,3,100.0,20.149125092390385,24.045801526717554,6.618490967056334,1.3815090329436663,历史3/3次成功; 当前距低点1.38%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
5,89.32478382649833,84.75492576041933,002173,创新医疗,bottom_area,2025-03-26,9.57,2025-03-26,9.45,1.2698412698412804,2.8571428571428714,28.893905191873593,False,-0.2086,10.5329,5,5,5,100.0,18.334214277728204,27.109266943291825,6.73015873015872,1.2698412698412804,历史5/5次成功; 当前距低点1.27%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
6,88.64392360098763,85.59029129070733,000678,襄阳轴承,bottom_area,2025-03-26,13.14,2025-03-26,12.86,2.1772939346811913,7.309486780715408,31.957671957671955,False,-4.7826,24.4808,5,5,5,100.0,44.16409388054002,121.62162162162164,5.822706065318808,2.1772939346811913,历史5/5次成功; 当前距低点2.18%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
7,87.10184673578392,83.85517904041754,002279,久其软件,bottom_area,2025-03-26,6.55,2025-03-25,6.42,2.024922118380061,3.4267912772585634,27.04545454545455,False,1.0802,2.8623,3,3,3,100.0,16.94624446410791,25.915492957746476,5.975077881619939,2.024922118380061,历史3/3次成功; 当前距低点2.02%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
8,86.1560191099013,84.51397701712821,300713,英可瑞,bottom_area,2025-03-26,17.17,2025-03-26,16.67,2.9994001199760043,4.9790041991601575,28.45493562231759,False,1.5976,9.9582,5,5,5,100.0,15.766716616524148,23.73271889400922,5.000599880023995,2.9994001199760043,历史5/5次成功; 当前距低点3.00%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
9,83.40225407744452,78.21095898335297,301366,一博科技,bottom_area,2025-03-26,54.96,2025-03-24,54.6,0.6593406593406583,6.5018315018314965,27.68211920529801,False,0.0728,4.2361,2,2,2,100.0,26.366966057256242,36.479591836734706,7.340659340659342,0.6593406593406583,历史2/2次成功; 当前距低点0.66%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
10,82.35317230850472,78.7899569463669,688031,星环科技,confirmed_rebound,2025-03-26,50.84,2025-03-24,49.99,1.7003400680136054,8.381676335267048,27.843533487297922,False,-0.0786,2.2978,3,3,3,100.0,18.42329194321459,22.70402945387605,6.299659931986396,1.7003400680136054,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-0.08%; 状态confirmed_rebound; 底部未确认
11,81.71021054087699,76.16473332779694,002093,国脉科技,bottom_area,2025-03-26,11.57,2025-03-26,11.53,0.3469210754553419,5.1170858629661735,27.39294710327457,False,-3.7438,11.1766,3,3,3,100.0,27.557598816317896,52.409638554216855,7.653078924544658,0.3469210754553419,历史3/3次成功; 当前距低点0.35%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
12,81.32174361231424,81.47017789087319,002196,方正电机,bottom_area,2025-03-26,9.66,2025-03-26,9.28,4.094827586206906,7.435344827586221,28.560431100846813,False,3.2051,18.3353,4,4,4,100.0,12.830025738843673,18.661971830985923,3.9051724137930948,4.094827586206906,历史4/4次成功; 当前距低点4.09%; 最新日涨幅3.21%; 状态bottom_area; 底部未确认
13,80.5307987957926,79.96477103421485,002725,跃岭股份,bottom_area,2025-03-26,11.98,2025-03-24,11.56,3.633217993079584,7.698961937716252,27.795128044971896,False,1.3536,3.0372,3,3,3,100.0,15.744666980840336,18.562874251497018,4.366782006920416,3.633217993079584,历史3/3次成功; 当前距低点3.63%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
