rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.69087855448578,84.16494556765164,000957,中通客车,bottom_area,2022-10-10,13.1,2022-09-30,12.86,1.8662519440124437,6.531881804043545,29.534246575342472,False,1.5504,9.3016,1,1,1,100.0,354.54545454545456,354.54545454545456,6.133748055987557,1.8662519440124437,历史1/1次成功; 当前距低点1.87%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
2,87.51171995301749,83.52616968342268,601778,晶科科技,bottom_area,2022-10-10,4.51,2022-09-29,4.44,1.576576576576563,2.9279279279279256,28.271405492730207,False,0.4454,0.8483,2,2,2,100.0,26.348195043103452,42.344827586206904,6.423423423423437,1.576576576576563,历史2/2次成功; 当前距低点1.58%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
3,85.66444063885153,81.16025874018175,002221,东华能源,bottom_area,2022-10-10,7.64,2022-10-10,7.55,1.1920529801324484,4.238410596026494,27.26396917148363,False,0.2625,0.6571,1,1,1,100.0,25.581395348837223,25.581395348837223,6.8079470198675525,1.1920529801324484,历史1/1次成功; 当前距低点1.19%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,84.6571309840379,79.18750703080671,000868,安凯客车,bottom_area,2022-10-10,5.71,2022-10-10,5.68,0.5281690140845114,5.809859154929579,27.36572890025576,False,-5.1495,6.3871,4,4,4,100.0,29.364152596340798,69.53846153846153,7.4718309859154886,0.5281690140845114,历史4/4次成功; 当前距低点0.53%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
5,84.31510660940035,79.75438077634014,603333,尚纬股份,bottom_area,2022-10-10,5.47,2022-10-10,5.41,1.109057301293893,4.0665434380776295,28.62796833773087,False,0.367,1.5317,1,1,1,100.0,17.005545286506468,17.005545286506468,6.890942698706107,1.109057301293893,历史1/1次成功; 当前距低点1.11%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
6,84.13080892957224,80.95606142279593,000510,新金路,bottom_area,2022-10-10,5.61,2022-09-30,5.5,2.0000000000000058,5.272727272727273,29.66751918158568,False,0.3578,2.697,2,2,2,100.0,17.7207603376126,23.043478260869577,5.999999999999995,2.0000000000000058,历史2/2次成功; 当前距低点2.00%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
7,83.49813483353924,80.26914249832143,605288,凯迪股份,bottom_area,2022-10-10,33.47,2022-10-10,32.83,1.949436491014318,2.16265610721901,27.20620842572063,False,1.4242,2.4744,2,2,2,100.0,13.407837085129392,16.670746634026916,6.0505635089856815,1.949436491014318,历史2/2次成功; 当前距低点1.95%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
8,83.44502305139146,79.06442645074223,600178,东安动力,bottom_area,2022-10-10,5.92,2022-10-10,5.85,1.1965811965812014,3.247863247863255,28.13267813267814,False,-0.6711,0.5975,1,1,1,100.0,36.84210526315788,36.84210526315788,6.803418803418798,1.1965811965812014,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
9,83.28720884322124,80.12225497085237,605319,无锡振华,bottom_area,2022-10-10,12.84,2022-10-10,12.59,1.9857029388403495,3.09769658459095,32.88912579957356,False,1.7433,0.8489,2,2,2,100.0,13.062675652733196,17.248790972595383,6.014297061159651,1.9857029388403495,历史2/2次成功; 当前距低点1.99%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
10,83.0729843902544,78.59488703428188,603236,移远通信,bottom_area,2022-10-10,110.22,2022-10-10,109.0,1.1192660550458704,6.8807339449541285,29.93057341218822,False,-3.3921,1.1607,2,2,2,100.0,26.918352902077746,39.389337383102855,6.88073394495413,1.1192660550458704,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
11,82.92260511154419,78.46339812877986,000020,深华发A,bottom_area,2022-10-10,8.08,2022-09-30,7.99,1.1264080100125138,5.2565707133917385,28.660714285714278,False,-0.2469,3.0013,2,2,2,100.0,16.083916083916076,23.076923076923073,6.873591989987486,1.1264080100125138,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
12,82.79212433327943,76.65937438266613,601127,赛力斯,bottom_area,2022-10-10,49.73,2022-10-10,49.73,0.0,5.911924391715273,28.42544617156017,False,-10.0072,1.8866,6,6,6,100.0,21.555776250893118,30.591200733272228,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
13,82.54587162276904,78.02662265056637,600379,宝光股份,bottom_area,2022-10-10,9.42,2022-10-10,9.32,1.072961373390554,5.2575107296137364,29.607250755287005,False,-1.6701,1.2989,2,2,2,100.0,13.080508504821653,16.242317822651444,6.927038626609446,1.072961373390554,历史2/2次成功; 当前距低点1.07%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
14,82.35586570264968,77.85918547217135,603088,宁波精达,bottom_area,2022-10-10,7.48,2022-10-10,7.4,1.081081081081082,5.540540540540531,28.43326885880077,False,-3.1088,1.5267,2,2,2,100.0,22.4948942851409,32.23388305847077,6.9189189189189175,1.081081081081082,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
15,82.23349576011944,78.47529632054872,002173,创新医疗,bottom_area,2022-10-10,5.83,2022-10-10,5.74,1.5679442508710777,6.445993031358886,32.62910798122065,False,-1.8519,4.1313,2,2,2,100.0,21.560264583520393,24.903474903474905,6.432055749128923,1.5679442508710777,历史2/2次成功; 当前距低点1.57%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
16,82.17823894694173,76.7755173552743,002600,领益智造,bottom_area,2022-10-10,4.32,2022-10-10,4.3,0.4651162790697782,4.651162790697678,30.533117932148635,False,-2.9213,0.4076,3,3,3,100.0,22.07517457824405,38.381201044386415,7.534883720930222,0.4651162790697782,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
17,81.52267616892627,76.00911791179117,002202,金风科技,bottom_area,2022-10-10,11.15,2022-10-10,11.11,0.36003600360036836,3.78037803780378,29.50507614213198,False,-1.6755,0.48,1,1,1,100.0,55.172413793103445,55.172413793103445,7.639963996399632,0.36003600360036836,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
18,81.48379013452083,76.72175045133454,688195,腾景科技,bottom_area,2022-10-10,23.2,2022-10-10,23.0,0.8695652173913012,7.695652173913041,32.09329790374962,False,-4.6836,2.0564,5,5,5,100.0,20.292253478423152,38.77410468319559,7.1304347826087,0.8695652173913012,历史5/5次成功; 当前距低点0.87%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
19,81.06410367208386,75.69457153854358,002108,沧州明珠,bottom_area,2022-10-10,4.59,2022-10-10,4.57,0.4376367614879556,4.3763676148796335,28.03149606299212,False,-2.9598,0.6782,3,3,3,100.0,15.926792229764164,24.3961352657005,7.562363238512044,0.4376367614879556,历史3/3次成功; 当前距低点0.44%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
20,81.02922107163539,77.70699691693272,002034,旺能环境,bottom_area,2022-10-10,17.87,2022-10-10,17.55,1.823361823361825,4.216524216524207,27.419354838709676,False,-0.279,0.3891,1,1,1,100.0,37.22721437740692,37.22721437740692,6.176638176638175,1.823361823361825,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
21,81.01069997632018,75.71780487804881,600135,乐凯胶片,bottom_area,2022-10-10,6.18,2022-10-10,6.15,0.4878048780487701,3.2520325203251916,29.553264604810998,False,-1.9048,0.583,1,1,1,100.0,56.981132075471706,56.981132075471706,7.512195121951231,0.4878048780487701,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
22,80.89532795075274,75.71470057209092,000665,湖北广电,bottom_area,2022-10-10,5.39,2022-10-10,5.36,0.5597014925373014,4.477611940298495,28.246318607764387,False,-2.3551,1.2792,3,3,3,100.0,17.531290188580474,26.231691078561926,7.440298507462699,0.5597014925373014,历史3/3次成功; 当前距低点0.56%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
23,80.80008767661427,77.89133320233942,300541,先进数通,bottom_area,2022-10-10,10.24,2022-10-10,10.03,2.0937188434696,4.0877367896311085,31.675749318801095,False,0.6883,1.9615,1,1,1,100.0,19.05920519059205,19.05920519059205,5.9062811565304,2.0937188434696,历史1/1次成功; 当前距低点2.09%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
