rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.91749760407563,82.90049463181045,688075,安旭生物,bottom_area,2023-01-06,86.5,2022-12-30,83.88,3.1235097758702963,3.8388173581306617,29.441453566621806,False,-0.3341,3.0433,4,4,4,100.0,31.086542584917854,40.134529147982065,6.876490224129704,3.1235097758702963,历史4/4次成功; 当前距低点3.12%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
2,81.59544313520647,76.73973345102402,000650,仁和药业,bottom_area,2023-01-06,6.29,2022-12-27,6.18,1.7799352750809114,7.281553398058256,27.20848056537103,False,-1.7188,3.264,2,2,2,100.0,14.827881065637138,17.19038817005545,8.220064724919089,1.7799352750809114,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
3,81.51330358596688,75.2141955494125,000411,英特集团,bottom_area,2023-01-06,11.63,2023-01-05,11.54,0.7798960138648323,2.253032928942821,31.675547661338076,False,-0.937,1.638,2,2,2,100.0,34.206228285076975,47.98426745329401,9.220103986135168,0.7798960138648323,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
4,79.40739154440944,75.8997739296218,002838,道恩股份,bottom_area,2023-01-06,17.96,2022-12-30,17.5,2.6285714285714334,4.285714285714286,30.223285486443373,False,-0.5537,1.6623,2,2,2,100.0,20.71460638045511,24.95606326889279,7.3714285714285674,2.6285714285714334,历史2/2次成功; 当前距低点2.63%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
5,78.85787717386613,74.6283344335198,002769,普路通,bottom_area,2023-01-06,8.24,2022-12-30,8.07,2.106567534076827,7.558859975216846,27.817531305903394,True,-2.3697,1.9925,1,1,1,100.0,14.953271028037399,14.953271028037399,7.893432465923174,2.106567534076827,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-2.37%; 状态bottom_area; 底部已确认
6,77.29719240628914,73.48281716417908,000919,金陵药业,bottom_area,2023-01-06,7.86,2022-12-29,7.68,2.343750000000008,4.947916666666677,31.12107623318386,False,-1.5038,2.1171,1,1,1,100.0,20.8955223880597,20.8955223880597,7.656249999999992,2.343750000000008,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
7,76.94768887632601,76.0042400181072,002395,双象股份,bottom_area,2023-01-06,10.07,2023-01-03,9.65,4.352331606217616,6.321243523316056,29.355783308931183,False,0.199,1.2531,1,1,1,100.0,36.59976387249114,36.59976387249114,5.647668393782385,4.352331606217616,历史1/1次成功; 当前距低点4.35%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
8,75.38402652833682,68.88928719098509,002420,毅昌科技,bottom_area,2023-01-06,7.34,2023-01-06,7.32,0.27322404371584114,2.59562841530054,31.52478952291861,False,-0.8108,5.8199,1,1,1,100.0,10.657193605683846,10.657193605683846,9.72677595628416,0.27322404371584114,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
9,75.23981292448501,71.78565606219807,600158,中体产业,bottom_area,2023-01-06,8.5,2022-12-23,8.29,2.533172496984329,6.031363088057902,29.626485568760614,False,-2.1864,2.2462,1,1,1,100.0,14.092953523238386,14.092953523238386,7.466827503015672,2.533172496984329,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
10,74.58742914135902,74.43855203728445,002116,中国海诚,bottom_area,2023-01-06,10.5,2022-12-30,10.01,4.895104895104898,8.6913086913087,30.340988169798187,True,-1.1299,2.1383,3,3,3,100.0,14.781673108191493,18.51179673321235,5.104895104895102,4.895104895104898,历史3/3次成功; 当前距低点4.90%; 最新日涨幅-1.13%; 状态bottom_area; 底部已确认
11,71.38442422030035,69.29845059880239,000059,华锦股份,bottom_area,2023-01-06,6.91,2022-12-23,6.68,3.443113772455096,5.988023952095814,27.233115468409586,False,-1.4265,1.428,1,1,1,100.0,11.874999999999996,11.874999999999996,6.556886227544904,3.443113772455096,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
12,66.63104660887235,66.2379212086419,603318,水发燃气,bottom_area,2023-01-06,8.93,2022-12-30,8.53,4.689331770222747,6.916764361078545,30.819140308191407,False,-0.2235,4.1389,1,1,1,100.0,10.696761530912658,10.696761530912658,5.310668229777254,4.689331770222747,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
