rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.20803343245203,74.56414048059152,002110,三钢闽光,bottom_area,2022-08-02,5.52,2022-07-26,5.41,2.0332717190388063,3.88170055452865,27.187079407806188,False,-1.4286,0.6187,1,1,1,100.0,22.90322580645161,22.90322580645161,17.966728280961195,2.0332717190388063,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
2,82.64744027303755,68.87286689419795,000619,海螺新材,bottom_area,2022-08-02,7.33,2022-08-02,7.33,0.0,6.95770804911323,27.20953326713009,False,-7.3325,6.4887,1,1,1,100.0,29.692832764505106,29.692832764505106,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.33%; 状态bottom_area; 底部未确认
3,66.20890531097132,57.11311320754715,601015,陕西黑猫,bottom_area,2022-08-02,5.4,2022-08-02,5.3,1.8867924528301987,5.094339622641518,27.1978021978022,False,-3.9146,1.0602,1,4,1,25.0,65.6514382402707,65.6514382402707,18.1132075471698,1.8867924528301987,历史1/4次成功; 当前距低点1.89%; 最新日涨幅-3.91%; 状态bottom_area; 底部未确认
4,59.53877653602584,52.78604337973671,002761,浙江建投,bottom_area,2022-08-02,25.03,2022-08-02,24.21,3.3870301528294102,8.756712102437,31.93702558335676,False,-6.7437,4.433,1,3,1,33.33333333333333,43.73730534867976,43.73730534867976,16.612969847170593,3.3870301528294102,历史1/3次成功; 当前距低点3.39%; 最新日涨幅-6.74%; 状态bottom_area; 底部未确认
