rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.52858132280132,84.12526315789475,605005,合兴股份,bottom_area,2025-06-18,18.39,2025-06-18,18.05,1.88365650969529,1.9944598337950106,32.168357760240504,False,0.7119,1.0342,1,1,1,100.0,96.96521095484826,96.96521095484826,18.11634349030471,1.88365650969529,历史1/1次成功; 当前距低点1.88%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,97.12680911680914,82.81338461538463,000811,冰轮环境,bottom_area,2025-06-18,8.91,2025-06-17,8.8,1.2499999999999936,2.045454545454542,31.7300232738557,False,0.7919,1.5251,1,1,1,100.0,35.17948717948718,35.17948717948718,18.750000000000007,1.2499999999999936,历史1/1次成功; 当前距低点1.25%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
3,90.67616062689908,76.0430177514793,001230,劲旅环境,bottom_area,2025-06-18,20.35,2025-06-18,20.28,0.3451676528599619,2.514792899408274,27.85485592315901,False,-2.3981,5.8654,1,1,1,100.0,84.69119579500656,84.69119579500656,19.65483234714004,0.3451676528599619,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
4,90.05424793187495,75.17747664237598,002136,安纳达,bottom_area,2025-06-18,10.42,2025-06-18,10.41,0.09606147934677989,1.4409221902017326,30.367892976588625,False,-1.6053,2.7206,1,1,1,100.0,42.29299363057326,42.29299363057326,19.903938520653224,0.09606147934677989,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
5,89.46000000000001,74.55000000000001,000605,渤海股份,bottom_area,2025-06-18,6.81,2025-06-18,6.81,0.0,2.0558002936857647,27.553191489361712,False,-2.0144,2.1518,1,1,1,100.0,56.66666666666668,56.66666666666668,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
6,88.5921418399572,77.89786721397893,688188,柏楚电子,bottom_area,2025-06-18,140.67,2025-06-11,136.66,2.934289477535483,4.200204888043326,31.8675840063815,False,0.9328,0.2473,1,1,1,100.0,29.3981033481711,29.3981033481711,17.065710522464517,2.934289477535483,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
7,87.99284332688585,78.09545454545453,301058,中粮科工,bottom_area,2025-06-18,10.81,2025-04-30,10.45,3.4449760765550357,10.430622009569378,29.77150537634409,True,-1.9946,1.7685,1,1,1,100.0,57.794273594909875,57.794273594909875,16.555023923444967,3.4449760765550357,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
8,87.8451601620367,74.55478991596637,301260,格力博,bottom_area,2025-06-18,19.23,2025-06-16,19.04,0.9978991596638722,3.046218487394968,27.272727272727277,False,-0.6715,2.2107,1,1,1,100.0,58.71313672922254,58.71313672922254,19.002100840336126,0.9978991596638722,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
9,87.68117419505467,75.69597772234937,600770,综艺股份,bottom_area,2025-06-18,5.28,2025-06-13,5.18,1.9305019305019409,4.247104247104259,31.390728476821195,False,-0.7519,1.5062,1,1,1,100.0,27.72861356932153,27.72861356932153,18.06949806949806,1.9305019305019409,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
10,86.30340697629897,72.59857410881801,002127,南极电商,bottom_area,2025-06-18,3.92,2025-06-18,3.9,0.5128205128205132,1.7948717948718023,27.102803738317753,False,-1.5075,1.7246,1,1,1,100.0,33.53658536585366,33.53658536585366,19.48717948717949,0.5128205128205132,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
11,86.01390352004942,72.5577406994282,002909,集泰股份,bottom_area,2025-06-18,6.05,2025-06-18,6.01,0.6655574043261238,2.1630615640598987,28.195937873357224,False,-1.3051,2.8972,1,1,1,100.0,35.18930957683742,35.18930957683742,19.334442595673877,0.6655574043261238,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
