rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.6326076336118,81.3617999166091,600048,保利发展,bottom_area,2025-12-24,6.26,2025-12-17,6.19,1.1308562197091987,2.9079159935379595,27.60233918128655,False,-0.1595,0.8842,2,2,2,100.0,31.721247836269217,31.987577639751546,18.869143780290802,1.1308562197091987,历史2/2次成功; 当前距低点1.13%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
2,88.5987212707868,78.37960784313726,600708,光明地产,bottom_area,2025-12-24,3.16,2025-12-17,3.06,3.2679738562091534,6.209150326797384,27.65957446808511,False,0.0,0.5542,1,1,1,100.0,36.07843137254903,36.07843137254903,16.732026143790847,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,86.83906075440832,76.46679491513335,603072,天和磁材,bottom_area,2025-12-24,40.68,2025-12-17,39.49,3.0134211192706957,4.482147379083302,27.05947543405984,False,0.6682,1.9202,1,1,1,100.0,22.674167027260935,22.674167027260935,16.986578880729304,3.0134211192706957,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
4,84.75301058209153,74.06396127197634,603679,华体科技,bottom_area,2025-12-24,15.41,2025-12-24,15.02,2.596537949400803,4.061251664447411,29.284369114877585,False,-1.5335,13.894,1,1,1,100.0,27.118644067796616,27.118644067796616,17.4034620505992,2.596537949400803,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
5,83.31847923855558,73.6672937198566,603030,全筑股份,bottom_area,2025-12-24,2.87,2025-12-17,2.78,3.237410071942457,10.071942446043176,30.845771144278604,True,-0.3472,1.5468,5,7,5,71.42857142857143,35.553088162210365,51.87969924812029,16.762589928057544,3.237410071942457,历史5/7次成功; 当前距低点3.24%; 最新日涨幅-0.35%; 状态bottom_area; 底部已确认
6,80.14949817386083,71.69862074236117,300768,迪普科技,bottom_area,2025-12-24,18.75,2025-12-17,18.05,3.8781163434903,4.653739612188365,29.43706020328381,False,0.9693,1.1864,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,16.1218836565097,3.8781163434903,历史2/3次成功; 当前距低点3.88%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
7,80.0523038281205,72.4679054858329,603178,圣龙股份,bottom_area,2025-12-24,18.46,2025-12-05,17.66,4.530011325028316,5.832389580973959,28.182187881252542,False,1.5402,1.0504,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,15.469988674971685,4.530011325028316,历史5/7次成功; 当前距低点4.53%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
8,79.86633570694102,70.97889351598734,000692,惠天热电,bottom_area,2025-12-24,3.53,2025-12-17,3.41,3.5190615835777024,5.571847507331377,28.511530398322844,False,0.5698,2.515,3,5,3,60.0,36.0341608954005,59.042553191489375,16.480938416422298,3.5190615835777024,历史3/5次成功; 当前距低点3.52%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
9,76.51713144866606,66.90959924883357,603038,华立股份,bottom_area,2025-12-24,15.99,2025-12-17,15.58,2.631578947368422,5.0064184852374805,29.661399548532724,False,0.6293,1.0997,2,4,2,50.0,24.944081982976137,28.753412192902637,17.36842105263158,2.631578947368422,历史2/4次成功; 当前距低点2.63%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
10,75.4661040684868,67.21199893599604,688337,普源精电,bottom_area,2025-12-24,37.05,2025-12-04,35.75,3.6363636363636287,6.545454545454556,28.499999999999996,False,1.0363,0.6758,3,6,3,50.0,38.886602295188766,54.46153846153845,16.36363636363637,3.6363636363636287,历史3/6次成功; 当前距低点3.64%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
11,72.32656923740007,61.37355551709083,603322,超讯通信,bottom_area,2025-12-24,38.82,2025-12-23,38.44,0.9885535900104125,4.214360041623321,30.500813596094744,False,0.129,4.3556,3,7,3,42.857142857142854,30.354995327344025,39.45833333333333,19.01144640998959,0.9885535900104125,历史3/7次成功; 当前距低点0.99%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
