rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.44413956078164,78.38940777037381,600152,维科技术,bottom_area,2023-03-17,11.07,2023-03-17,11.03,0.36264732547598305,2.1758839528558496,27.86134728580772,False,0.2717,2.0879,2,2,2,100.0,23.6894821099949,24.87644151565074,19.637352674524017,0.36264732547598305,历史2/2次成功; 当前距低点0.36%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
2,92.95987672483258,79.04166967360996,002708,光洋股份,bottom_area,2023-03-17,6.44,2023-03-14,6.37,1.0989010989011034,4.866562009419146,31.65236051502146,False,-0.155,0.9521,1,1,1,100.0,35.522388059701484,35.522388059701484,18.901098901098898,1.0989010989011034,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
3,90.24857950923716,77.30760317046852,300427,红相股份,bottom_area,2023-03-17,14.17,2023-03-17,13.96,1.5042979942693344,5.802292263610306,31.467844869906724,False,-2.4105,4.9958,1,1,1,100.0,31.168831168831172,31.168831168831172,18.495702005730667,1.5042979942693344,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
4,85.17221232566817,71.83593832265036,300707,威唐工业,bottom_area,2023-03-17,15.33,2023-03-14,15.23,0.6565988181221251,6.106369008535783,31.6427289048474,False,-0.8409,2.5727,3,4,3,75.0,35.36550337617637,59.14285714285715,19.343401181877876,0.6565988181221251,历史3/4次成功; 当前距低点0.66%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
5,83.31863631088032,70.17717757944318,300473,德尔股份,bottom_area,2023-03-17,17.27,2023-03-17,17.17,0.5824111822946876,2.620850320326146,30.76612903225806,False,-0.6329,2.6419,1,1,1,100.0,21.37137137137137,21.37137137137137,19.417588817705315,0.5824111822946876,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
6,80.44233973257145,71.20686312433946,300382,斯莱克,bottom_area,2023-03-17,15.96,2023-03-14,15.45,3.300970873786418,4.919093851132696,29.836512261580385,False,1.1407,1.0156,2,3,2,66.66666666666666,36.80865618228933,49.70059880239522,16.69902912621358,3.300970873786418,历史2/3次成功; 当前距低点3.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
7,80.02923603877304,67.8207896381735,300745,欣锐科技,bottom_area,2023-03-17,38.52,2023-03-16,38.17,0.9169504846738313,4.768142520303904,30.117173196631263,False,0.7322,2.0212,2,3,2,66.66666666666666,29.21919396001701,36.150000000000006,19.08304951532617,0.9169504846738313,历史2/3次成功; 当前距低点0.92%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
8,75.42203941149867,63.38434103084987,600418,江淮汽车,bottom_area,2023-03-17,13.09,2023-03-17,13.03,0.4604758250191903,3.2233307751343054,27.16601453325881,False,-0.6829,3.6024,2,3,2,66.66666666666666,22.244942178639526,24.365079365079367,19.53952417498081,0.4604758250191903,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
9,75.33536828302726,64.39999635324153,002347,泰尔股份,bottom_area,2023-03-17,5.1,2023-03-16,5.03,1.3916500994035665,3.379721669980118,28.954802259887003,False,0.1965,2.1106,1,2,1,50.0,29.585798816568047,29.585798816568047,18.608349900596437,1.3916500994035665,历史1/2次成功; 当前距低点1.39%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
10,72.06479623443194,60.51508258290017,300681,英搏尔,bottom_area,2023-03-17,31.28,2023-03-17,31.15,0.41733547351525707,2.728731942215093,29.52488687782806,False,-0.7614,1.7619,2,4,2,50.0,25.734448723198668,27.487589035182385,19.582664526484745,0.41733547351525707,历史2/4次成功; 当前距低点0.42%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
11,69.57306078032722,58.13675011536331,688221,前沿生物,bottom_area,2023-03-17,13.39,2023-03-17,13.37,0.14958863126403404,2.7673896783844505,28.118279569892486,False,-1.6887,2.1342,2,5,2,40.0,31.332323627125273,34.87394957983194,19.85041136873597,0.14958863126403404,历史2/5次成功; 当前距低点0.15%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
