rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.71977803738321,83.23125000000002,300580,贝斯特,bottom_area,2024-04-11,24.61,2024-04-09,24.32,1.1924342105263122,7.565789473684211,28.153618906942395,True,-1.678,1.6814,1,1,1,100.0,53.89266817838245,53.89266817838245,18.807565789473692,1.1924342105263122,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-1.68%; 状态bottom_area; 底部已确认
2,90.19575512613308,80.25177570093457,002611,东方精工,bottom_area,2024-04-11,6.65,2024-04-11,6.42,3.5825545171339632,5.451713395638624,30.818965517241377,False,1.682,7.0818,1,1,1,100.0,145.12534818941506,145.12534818941506,16.41744548286604,3.5825545171339632,历史1/1次成功; 当前距低点3.58%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
3,84.59502939115747,71.17608101551333,300548,长芯博创,bottom_area,2024-04-11,23.02,2024-04-10,22.9,0.5240174672489127,4.803493449781666,31.641791044776124,False,-0.3032,4.8128,1,1,1,100.0,26.026026026026024,26.026026026026024,19.475982532751086,0.5240174672489127,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
4,83.29273459685425,72.48659548039214,603178,圣龙股份,bottom_area,2024-04-11,27.65,2024-04-11,27.01,2.369492780451673,3.6282858200666306,30.743589743589737,False,0.7286,2.6269,3,5,3,60.0,30.048596880763135,44.66270354096666,17.630507219548328,2.369492780451673,历史3/5次成功; 当前距低点2.37%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
5,82.60634645968095,70.52570330514989,300474,景嘉微,bottom_area,2024-04-11,65.91,2024-04-11,65.05,1.3220599538816287,3.7202152190622626,30.2711973416229,False,0.9651,2.9596,2,5,2,40.0,56.74256339264612,59.857142857142854,18.677940046118373,1.3220599538816287,历史2/5次成功; 当前距低点1.32%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
6,80.66121835032892,69.86095121989814,603106,恒银科技,bottom_area,2024-04-11,5.33,2024-04-11,5.22,2.1072796934865963,3.8314176245210767,29.268292682926834,False,0.7561,1.8575,2,4,2,50.0,34.38467161853536,34.60144927536232,17.892720306513404,2.1072796934865963,历史2/4次成功; 当前距低点2.11%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
7,75.2577079394331,63.862614058420775,002676,顺威股份,bottom_area,2024-04-11,4.08,2024-04-10,4.04,0.990099009900991,4.207920792079206,27.72808586762075,False,-1.2107,2.8304,2,3,2,66.66666666666666,31.308457711442777,39.33333333333333,19.00990099009901,0.990099009900991,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
8,75.00331749492456,65.63479143016544,688327,云从科技,bottom_area,2024-04-11,11.91,2024-04-10,11.6,2.6724137931034524,6.2931034482758665,30.162552679108973,False,1.6212,2.3019,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,17.32758620689655,2.6724137931034524,历史3/7次成功; 当前距低点2.67%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
9,72.57813344958144,61.38058840777896,688220,翱捷科技,bottom_area,2024-04-11,37.56,2024-04-09,37.26,0.8051529790660341,5.475040257648951,31.254612546125472,False,-1.1839,1.1121,2,4,2,50.0,35.14159784972857,45.103092783505154,19.194847020933967,0.8051529790660341,历史2/4次成功; 当前距低点0.81%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
10,72.26089771039416,60.2174147586618,688167,炬光科技,bottom_area,2024-04-11,73.71,2024-04-11,73.71,0.0,2.631935965269315,27.012575502525003,False,-1.2989,1.933,2,4,2,50.0,31.276423433665595,39.13715105373497,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
11,72.14915395284326,60.12429496070273,002796,世嘉科技,confirmed_rebound,2024-04-11,11.39,2024-04-11,11.39,0.0,22.300263388937655,32.24271267102914,False,-10.0316,33.4488,2,3,2,66.66666666666666,31.7614424410541,36.33841886269071,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
