rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.3986168135372,87.24389254372412,300480,光力科技,bottom_area,2024-01-04,20.39,2023-12-28,20.18,1.0406342913776059,6.045589692765108,29.85749044143205,False,-1.924,1.0753,4,4,4,100.0,28.906122193898153,39.69465648854962,13.959365708622393,1.0406342913776059,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
2,90.64621672381683,79.17383425783906,605133,嵘泰股份,bottom_area,2024-01-04,25.3,2024-01-04,25.24,0.2377179080824179,2.4167987321711686,29.51689472214466,False,-1.633,4.655,2,2,2,100.0,48.8485542379945,60.01483679525222,14.76228209191758,0.2377179080824179,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
3,88.14909392662263,81.32353949169247,000070,特发信息,bottom_area,2024-01-04,7.81,2023-12-26,7.57,3.1704095112285247,5.680317040951119,27.00096432015428,False,0.1282,1.1908,2,2,2,100.0,34.04340417899739,50.60532687651331,11.829590488771474,3.1704095112285247,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
4,87.5427646773467,79.12262089922025,600199,金种子酒,bottom_area,2024-01-04,17.76,2023-12-21,17.4,2.0689655172413968,8.10344827586207,27.1356783919598,True,-1.8785,1.1717,2,2,2,100.0,21.988506873820672,23.70304114490161,12.931034482758601,2.0689655172413968,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-1.88%; 状态bottom_area; 底部已确认
5,86.3660436055641,79.41799951507112,301499,维科精密,bottom_area,2024-01-04,28.89,2023-12-27,28.05,2.994652406417112,5.347593582887701,32.73381294964029,False,0.5919,3.7381,2,2,2,100.0,21.64412366506522,21.950454687989964,12.005347593582888,2.994652406417112,历史2/2次成功; 当前距低点2.99%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
6,83.94117409176992,74.81561906602565,601628,中国人寿,bottom_area,2024-01-04,26.85,2024-01-04,26.5,1.3207547169811376,6.339622641509433,30.88158581116328,False,-4.4824,0.13,1,1,1,100.0,25.736235595390532,25.736235595390532,13.679245283018862,1.3207547169811376,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
7,82.47910483094975,78.0626408237432,603013,亚普股份,bottom_area,2024-01-04,17.26,2023-12-28,16.51,4.5427013930950935,5.330102967898237,27.428571428571423,False,1.4101,0.7884,1,1,1,100.0,53.30739299610896,53.30739299610896,10.457298606904905,4.5427013930950935,历史1/1次成功; 当前距低点4.54%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
8,79.12392831329383,69.47371758302042,002821,凯莱英,bottom_area,2024-01-04,110.45,2024-01-04,109.88,0.5187477247906875,2.338915180196585,30.675078864353317,False,-0.7548,1.0384,1,1,1,100.0,16.80893761044718,16.80893761044718,14.481252275209311,0.5187477247906875,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
9,77.91309127018576,72.92487188043717,301509,金凯生科,bottom_area,2024-01-04,62.71,2023-12-28,60.33,3.944969335322398,5.221282943809048,28.35767723548272,False,1.2105,5.2996,1,1,1,100.0,15.05054819877544,15.05054819877544,11.0550306646776,3.944969335322398,历史1/1次成功; 当前距低点3.94%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
10,77.85621640601771,72.32375799526855,600130,波导股份,bottom_area,2024-01-04,4.68,2023-12-26,4.52,3.539823008849561,7.300884955752214,27.564102564102573,True,-0.8475,1.2653,1,1,1,100.0,20.13201320132014,20.13201320132014,11.460176991150439,3.539823008849561,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
11,77.74041065025928,68.36340088682728,002409,雅克科技,bottom_area,2024-01-04,50.25,2024-01-04,49.95,0.6006006006005948,4.104104104104098,28.754813863928106,False,-3.1419,2.841,1,1,1,100.0,22.057904603207675,22.057904603207675,14.399399399399403,0.6006006006005948,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
