rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.60078757442497,85.67640998332362,000065,北方国际,bottom_area,2024-07-26,9.4,2024-07-25,9.19,2.285092491838965,3.69967355821545,30.641509433962266,False,1.2931,0.7224,3,3,3,100.0,29.926993896325044,41.48061104582843,17.714907508161037,2.285092491838965,历史3/3次成功; 当前距低点2.29%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
2,96.85746077554208,83.77877862595422,002687,乔治白,bottom_area,2024-07-26,4.01,2024-07-25,3.93,2.035623409669202,2.5445292620865163,32.82051282051282,False,0.5013,0.5281,1,1,1,100.0,64.00000000000001,64.00000000000001,17.9643765903308,2.035623409669202,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
3,95.1415555932923,80.836464049461,600970,中材国际,bottom_area,2024-07-26,9.55,2024-07-25,9.45,1.0582010582010732,2.222222222222231,30.206794682422455,False,0.4206,0.5342,1,1,1,100.0,22.19979818365287,22.19979818365287,18.94179894179893,1.0582010582010732,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
4,93.48799461518075,82.7444145888394,000789,万年青,bottom_area,2024-07-26,4.39,2024-07-09,4.25,3.2941176470588163,7.2941176470588145,29.752066115702476,True,1.1521,0.3801,2,2,2,100.0,34.00539152759949,47.599999999999994,16.705882352941185,3.2941176470588163,历史2/2次成功; 当前距低点3.29%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
5,93.41913322632422,80.33142857142856,300469,信息发展,bottom_area,2024-07-26,12.46,2024-07-26,12.25,1.7142857142857213,3.5918367346938735,28.944315545243615,False,-0.7962,9.5292,1,1,1,100.0,52.431476569407586,52.431476569407586,18.28571428571428,1.7142857142857213,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
6,89.25426022461164,79.41340589215446,300349,金卡智能,bottom_area,2024-07-26,10.41,2024-07-25,10.05,3.5820895522388,4.378109452736314,32.59557344064386,False,2.3599,0.9686,1,1,1,100.0,45.48693586698337,45.48693586698337,16.4179104477612,3.5820895522388,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
7,88.30124946882216,78.63194327854706,001218,丽臣实业,bottom_area,2024-07-26,14.28,2024-07-25,13.78,3.6284470246734397,3.6284470246734397,30.404040404040412,False,1.9272,0.6158,2,2,2,100.0,25.18711018711019,29.999999999999993,16.371552975326562,3.6284470246734397,历史2/2次成功; 当前距低点3.63%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
8,85.06816382559782,77.31273054300286,300686,智动力,bottom_area,2024-07-26,6.4,2024-07-25,6.11,4.746317512274959,5.073649754500812,28.117647058823525,False,1.2658,2.4153,1,1,1,100.0,48.46416382252562,48.46416382252562,15.253682487725042,4.746317512274959,历史1/1次成功; 当前距低点4.75%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
9,83.74826754340076,70.8155217207554,001308,康冠科技,bottom_area,2024-07-26,20.26,2024-07-25,20.1,0.796019900497513,2.9353233830845764,32.84330103575008,False,-0.3933,2.5538,1,1,1,100.0,27.421758569299566,27.421758569299566,19.203980099502488,0.796019900497513,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
10,83.54070472736117,75.07937800033886,002563,森马服饰,bottom_area,2024-07-26,5.04,2024-07-25,4.84,4.132231404958682,5.7851239669421535,28.18991097922849,False,1.002,0.5385,1,1,1,100.0,28.929384965831446,28.929384965831446,15.867768595041321,4.132231404958682,历史1/1次成功; 当前距低点4.13%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
11,83.53310857864962,73.00430390054093,603368,柳药集团,bottom_area,2024-07-26,16.96,2024-07-25,16.53,2.6013309134906213,2.7223230490018104,31.410788381742737,False,1.3142,0.862,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.39866908650938,2.6013309134906213,历史2/3次成功; 当前距低点2.60%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
12,83.49465939231159,74.93110458284373,000629,钒钛股份,bottom_area,2024-07-26,2.31,2024-07-25,2.22,4.054054054054047,4.954954954954949,32.72727272727272,False,0.8734,0.4338,1,1,1,100.0,27.173913043478265,27.173913043478265,15.945945945945954,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
