rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.7286995515695,71.44058295964126,000980,众泰汽车,bottom_area,2022-03-09,3.45,2022-03-09,3.45,0.0,4.637681159420281,31.1377245508982,False,-4.9587,1.2633,1,1,1,100.0,43.49775784753364,43.49775784753364,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
2,81.48273281224391,74.09531892535752,603348,文灿股份,bottom_area,2022-03-09,36.85,2022-03-09,35.17,4.776798407733863,6.6249644583451754,30.00995024875622,False,1.5991,1.1925,1,1,1,100.0,31.539888682745836,31.539888682745836,15.22320159226614,4.776798407733863,历史1/1次成功; 当前距低点4.78%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
3,80.73015370880472,71.50998543239815,601966,玲珑轮胎,bottom_area,2022-03-09,21.98,2022-03-09,21.27,3.338034790785147,7.381288199341797,27.8493894165536,False,-1.7434,1.2821,1,1,1,100.0,22.476907287033857,22.476907287033857,16.661965209214856,3.338034790785147,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
4,76.83166839377571,69.1919729510166,600183,生益科技,bottom_area,2022-03-09,17.19,2022-03-09,16.49,4.2449969678593265,8.18677986658582,30.97530347425702,False,-2.2184,1.0215,1,1,1,100.0,21.132075471698116,21.132075471698116,15.755003032140674,4.2449969678593265,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
5,75.32391870293772,67.60880034522441,601901,方正证券,bottom_area,2022-03-09,6.66,2022-03-09,6.4,4.0624999999999964,10.156249999999991,29.51541850220264,False,-4.8571,0.4499,1,1,1,100.0,20.598388952819345,20.598388952819345,15.937500000000004,4.0624999999999964,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
6,74.63932622775276,67.8422741829574,603129,春风动力,bottom_area,2022-03-09,105.8,2022-03-09,101.0,4.75247524752475,7.920792079207921,29.360749755210513,False,-2.2,0.8288,1,1,1,100.0,20.09633197480549,20.09633197480549,15.24752475247525,4.75247524752475,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
