rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.59746814547835,83.81586052849173,000668,荣丰控股,bottom_area,2025-12-18,9.04,2025-12-17,8.9,1.5730337078651548,7.303370786516858,28.685897435897434,True,-4.2373,2.2482,3,3,3,100.0,34.69020098077566,67.04545454545452,13.426966292134846,1.5730337078651548,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-4.24%; 状态bottom_area; 底部已确认
2,89.80427352088086,84.72909847494657,600403,大有能源,bottom_area,2025-12-18,6.92,2025-12-17,6.63,4.374057315233786,7.993966817496233,27.934782608695645,True,0.5814,2.3134,4,4,4,100.0,24.58037179397625,37.18411552346569,10.625942684766212,4.374057315233786,历史4/4次成功; 当前距低点4.37%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
3,88.13300676709947,77.04275305566281,603327,福蓉科技,bottom_area,2025-12-18,10.66,2025-12-18,10.63,0.2822201317027221,2.1636876763875694,28.8487282463186,False,-3.0909,4.2107,6,7,6,85.71428571428571,45.770740930580004,129.39632545931758,14.717779868297276,0.2822201317027221,历史6/7次成功; 当前距低点0.28%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
4,86.88348270881524,81.33892615110985,603030,全筑股份,bottom_area,2025-12-18,2.89,2025-12-17,2.78,3.956834532374112,10.071942446043176,30.845771144278604,True,1.049,3.9904,6,7,6,85.71428571428571,32.19167603261121,51.87969924812029,11.043165467625887,3.956834532374112,历史6/7次成功; 当前距低点3.96%; 最新日涨幅1.05%; 状态bottom_area; 底部已确认
5,86.36003208623471,79.02152923170954,605228,神通科技,bottom_area,2025-12-18,14.3,2025-12-16,13.92,2.72988505747127,5.96264367816092,28.247422680412367,False,0.4919,1.5363,4,5,4,80.0,26.26702775668829,47.56554307116105,12.27011494252873,2.72988505747127,历史4/5次成功; 当前距低点2.73%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
6,86.1328941176471,79.12470588235297,600708,光明地产,bottom_area,2025-12-18,3.15,2025-12-17,3.06,2.9411764705882306,3.921568627450984,27.65957446808511,False,0.9615,0.6387,1,1,1,100.0,36.07843137254903,36.07843137254903,12.05882352941177,2.9411764705882306,历史1/1次成功; 当前距低点2.94%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
7,85.69231536660294,78.10998241009413,003038,鑫铂股份,bottom_area,2025-12-18,15.03,2025-12-17,14.66,2.5238744884038145,3.7517053206002777,32.098193608151924,False,0.6024,1.6422,1,1,1,100.0,25.507614213197975,25.507614213197975,12.476125511596186,2.5238744884038145,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
8,85.32569562170221,78.52847665847668,003016,欣贺股份,bottom_area,2025-12-18,9.15,2025-12-17,8.88,3.0405405405405355,5.1801801801801695,30.5707584050039,False,0.5495,4.2994,1,1,1,100.0,34.09090909090909,34.09090909090909,11.959459459459463,3.0405405405405355,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
9,84.89354918428893,76.59802146496627,301567,贝隆精密,bottom_area,2025-12-18,44.34,2025-12-17,43.48,1.9779208831646886,3.6798528058877675,31.527559055118115,False,-1.2912,9.8996,2,2,2,100.0,16.4929090246331,16.59192825112107,13.022079116835311,1.9779208831646886,历史2/2次成功; 当前距低点1.98%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
10,83.93418872797349,74.32013594245723,600048,保利发展,bottom_area,2025-12-18,6.25,2025-12-17,6.19,0.969305331179315,1.93861066235863,27.60233918128655,False,-0.4777,0.7863,2,2,2,100.0,31.721247836269217,31.987577639751546,14.030694668820685,0.969305331179315,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
11,83.1560896551407,77.54897795075132,301024,霍普股份,bottom_area,2025-12-18,34.59,2025-12-17,33.34,3.7492501499700057,5.068986202759441,27.913513513513504,False,0.8455,1.327,1,1,1,100.0,37.51219512195122,37.51219512195122,11.250749850029994,3.7492501499700057,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
12,82.74318994844649,74.65397648008648,603072,天和磁材,bottom_area,2025-12-18,40.27,2025-12-17,39.49,1.9751835907824793,3.7731071157254865,27.05947543405984,False,-0.0992,2.2492,1,1,1,100.0,22.674167027260935,22.674167027260935,13.024816409217522,1.9751835907824793,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
13,82.66011751952483,74.09020283975659,000593,德龙汇能,bottom_area,2025-12-18,10.02,2025-12-16,9.86,1.622718052738338,8.519269776876266,31.14525139664805,False,-1.7647,3.2655,1,1,1,100.0,15.322580645161285,15.322580645161285,13.37728194726166,1.622718052738338,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
14,81.19983183825492,73.58163933152969,603938,三孚股份,bottom_area,2025-12-18,17.12,2025-12-17,16.75,2.208955223880603,4.656716417910454,29.798826487845766,False,-0.8111,1.1129,1,1,1,100.0,19.774501300954046,19.774501300954046,12.791044776119397,2.208955223880603,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
15,81.07147865254548,73.65338031950637,000692,惠天热电,bottom_area,2025-12-18,3.49,2025-12-17,3.41,2.346041055718477,3.8123167155425186,28.511530398322844,False,0.2874,2.9971,3,5,3,60.0,36.0341608954005,59.042553191489375,12.653958944281523,2.346041055718477,历史3/5次成功; 当前距低点2.35%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
16,80.29928384152964,72.97307827316175,300890,翔丰华,bottom_area,2025-12-18,29.04,2025-12-17,28.37,2.361649629890723,4.2650687345787714,28.122624778312638,False,-1.0562,2.8081,1,1,1,100.0,18.37440553393861,18.37440553393861,12.638350370109277,2.361649629890723,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
17,80.15295902329483,70.96172594811094,002235,安妮股份,bottom_area,2025-12-18,10.5,2025-12-18,10.4,0.9615384615384581,5.288461538461528,27.475592747559276,False,-1.9608,22.3464,3,4,3,75.0,34.40340666891737,46.16438356164384,14.038461538461542,0.9615384615384581,历史3/4次成功; 当前距低点0.96%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
18,79.93153259101295,75.14393411323024,300358,楚天科技,bottom_area,2025-12-18,8.97,2025-12-17,8.61,4.1811846689895615,5.458768873403027,30.564516129032267,False,1.9318,2.8581,3,4,3,75.0,34.04319977702382,38.205499276411004,10.818815331010438,4.1811846689895615,历史3/4次成功; 当前距低点4.18%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
19,79.08140871471304,70.93405662617435,300598,诚迈科技,bottom_area,2025-12-18,44.05,2025-12-17,43.33,1.6616662820216912,4.1310870066928205,32.296875,False,-0.833,2.1035,3,5,3,60.0,35.49814918916024,45.24950099800398,13.338333717978307,1.6616662820216912,历史3/5次成功; 当前距低点1.66%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
20,78.68046245468476,71.30809442657171,300768,迪普科技,bottom_area,2025-12-18,18.45,2025-12-17,18.05,2.216066481994452,3.379501385041548,29.43706020328381,False,-0.378,0.9372,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,12.783933518005547,2.216066481994452,历史2/3次成功; 当前距低点2.22%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
21,77.93746376720063,70.24975475615022,603353,和顺石油,bottom_area,2025-12-18,26.5,2025-12-17,26.0,1.9230769230769231,4.500000000000007,31.57894736842105,False,-0.6747,3.5696,4,6,4,66.66666666666666,20.579050936015864,27.079174983366617,13.076923076923075,1.9230769230769231,历史4/6次成功; 当前距低点1.92%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
22,77.77140414002368,67.7855219979967,603322,超讯通信,bottom_area,2025-12-18,40.05,2025-12-18,40.0,0.1249999999999929,3.000000000000007,27.68034713433376,False,-4.8241,9.7395,5,7,5,71.42857142857143,25.025847915496684,39.45833333333333,14.875000000000007,0.1249999999999929,历史5/7次成功; 当前距低点0.12%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
23,77.26645197389803,69.06171930009583,002129,TCL中环,bottom_area,2025-12-18,8.27,2025-12-16,8.15,1.4723926380368002,3.067484662576687,29.253472222222214,False,-1.1947,1.3028,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,13.527607361963199,1.4723926380368002,历史2/3次成功; 当前距低点1.47%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
24,76.93094589403724,72.79708681701092,300878,维康药业,bottom_area,2025-12-18,21.22,2025-12-17,20.3,4.5320197044334884,5.172413793103452,28.771929824561397,False,1.677,1.5847,1,1,1,100.0,21.55963302752294,21.55963302752294,10.467980295566512,4.5320197044334884,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
25,76.37014731696226,72.64118164246638,605033,美邦股份,bottom_area,2025-12-18,18.74,2025-12-18,17.88,4.809843400447424,7.326621923937374,28.135048231511256,False,-1.056,4.4531,2,2,2,100.0,29.933465567131744,31.96664350243223,10.190156599552575,4.809843400447424,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
26,76.07865096476573,71.16641574923997,300035,中科电气,bottom_area,2025-12-18,20.71,2025-12-16,19.93,3.913697942799805,6.6231811339688935,30.798611111111114,False,-1.1456,3.8484,1,1,1,100.0,27.686274509803933,27.686274509803933,11.086302057200195,3.913697942799805,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
27,75.66810576970433,69.2528380968352,688337,普源精电,bottom_area,2025-12-18,36.73,2025-12-04,35.75,2.7412587412587324,6.545454545454556,28.499999999999996,False,0.0,0.6325,3,6,3,50.0,38.886602295188766,54.46153846153845,12.258741258741267,2.7412587412587324,历史3/6次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,74.22480921609758,67.32264526896404,000701,厦门信达,bottom_area,2025-12-18,6.34,2025-12-17,6.2,2.2580645161290267,4.5161290322580685,28.32369942196532,False,0.158,5.5053,3,6,3,50.0,22.586195514721595,30.161579892280066,12.741935483870973,2.2580645161290267,历史3/6次成功; 当前距低点2.26%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
29,73.88052959210364,69.32074806793939,603178,圣龙股份,bottom_area,2025-12-18,18.38,2025-12-05,17.66,4.077010192525475,5.832389580973959,28.182187881252542,False,-0.863,1.2863,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,10.922989807474524,4.077010192525475,历史5/7次成功; 当前距低点4.08%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
