rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.38635557965625,81.92397291196389,002584,西陇科学,bottom_area,2022-01-27,8.95,2022-01-27,8.86,1.0158013544018043,6.433408577878108,29.06325060048039,False,-1.9715,13.2308,1,1,1,100.0,68.08510638297875,68.08510638297875,8.984198645598196,1.0158013544018043,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
2,84.91328429957443,79.03721881685534,600217,中再资环,bottom_area,2022-01-27,5.73,2022-01-26,5.66,1.2367491166077789,3.5335689045936425,28.894472361809044,False,-1.2069,0.8098,1,1,1,100.0,37.18820861678004,37.18820861678004,8.763250883392223,1.2367491166077789,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
3,83.63579228303657,80.1669197774702,002603,以岭药业,bottom_area,2022-01-27,20.73,2022-01-26,20.17,2.7764005949429778,5.999008428358935,27.757879656160455,False,2.1182,3.9941,1,1,1,100.0,39.661898569570866,39.661898569570866,7.223599405057023,2.7764005949429778,历史1/1次成功; 当前距低点2.78%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
4,82.55602149668893,75.22489734037941,603368,柳药集团,bottom_area,2022-01-27,16.51,2022-01-27,16.49,0.12128562765314208,3.941782898726514,29.46963216424295,False,-2.5384,1.6285,1,1,1,100.0,42.85714285714285,42.85714285714285,9.878714372346858,0.12128562765314208,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
5,81.65583430698057,76.123930002212,603351,威尔药业,bottom_area,2022-01-27,28.43,2022-01-27,28.06,1.3186029935851782,5.880256593014976,27.305699481865293,False,-0.5596,3.7402,1,1,1,100.0,22.528735632183903,22.528735632183903,8.681397006414821,1.3186029935851782,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
6,80.83881744142371,73.81949045436004,300447,全信股份,bottom_area,2022-01-27,17.1,2022-01-27,17.06,0.234466588511153,7.151230949589698,27.650551314673454,False,-4.6291,2.6151,2,2,2,100.0,30.236958474007892,30.328638497652584,9.765533411488846,0.234466588511153,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
7,80.59704968912185,74.69897435897437,601218,吉鑫科技,bottom_area,2022-01-27,4.99,2022-01-24,4.94,1.0121457489878507,5.263157894736838,30.324400564174887,False,-2.729,2.5578,1,1,1,100.0,11.111111111111114,11.111111111111114,8.98785425101215,1.0121457489878507,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
8,79.90992041044305,73.63677355212388,603196,璞源材料,bottom_area,2022-01-27,7.09,2022-01-27,7.04,0.7102272727272702,6.534090909090909,28.960645812310798,False,-4.3185,2.0404,3,3,3,100.0,18.419848031946557,22.85714285714286,9.28977272727273,0.7102272727272702,历史3/3次成功; 当前距低点0.71%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
9,79.6910128595039,72.8628477828478,300511,雪榕生物,bottom_area,2022-01-27,6.68,2022-01-27,6.66,0.30030030030029387,3.7537537537537538,31.198347107438014,False,-3.0479,2.8581,2,2,2,100.0,25.900712191034756,29.220779220779214,9.699699699699707,0.30030030030029387,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
10,78.96711745445002,72.44848305980855,002342,巨力索具,bottom_area,2022-01-27,4.19,2022-01-25,4.17,0.4796163069544475,6.474820143884903,28.10344827586207,False,-1.4118,3.1288,2,2,2,100.0,15.655958277767192,19.889502762430933,9.520383693045552,0.4796163069544475,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
11,78.62525518346276,72.01191596242383,605162,新中港,bottom_area,2022-01-27,10.29,2022-01-27,10.25,0.3902439024390161,4.390243902439018,30.508474576271187,False,-3.6517,2.9692,2,2,2,100.0,22.428344408520275,26.46502835538753,9.609756097560984,0.3902439024390161,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
