rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.70160592989629,91.62261265016353,002779,中坚科技,bottom_area,2025-06-04,97.9,2025-06-04,96.84,1.0945890128046285,1.5386204047914032,28.94563064054589,False,0.772,2.774,4,4,4,100.0,30.635890319129533,38.253119429590015,8.905410987195372,1.0945890128046285,历史4/4次成功; 当前距低点1.09%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
14,82.49332817596387,80.96636363636364,301058,中粮科工,bottom_area,2025-06-04,10.87,2025-04-30,10.45,4.019138755980861,8.038277511961722,29.77150537634409,True,1.0223,1.3113,1,1,1,100.0,57.794273594909875,57.794273594909875,5.980861244019139,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.02%; 状态bottom_area; 底部已确认
15,80.77035665341994,74.56116729505997,605377,华旺科技,bottom_area,2025-06-04,8.79,2025-06-04,8.72,0.8027522935779645,1.490825688073383,27.81456953642384,False,0.1139,0.6505,1,1,1,100.0,25.16904583020285,25.16904583020285,9.197247706422036,0.8027522935779645,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
16,80.52029881998426,77.82181148664144,002811,郑中设计,bottom_area,2025-06-04,10.93,2025-06-03,10.59,3.210576015108592,3.4938621340887726,28.203389830508474,False,1.7691,8.116,2,2,2,100.0,15.709273124134537,16.78832116788322,6.789423984891409,3.210576015108592,历史2/2次成功; 当前距低点3.21%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
17,80.02848011717722,73.85231225986728,000096,广聚能源,bottom_area,2025-06-04,14.11,2025-06-04,14.0,0.7857142857142816,1.571428571428576,27.083333333333332,False,0.0,2.5414,1,1,1,100.0,21.149144254278735,21.149144254278735,9.214285714285719,0.7857142857142816,历史1/1次成功; 当前距低点0.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
18,79.86511275625793,77.15802292563669,688135,利扬芯片,bottom_area,2025-06-04,19.41,2025-05-30,18.81,3.189792663476882,4.199893673577899,27.290297642056444,False,1.4107,2.7251,4,5,4,80.0,21.885753754645094,40.41850220264317,6.810207336523119,3.189792663476882,历史4/5次成功; 当前距低点3.19%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
19,79.15805132191309,76.5328188506198,301618,长联科技,bottom_area,2025-06-04,62.97,2025-05-30,61.0,3.22950819672131,8.163934426229515,32.177006893484545,False,-2.5081,10.3804,2,2,2,100.0,31.484395371744096,50.278688524590166,6.770491803278691,3.22950819672131,历史2/2次成功; 当前距低点3.23%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
20,78.78072764767693,71.66854246713852,688305,科德数控,bottom_area,2025-06-04,55.06,2025-06-04,55.04,0.03633720930233126,1.7441860465116297,31.86432285219114,False,-0.757,0.888,1,1,1,100.0,22.69565217391304,22.69565217391304,9.963662790697668,0.03633720930233126,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
21,77.87847607259017,74.75211419216708,688543,国科军工,bottom_area,2025-06-04,44.76,2025-06-04,43.52,2.8492647058823413,3.2858455882352935,31.604589030331603,False,-1.1921,6.3439,1,1,1,100.0,33.916331836445266,33.916331836445266,7.150735294117659,2.8492647058823413,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
22,76.93555709126139,74.41596154295655,603192,汇得科技,bottom_area,2025-06-04,21.59,2025-06-03,20.91,3.2520325203252023,4.638928742228593,30.276758919639875,False,0.8407,5.8602,3,4,3,75.0,18.73976177041938,25.562817719680464,6.747967479674799,3.2520325203252023,历史3/4次成功; 当前距低点3.25%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
23,76.19603113124974,73.95145918781003,301392,汇成真空,bottom_area,2025-06-04,103.42,2025-06-03,99.99,3.4303430343034376,6.360636063606361,30.54320644623507,False,0.437,4.936,1,1,1,100.0,14.261512397967028,14.261512397967028,6.569656965696563,3.4303430343034376,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
24,75.57109413579519,75.38571941591997,001299,美能能源,bottom_area,2025-06-04,10.98,2025-04-29,10.47,4.871060171919769,7.163323782234957,31.11842105263157,True,0.3656,3.0269,2,2,2,100.0,13.772777461812025,15.247322794492616,5.128939828080231,4.871060171919769,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
25,75.13776990118079,69.9231612645058,301316,慧博云通,bottom_area,2025-06-04,41.3,2025-06-03,40.8,1.2254901960784315,5.147058823529416,32.147014801263936,False,-0.8641,12.1177,2,3,2,66.66666666666666,26.93877551020408,43.333333333333336,8.77450980392157,1.2254901960784315,历史2/3次成功; 当前距低点1.23%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
26,66.26850177903029,63.55794246789929,002042,华孚时尚,bottom_area,2025-06-04,4.76,2025-06-03,4.63,2.8077753779697603,3.887688984881203,28.549382716049386,False,1.9272,1.6772,1,2,1,50.0,42.41758241758243,42.41758241758243,7.192224622030241,2.8077753779697603,历史1/2次成功; 当前距低点2.81%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
27,58.74322694551204,55.81260613801824,300557,理工光科,bottom_area,2025-06-04,24.32,2025-05-29,23.77,2.3138409760201966,7.278081615481701,27.375496486403904,False,0.1235,1.3095,1,3,1,33.33333333333333,14.165753924790064,14.165753924790064,7.686159023979804,2.3138409760201966,历史1/3次成功; 当前距低点2.31%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
