rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.70160592989629,91.62261265016353,002779,中坚科技,bottom_area,2025-06-04,97.9,2025-06-04,96.84,1.0945890128046285,1.5386204047914032,28.94563064054589,False,0.772,2.774,4,4,4,100.0,30.635890319129533,38.253119429590015,8.905410987195372,1.0945890128046285,历史4/4次成功; 当前距低点1.09%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
2,96.9080596412851,90.50307739722055,000811,冰轮环境,bottom_area,2025-06-04,9.34,2025-06-03,9.21,1.4115092290987947,2.497285559174795,28.54926299456943,False,0.4301,1.5609,5,5,5,100.0,28.501712040676264,47.451868629671566,8.588490770901206,1.4115092290987947,历史5/5次成功; 当前距低点1.41%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
3,91.70266827732897,87.33441890340639,002819,东方中科,bottom_area,2025-06-04,28.57,2025-05-30,27.89,2.4381498745069905,4.195051989960553,31.575073601570164,False,0.9897,3.6148,5,5,5,100.0,24.050540953130696,51.677148846960186,7.5618501254930095,2.4381498745069905,历史5/5次成功; 当前距低点2.44%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
4,89.38689434171236,84.61714728602325,002136,安纳达,bottom_area,2025-06-04,11.07,2025-06-03,10.84,2.121771217712181,2.583025830258297,27.491638795986617,False,1.0036,8.0917,3,3,3,100.0,22.230030443048534,42.29299363057326,7.8782287822878185,2.121771217712181,历史3/3次成功; 当前距低点2.12%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
5,88.43635069017478,82.60816712033518,300819,聚杰微纤,bottom_area,2025-06-04,22.82,2025-06-03,22.5,1.4222222222222236,3.1999999999999953,27.419354838709676,False,1.0181,2.2643,2,2,2,100.0,19.520611758074537,26.54716175842936,8.577777777777778,1.4222222222222236,历史2/2次成功; 当前距低点1.42%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
6,86.83484283526855,81.21587235604956,688018,乐鑫科技,bottom_area,2025-06-04,136.3,2025-06-04,134.3,1.4892032762472076,1.7498138495904647,32.3766364551863,False,-1.0598,1.3415,2,2,2,100.0,35.32933239727525,36.02954531694619,8.510796723752794,1.4892032762472076,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
7,86.02937542051725,81.16748392131107,002041,登海种业,bottom_area,2025-06-04,9.95,2025-06-03,9.76,1.9467213114754047,2.0491803278688634,28.023598820059004,False,0.4036,0.7953,2,2,2,100.0,18.2043468358871,21.395106715252467,8.053278688524596,1.9467213114754047,历史2/2次成功; 当前距低点1.95%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
8,85.10954860305417,80.83036547089087,002304,洋河股份,bottom_area,2025-06-04,66.49,2025-05-29,65.0,2.2923076923076846,2.5999999999999965,31.57894736842105,False,0.6967,0.2866,2,2,2,100.0,20.62810220081931,20.781426953567394,7.707692307692316,2.2923076923076846,历史2/2次成功; 当前距低点2.29%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
9,84.32595908710898,81.37148322311545,301518,长华化学,bottom_area,2025-06-04,23.08,2025-06-03,22.38,3.127792672028594,3.3958891867739123,27.005870841487283,False,0.6542,10.344,2,2,2,100.0,33.77876621150887,55.817490494296564,6.872207327971407,3.127792672028594,历史2/2次成功; 当前距低点3.13%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
10,83.79899741507631,79.17398259048369,688448,磁谷科技,bottom_area,2025-06-04,29.29,2025-06-03,28.71,2.020202020202014,2.577499129223262,27.113480578827115,False,1.2094,2.4818,1,1,1,100.0,25.053995680345576,25.053995680345576,7.979797979797986,2.020202020202014,历史1/1次成功; 当前距低点2.02%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
11,83.21636731858068,77.68137029739081,002889,东方嘉盛,bottom_area,2025-06-04,14.61,2025-06-04,14.41,1.3879250520471846,2.567661346287295,32.883092687470885,False,-0.273,1.7757,1,1,1,100.0,31.751824817518237,31.751824817518237,8.612074947952816,1.3879250520471846,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
12,83.03954174213844,79.79527036900416,605378,野马电池,bottom_area,2025-06-04,17.34,2025-06-04,16.85,2.9080118694361925,3.9762611275964277,32.24768797748291,False,2.06,3.2808,2,2,2,100.0,22.61041629741227,29.89631336405531,7.091988130563809,2.9080118694361925,历史2/2次成功; 当前距低点2.91%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
13,82.8482806708804,78.82899271212911,600770,综艺股份,bottom_area,2025-06-04,5.57,2025-06-03,5.44,2.389705882352939,2.9411764705882213,27.94701986754966,False,1.2727,5.6881,1,1,1,100.0,27.72861356932153,27.72861356932153,7.610294117647062,2.389705882352939,历史1/1次成功; 当前距低点2.39%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
