rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.30927653426808,80.09068376068379,300735,光弘科技,bottom_area,2024-01-22,17.63,2024-01-22,17.55,0.4558404558404461,8.660968660968658,27.178423236514526,False,-7.0148,2.988,3,3,3,100.0,50.43111523258737,93.48973607038124,19.544159544159555,0.4558404558404461,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-7.01%; 状态bottom_area; 底部未确认
15,87.3203954528707,74.31138945996092,605398,新炬网络,bottom_area,2024-01-22,24.7,2024-01-22,24.42,1.1466011466011365,7.698607698607694,27.147971360381863,False,-5.6171,1.0128,1,1,1,100.0,20.890538033395174,20.890538033395174,18.853398853398865,1.1466011466011365,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
16,86.89813644417121,76.00338579485089,688155,先惠技术,bottom_area,2024-01-22,46.21,2024-01-22,45.02,2.643269657929804,11.594846734784536,27.79470729751403,False,-6.0963,0.441,2,2,2,100.0,31.66688502650995,38.11460912628228,17.356730342070197,2.643269657929804,历史2/2次成功; 当前距低点2.64%; 最新日涨幅-6.10%; 状态bottom_area; 底部未确认
17,86.83942541265661,75.62551535936866,000723,美锦能源,bottom_area,2024-01-22,5.53,2024-01-22,5.4,2.407407407407405,8.888888888888879,28.28685258964143,False,-5.7922,0.8469,2,2,2,100.0,26.74410886159975,30.434782608695667,17.592592592592595,2.407407407407405,历史2/2次成功; 当前距低点2.41%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
18,86.59567280329466,73.87014382503271,000065,北方国际,bottom_area,2024-01-22,9.52,2024-01-22,9.4,1.2765957446808427,7.446808510638291,27.131782945736433,False,-4.8951,1.0167,1,1,1,100.0,20.11173184357542,20.11173184357542,18.72340425531916,1.2765957446808427,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
19,86.42314167741938,73.09129032258066,002657,中科金财,bottom_area,2024-01-22,15.0,2024-01-22,14.88,0.8064516129032205,9.54301075268817,30.597014925373134,False,-6.5421,3.2337,1,1,1,100.0,56.540447504302946,56.540447504302946,19.193548387096783,0.8064516129032205,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
20,85.97291844454911,74.6986920593789,300517,海波重科,bottom_area,2024-01-22,10.76,2024-01-22,10.52,2.281368821292778,11.216730038022812,27.297857636489294,False,-6.5972,3.1678,1,1,1,100.0,36.88286544046467,36.88286544046467,17.718631178707223,2.281368821292778,历史1/1次成功; 当前距低点2.28%; 最新日涨幅-6.60%; 状态bottom_area; 底部未确认
21,85.87604482519899,72.79915887850466,300580,贝斯特,bottom_area,2024-01-22,23.76,2024-01-22,23.54,0.9345794392523468,8.198810535259133,27.09817280891917,False,-6.383,1.8892,1,1,1,100.0,53.89266817838245,53.89266817838245,19.065420560747654,0.9345794392523468,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-6.38%; 状态bottom_area; 底部未确认
22,85.27747248559294,72.33978090131865,002676,顺威股份,bottom_area,2024-01-22,4.16,2024-01-22,4.12,0.9708737864077678,8.009708737864079,29.331046312178387,False,-6.3063,1.5163,2,2,2,100.0,31.308457711442777,39.33333333333333,19.029126213592235,0.9708737864077678,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
23,85.25718485875583,71.7563150117795,300579,数字认证,bottom_area,2024-01-22,20.42,2024-01-22,20.31,0.5416051206302461,8.813392417528325,32.300000000000004,False,-7.2661,1.0732,2,2,2,100.0,22.90954132697023,24.946808510638284,19.458394879369756,0.5416051206302461,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-7.27%; 状态bottom_area; 底部未确认
24,84.51263258611989,73.98318983768527,002495,佳隆股份,bottom_area,2024-01-22,2.67,2024-01-22,2.6,2.6923076923076863,10.769230769230761,27.97783933518005,False,-7.6125,4.3197,1,1,1,100.0,38.07339449541283,38.07339449541283,17.307692307692317,2.6923076923076863,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
25,84.0598533418938,71.017660572696,688329,艾隆科技,bottom_area,2024-01-22,20.18,2024-01-22,20.03,0.748876684972534,8.33749375936095,31.144723272602263,False,-7.0046,2.6437,2,2,2,100.0,21.479029109856874,21.72890326374596,19.251123315027467,0.748876684972534,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-7.00%; 状态bottom_area; 底部未确认
26,83.66664947346776,70.14430161323568,002399,海普瑞,bottom_area,2024-01-22,9.14,2024-01-22,9.11,0.32930845225028693,7.135016465422616,29.760986892829617,False,-6.1602,0.4087,1,1,1,100.0,28.307123034227555,28.307123034227555,19.670691547749712,0.32930845225028693,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-6.16%; 状态bottom_area; 底部未确认
27,83.58454831712055,72.48733942442594,002298,中电鑫龙,bottom_area,2024-01-22,4.69,2024-01-22,4.59,2.1786492374727784,8.496732026143803,28.504672897196265,False,-5.2525,2.5833,1,1,1,100.0,23.734729493891784,23.734729493891784,17.82135076252722,2.1786492374727784,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-5.25%; 状态bottom_area; 底部未确认
28,83.21842388576871,70.17605701863901,688280,精进电动,bottom_area,2024-01-22,6.22,2024-01-22,6.18,0.647249190938512,8.090614886731393,31.333333333333336,False,-6.3253,0.948,1,1,1,100.0,32.37518910741301,32.37518910741301,19.35275080906149,0.647249190938512,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-6.33%; 状态bottom_area; 底部未确认
29,82.99253152192749,69.42286614028083,002439,启明星辰,bottom_area,2024-01-22,19.4,2024-01-22,19.36,0.20661157024792948,7.438016528925627,28.849687614847486,False,-6.2802,1.4704,1,1,1,100.0,22.924411400247834,22.924411400247834,19.79338842975207,0.20661157024792948,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
30,82.8744035709112,70.47317703037237,600343,航天动力,bottom_area,2024-01-22,8.24,2024-01-22,8.15,1.1042944785276054,8.343558282208585,27.426536064113982,False,-6.4699,1.2637,2,3,2,66.66666666666666,38.62527835886361,55.72413793103447,18.895705521472394,1.1042944785276054,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-6.47%; 状态bottom_area; 底部未确认
31,82.53726211990903,70.1807515535017,300607,拓斯达,bottom_area,2024-01-22,11.95,2024-01-22,11.82,1.0998307952622588,10.067681895093058,29.263913824057454,False,-8.2181,4.1439,2,3,2,66.66666666666666,36.99838225824183,45.9265890778872,18.900169204737743,1.0998307952622588,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-8.22%; 状态bottom_area; 底部未确认
32,82.3812,68.65100000000001,600287,苏豪时尚,bottom_area,2024-01-22,5.48,2024-01-22,5.48,0.0,6.934306569343063,30.191082802547765,False,-6.1644,1.827,1,1,1,100.0,28.499999999999993,28.499999999999993,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.16%; 状态bottom_area; 底部未确认
33,82.30931640257639,69.11036889961677,600416,湘电股份,bottom_area,2024-01-22,12.2,2024-01-22,12.15,0.41152263374484715,6.74897119341564,27.721594289113614,False,-6.226,1.1653,1,1,1,100.0,23.756131744919415,23.756131744919415,19.58847736625515,0.41152263374484715,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-6.23%; 状态bottom_area; 底部未确认
34,81.91756291329692,73.56674339300938,000957,中通客车,bottom_area,2024-01-22,8.14,2024-01-18,7.82,4.092071611253201,8.95140664961636,28.125,True,1.3699,3.4106,2,3,2,66.66666666666666,190.25905745148648,354.54545454545456,15.9079283887468,4.092071611253201,历史2/3次成功; 当前距低点4.09%; 最新日涨幅1.37%; 状态bottom_area; 底部已确认
35,81.6425350057736,69.09100282576046,002151,北斗星通,bottom_area,2024-01-22,26.4,2024-01-22,26.18,0.8403361344537772,7.944996180290305,28.175582990397814,False,-6.5487,1.5091,1,1,1,100.0,28.90843662534986,28.90843662534986,19.15966386554622,0.8403361344537772,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-6.55%; 状态bottom_area; 底部未确认
36,81.48512498169613,69.32737900521145,001309,德明利,bottom_area,2024-01-22,68.77,2024-01-22,68.0,1.1323529411764648,8.676470588235302,29.0187891440501,False,-6.3079,2.8421,2,3,2,66.66666666666666,32.809016367887764,45.392,18.867647058823536,1.1323529411764648,历史2/3次成功; 当前距低点1.13%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
37,81.42648779964162,68.57587896253602,002110,三钢闽光,bottom_area,2024-01-22,3.49,2024-01-22,3.47,0.5763688760806921,6.628242074927954,28.74743326488706,False,-5.4201,0.55,1,1,1,100.0,22.90322580645161,22.90322580645161,19.423631123919307,0.5763688760806921,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
38,81.1748278747506,68.67163398110179,002609,捷顺科技,bottom_area,2024-01-22,8.59,2024-01-22,8.52,0.8215962441314587,8.802816901408452,31.345688960515716,False,-6.427,2.8907,1,1,1,100.0,26.42405063291139,26.42405063291139,19.17840375586854,0.8215962441314587,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-6.43%; 状态bottom_area; 底部未确认
39,81.08514941438645,68.60186011480684,000021,深科技,bottom_area,2024-01-22,12.2,2024-01-22,12.1,0.8264462809917326,6.859504132231406,32.022471910112365,False,-5.353,1.6019,1,1,1,100.0,26.108374384236456,26.108374384236456,19.173553719008268,0.8264462809917326,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-5.35%; 状态bottom_area; 底部未确认
40,80.94359051422407,68.33660563573272,300676,华大基因,bottom_area,2024-01-22,39.7,2024-01-22,39.42,0.7102993404363296,6.189751395230841,29.07520690896005,False,-5.0693,0.6585,1,1,1,100.0,23.258538343696497,23.258538343696497,19.28970065956367,0.7102993404363296,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
41,80.82506802382689,68.42026142064961,605158,华达新材,bottom_area,2024-01-22,7.06,2024-01-22,7.0,0.8571428571428517,8.571428571428566,27.00729927007299,False,-6.117,2.8171,1,1,1,100.0,25.5083179297597,25.5083179297597,19.14285714285715,0.8571428571428517,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-6.12%; 状态bottom_area; 底部未确认
42,78.79754331719451,67.29981575763682,300534,陇神戎发,bottom_area,2024-01-22,8.3,2024-01-22,8.19,1.3431013431013579,9.157509157509159,31.1764705882353,False,-7.1588,3.4939,2,3,2,66.66666666666666,24.491506200221796,26.86762778505898,18.656898656898644,1.3431013431013579,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-7.16%; 状态bottom_area; 底部未确认
43,76.91419075411967,65.2865475532102,603348,文灿股份,bottom_area,2024-01-22,28.13,2024-01-22,27.85,1.005385996409327,7.6481149012567275,31.572481572481575,False,-5.4136,1.2802,2,4,2,50.0,28.97219153238415,31.539888682745836,18.994614003590673,1.005385996409327,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
44,76.62616885635184,66.14630839067652,300538,同益股份,bottom_area,2024-01-22,14.82,2024-01-22,14.54,1.925722145804685,9.697386519944981,28.899755501222497,False,-6.3211,4.5996,2,3,2,66.66666666666666,25.431657077658826,30.150753768844226,18.074277854195316,1.925722145804685,历史2/3次成功; 当前距低点1.93%; 最新日涨幅-6.32%; 状态bottom_area; 底部未确认
45,75.42089509390763,64.02452894219664,600418,江淮汽车,bottom_area,2024-01-22,13.0,2024-01-22,12.87,1.0101010101010162,6.682206682206691,29.44078947368421,False,-4.4118,2.3032,2,4,2,50.0,22.244942178639526,24.365079365079367,18.989898989898986,1.0101010101010162,历史2/4次成功; 当前距低点1.01%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
46,75.38349780086563,64.0415997822812,688286,敏芯股份,bottom_area,2024-01-22,49.0,2024-01-22,48.49,1.051763250154667,10.12579913384202,27.92806183115339,False,-7.6343,1.9235,2,4,2,50.0,22.847419315235673,25.016501650165008,18.948236749845336,1.051763250154667,历史2/4次成功; 当前距低点1.05%; 最新日涨幅-7.63%; 状态bottom_area; 底部未确认
47,74.91210555505211,67.6904890392864,688296,和达科技,bottom_area,2024-01-22,13.91,2024-01-22,13.32,4.429429429429428,12.612612612612612,27.053669222343924,False,-6.5816,2.8373,1,1,1,100.0,25.535420098846778,25.535420098846778,15.570570570570574,4.429429429429428,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-6.58%; 状态bottom_area; 底部未确认
48,74.06741630941015,62.34275225769229,688107,安路科技,bottom_area,2024-01-22,29.5,2024-01-22,29.34,0.5453306066803004,6.850715746421273,29.130434782608695,False,-5.0837,0.6663,2,4,2,50.0,47.34465613399662,67.95615731785945,19.4546693933197,0.5453306066803004,历史2/4次成功; 当前距低点0.55%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
49,73.63412555610478,62.668,603273,天元智能,bottom_area,2024-01-22,20.23,2024-01-22,20.0,1.1500000000000021,8.000000000000007,30.747922437673125,False,-6.1253,14.0582,1,2,1,50.0,201.34228187919464,201.34228187919464,18.85,1.1500000000000021,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-6.13%; 状态bottom_area; 底部未确认
50,73.15091494505494,62.728357142857135,300420,五洋自控,bottom_area,2024-01-22,2.6,2024-01-22,2.56,1.5625000000000013,8.203124999999998,27.683615819209038,False,-6.1372,1.7025,2,4,2,50.0,22.047619047619047,22.666666666666657,18.4375,1.5625000000000013,历史2/4次成功; 当前距低点1.56%; 最新日涨幅-6.14%; 状态bottom_area; 底部未确认
51,72.31214931020891,61.915600000000005,688246,嘉和美康,bottom_area,2024-01-22,25.37,2024-01-22,25.0,1.480000000000004,9.439999999999998,28.591830905455577,False,-7.0355,0.852,1,2,1,50.0,58.0508474576271,58.0508474576271,18.519999999999996,1.480000000000004,历史1/2次成功; 当前距低点1.48%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
52,70.74709717482737,60.071610234569484,688326,经纬恒润,bottom_area,2024-01-22,81.93,2024-01-22,81.1,1.023427866831088,6.017262638717645,31.561181434599163,False,-5.1077,1.315,1,2,1,50.0,34.48938586529221,34.48938586529221,18.97657213316891,1.023427866831088,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
53,69.70504227537171,59.368021978022,002442,龙星科技,bottom_area,2024-01-22,5.1,2024-01-22,5.04,1.1904761904761827,9.920634920634921,28.712871287128717,False,-7.6087,4.1785,1,2,1,50.0,32.75434243176177,32.75434243176177,18.809523809523817,1.1904761904761827,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
54,69.50034045819143,59.09455935446961,000701,厦门信达,bottom_area,2024-01-22,4.6,2024-01-22,4.55,1.098901098901095,9.670329670329679,27.083333333333336,False,-7.4447,3.2889,1,2,1,50.0,30.161579892280066,30.161579892280066,18.901098901098905,1.098901098901095,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-7.44%; 状态bottom_area; 底部未确认
55,69.48600585321633,59.05184508951764,002347,泰尔股份,bottom_area,2024-01-22,4.72,2024-01-22,4.67,1.0706638115631655,8.779443254817991,30.917159763313606,False,-6.3492,10.2794,1,2,1,50.0,29.585798816568047,29.585798816568047,18.929336188436835,1.0706638115631655,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-6.35%; 状态bottom_area; 底部未确认
56,68.92010157505737,58.42754480497585,688001,华兴源创,bottom_area,2024-01-22,25.86,2024-01-22,25.62,0.9367681498828979,6.947697111631528,29.226519337016576,False,-4.646,0.2816,2,4,2,50.0,31.093420358649794,35.3639240506329,19.063231850117106,0.9367681498828979,历史2/4次成功; 当前距低点0.94%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
57,68.3147172146867,58.4861344537815,688068,热景生物,bottom_area,2024-01-22,33.74,2024-01-22,33.25,1.473684210526322,8.541353383458656,32.82828282828283,False,-5.7279,1.6436,1,2,1,50.0,31.484593837534998,31.484593837534998,18.526315789473678,1.473684210526322,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-5.73%; 状态bottom_area; 底部未确认
58,68.28849262383989,58.19841880396876,300602,飞荣达,bottom_area,2024-01-22,13.22,2024-01-22,13.06,1.225114854517612,11.485451761102603,27.88514632799558,False,-7.4878,2.356,1,2,1,50.0,26.890756302520995,26.890756302520995,18.77488514548239,1.225114854517612,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
59,67.84150844448979,57.68664760285442,300508,维宏股份,bottom_area,2024-01-22,22.95,2024-01-22,22.7,1.1013215859030838,9.603524229074889,29.173166926677062,False,-6.2883,2.8195,1,3,1,33.33333333333333,42.06627680311891,42.06627680311891,18.898678414096917,1.1013215859030838,历史1/3次成功; 当前距低点1.10%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
60,67.62166372130385,56.829308755760366,300446,航天智造,bottom_area,2024-01-22,13.08,2024-01-22,13.02,0.46082949308756144,6.758832565284184,27.384272169548247,False,-6.2366,3.5822,1,2,1,50.0,51.92697768762679,51.92697768762679,19.53917050691244,0.46082949308756144,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-6.24%; 状态bottom_area; 底部未确认
61,67.46545907991093,58.22830190365538,002708,光洋股份,bottom_area,2024-01-22,8.51,2024-01-22,8.35,1.9161676646706605,9.22155688622754,30.30050083472455,False,-6.6886,18.9636,1,2,1,50.0,35.522388059701484,35.522388059701484,18.08383233532934,1.9161676646706605,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-6.69%; 状态bottom_area; 底部未确认
62,67.32358249118528,57.250986970978715,605080,浙江自然,bottom_area,2024-01-22,19.2,2024-01-22,18.99,1.10584518167457,11.63770405476567,32.89752650176679,False,-8.3532,9.8799,1,2,1,50.0,20.335021425788852,20.335021425788852,18.894154818325433,1.10584518167457,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
63,67.3078646881288,57.57660714285716,688070,纵横股份,bottom_area,2024-01-22,28.4,2024-01-22,28.0,1.4285714285714235,9.64285714285714,29.648241206030146,False,-5.9603,1.7207,1,2,1,50.0,26.04166666666665,26.04166666666665,18.571428571428577,1.4285714285714235,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
64,67.09609923906928,56.9555162974817,002600,领益智造,bottom_area,2024-01-22,5.01,2024-01-22,4.96,1.0080645161290287,9.677419354838717,27.272727272727277,False,-6.5299,1.007,1,4,1,25.0,38.381201044386415,38.381201044386415,18.99193548387097,1.0080645161290287,历史1/4次成功; 当前距低点1.01%; 最新日涨幅-6.53%; 状态bottom_area; 底部未确认
65,66.75654066367045,56.80318906605919,000868,安凯客车,bottom_area,2024-01-22,4.44,2024-01-22,4.39,1.1389521640091278,8.42824601366743,27.07641196013289,False,-4.9251,2.1382,1,5,1,20.0,69.53846153846153,69.53846153846153,18.861047835990874,1.1389521640091278,历史1/5次成功; 当前距低点1.14%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
66,66.06269246551828,55.83514570049461,300647,超频三,bottom_area,2024-01-22,5.23,2024-01-22,5.19,0.7707129094412337,7.899807321772625,32.33376792698826,False,-6.1041,2.2988,1,2,1,50.0,48.45360824742268,48.45360824742268,19.229287090558767,0.7707129094412337,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-6.10%; 状态bottom_area; 底部未确认
67,65.93194120551901,56.42097658173999,002313,日海智能,bottom_area,2024-01-22,8.4,2024-01-22,8.28,1.4492753623188528,8.695652173913052,28.98799313893654,False,-5.618,2.2498,1,2,1,50.0,20.08238928939237,20.08238928939237,18.55072463768115,1.4492753623188528,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
68,65.63158973062075,56.72412886913881,600397,江钨装备,bottom_area,2024-01-22,2.56,2024-01-22,2.51,1.9920318725099708,9.163346613545835,27.665706051873208,False,-6.5693,3.3728,1,2,1,50.0,28.36538461538461,28.36538461538461,18.00796812749003,1.9920318725099708,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-6.57%; 状态bottom_area; 底部未确认
69,64.67508846699184,55.90286364896835,000576,甘化科工,bottom_area,2024-01-22,7.66,2024-01-22,7.51,1.9973368841544654,9.720372836218381,30.20446096654275,False,-6.6991,1.0431,1,2,1,50.0,24.015009380863045,24.015009380863045,18.002663115845536,1.9973368841544654,历史1/2次成功; 当前距低点2.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
70,64.54636845153121,54.89045610092971,002589,瑞康医药,bottom_area,2024-01-22,2.74,2024-01-22,2.71,1.1070110701107103,7.749077490774907,27.925531914893615,False,-5.8419,2.0143,1,4,1,25.0,28.49162011173183,28.49162011173183,18.89298892988929,1.1070110701107103,历史1/4次成功; 当前距低点1.11%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
71,64.43200658055693,55.36439840307732,002395,双象股份,bottom_area,2024-01-22,16.4,2024-01-22,16.13,1.673899566026036,10.291382517048978,32.53868674194898,False,-5.1475,8.3959,1,3,1,33.33333333333333,36.59976387249114,36.59976387249114,18.326100433973966,1.673899566026036,历史1/3次成功; 当前距低点1.67%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
72,64.36670573417767,54.63056537102475,002009,天奇股份,bottom_area,2024-01-22,11.11,2024-01-22,11.0,0.9999999999999948,9.818181818181818,29.757343550447,False,-8.1818,2.7756,1,2,1,50.0,44.78798586572438,44.78798586572438,19.000000000000007,0.9999999999999948,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-8.18%; 状态bottom_area; 底部未确认
