rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.30927653426808,80.09068376068379,300735,光弘科技,bottom_area,2024-01-22,17.63,2024-01-22,17.55,0.4558404558404461,8.660968660968658,27.178423236514526,False,-7.0148,2.988,3,3,3,100.0,50.43111523258737,93.48973607038124,19.544159544159555,0.4558404558404461,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-7.01%; 状态bottom_area; 底部未确认
2,92.03369091563802,78.86520515826493,300636,同和药业,bottom_area,2024-01-22,8.66,2024-01-22,8.53,1.524032825322401,10.316529894490046,29.211618257261417,False,-7.5774,0.9699,1,1,1,100.0,122.63187748156552,122.63187748156552,18.4759671746776,1.524032825322401,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-7.58%; 状态bottom_area; 底部未确认
3,92.00511250128191,78.85020408163265,002426,胜利精密,bottom_area,2024-01-22,1.99,2024-01-22,1.96,1.5306122448979604,7.1428571428571495,28.72727272727273,False,-4.7847,1.4085,1,1,1,100.0,51.31578947368419,51.31578947368419,18.46938775510204,1.5306122448979604,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
4,91.40023644079828,78.57049013712066,603289,泰瑞机器,bottom_area,2024-01-22,8.39,2024-01-22,8.25,1.6969696969697037,10.909090909090914,28.509532062391674,False,-8.0044,2.2586,2,2,2,100.0,33.86871530221285,40.702947845804985,18.303030303030297,1.6969696969697037,历史2/2次成功; 当前距低点1.70%; 最新日涨幅-8.00%; 状态bottom_area; 底部未确认
5,91.13480939486044,78.39194805194805,002337,赛象科技,bottom_area,2024-01-22,4.7,2024-01-22,4.62,1.731601731601733,8.874458874458877,28.037383177570092,False,-6.0,3.785,1,1,1,100.0,60.465116279069754,60.465116279069754,18.26839826839827,1.731601731601733,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-6.00%; 状态bottom_area; 底部未确认
6,90.58125737076749,77.93909923972438,688337,普源精电,bottom_area,2024-01-22,36.09,2024-01-22,35.47,1.7479560191711434,10.769664505215676,30.01183898973954,False,-6.3327,3.2266,2,2,2,100.0,31.09913421201392,33.36842105263158,18.25204398082886,1.7479560191711434,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-6.33%; 状态bottom_area; 底部未确认
7,90.52337770599478,78.06833723653396,002666,德联集团,bottom_area,2024-01-22,4.35,2024-01-22,4.27,1.8735362997658096,9.836065573770512,27.13310580204779,False,-7.2495,3.2653,1,1,1,100.0,51.275510204081634,51.275510204081634,18.12646370023419,1.8735362997658096,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-7.25%; 状态bottom_area; 底部未确认
8,90.15090221882718,76.98029240184862,300353,东土科技,bottom_area,2024-01-22,7.61,2024-01-22,7.51,1.3315579227696475,9.187749667110513,31.54056517775753,False,-6.3961,2.3211,2,2,2,100.0,20.840024009480672,21.377672209026137,18.668442077230356,1.3315579227696475,历史2/2次成功; 当前距低点1.33%; 最新日涨幅-6.40%; 状态bottom_area; 底部未确认
9,89.90323713405249,77.1946624756773,002397,梦洁股份,bottom_area,2024-01-22,3.11,2024-01-22,3.06,1.6339869281045694,10.784313725490199,30.925507900677196,False,-8.2596,3.757,1,1,1,100.0,42.36641221374045,42.36641221374045,18.36601307189543,1.6339869281045694,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-8.26%; 状态bottom_area; 底部未确认
10,89.46268812985272,76.1956762629006,002681,奋达科技,bottom_area,2024-01-22,4.25,2024-01-22,4.2,1.1904761904761862,8.095238095238091,27.835051546391753,False,-6.3877,1.2281,1,1,1,100.0,31.558935361216733,31.558935361216733,18.809523809523814,1.1904761904761862,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
11,88.77959386721061,75.62374679213002,000042,中洲控股,bottom_area,2024-01-22,5.07,2024-01-22,5.01,1.1976047904191716,8.982035928143716,29.63483146067416,False,-7.3126,1.5719,1,1,1,100.0,28.57142857142858,28.57142857142858,18.80239520958083,1.1976047904191716,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
12,88.41370706766922,75.47511578947372,603075,热威股份,bottom_area,2024-01-22,20.02,2024-01-22,19.76,1.3157894736842004,9.919028340080956,29.554367201426025,False,-7.8269,9.9252,1,1,1,100.0,29.221052631578953,29.221052631578953,18.684210526315802,1.3157894736842004,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
13,88.1995218543559,75.1005829650951,300593,新雷能,bottom_area,2024-01-22,11.18,2024-01-22,11.05,1.176470588235285,8.325791855203619,29.841269841269835,False,-6.2081,2.6078,1,1,1,100.0,25.499655410062033,25.499655410062033,18.823529411764717,1.176470588235285,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
14,88.02150635488596,76.7296103896104,002577,雷柏科技,bottom_area,2024-01-22,14.99,2024-01-22,14.63,2.460697197539299,10.731373889268616,28.634146341463413,False,-7.7538,3.9336,1,1,1,100.0,50.0,50.0,17.539302802460703,2.460697197539299,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-7.75%; 状态bottom_area; 底部未确认
