rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.34461547400672,80.15117774782871,601155,新城控股,bottom_area,2023-10-23,11.52,2023-10-20,11.4,1.0526315789473615,4.73684210526315,27.06333973128599,False,-1.8739,0.6856,2,2,2,100.0,24.2536438055306,24.642857142857142,18.94736842105264,1.0526315789473615,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
2,90.1106932834571,79.03907226569443,300502,新易盛,bottom_area,2023-10-23,33.41,2023-10-23,32.5,2.7999999999999896,10.553846153846152,31.62213338943825,False,-8.616,9.6424,3,3,3,100.0,33.242324009109716,34.5909668057319,17.200000000000014,2.7999999999999896,历史3/3次成功; 当前距低点2.80%; 最新日涨幅-8.62%; 状态bottom_area; 底部未确认
3,89.9885986432161,75.68427135678392,000663,永安林业,bottom_area,2023-10-23,8.0,2023-10-23,7.96,0.5025125628140708,3.6432160804020106,29.99120492524186,False,-2.7947,1.4811,1,1,1,100.0,50.39215686274511,50.39215686274511,19.49748743718593,0.5025125628140708,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
4,87.36672471584076,76.17241398182423,300746,汉嘉数智,bottom_area,2023-10-23,9.54,2023-10-23,9.31,2.470461868958095,4.726100966702465,27.37909516380655,False,-0.9346,1.5357,1,1,1,100.0,36.90896259703598,36.90896259703598,17.529538131041907,2.470461868958095,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
5,87.26576460966392,73.34617661940709,601890,亚星锚链,bottom_area,2023-10-23,8.61,2023-10-23,8.57,0.46674445740955833,3.26721120186697,29.05629139072847,False,-2.0478,1.0181,1,1,1,100.0,36.991150442477874,36.991150442477874,19.533255542590446,0.46674445740955833,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
6,86.88834459046102,74.24497649941317,002703,浙江世宝,bottom_area,2023-10-23,13.33,2023-10-23,13.15,1.3688212927756631,6.311787072243346,28.91891891891892,False,-3.8933,5.8083,1,1,1,100.0,23.257467994310083,23.257467994310083,18.63117870722434,1.3688212927756631,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.89%; 状态bottom_area; 底部未确认
7,86.71467874106072,73.210458576972,688023,安恒信息,bottom_area,2023-10-23,118.9,2023-10-23,118.06,0.7115026257835028,4.5654751821107915,28.365997208907228,False,-2.7164,0.695,1,1,1,100.0,39.261744966442954,39.261744966442954,19.288497374216497,0.7115026257835028,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
8,86.63273996038393,72.90970792069264,002708,光洋股份,bottom_area,2023-10-23,7.47,2023-10-23,7.43,0.5383580080753706,5.383580080753706,29.439696106362774,False,-2.4804,9.4246,1,1,1,100.0,35.522388059701484,35.522388059701484,19.46164199192463,0.5383580080753706,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
9,85.32530906688247,72.01133836272423,600004,白云机场,bottom_area,2023-10-23,10.19,2023-10-23,10.12,0.6916996047430859,2.0750988142292575,31.38983050847458,False,-1.6409,0.4525,1,1,1,100.0,32.57211538461537,32.57211538461537,19.308300395256918,0.6916996047430859,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
10,85.26361791442253,71.59226093683748,001322,箭牌家居,bottom_area,2023-10-23,12.17,2023-10-23,12.12,0.4125412541254184,3.3003300330033034,30.74285714285715,False,-2.4058,2.6477,1,1,1,100.0,26.897069872276486,26.897069872276486,19.587458745874585,0.4125412541254184,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
11,85.04331003155531,71.7495229662666,000938,紫光股份,bottom_area,2023-10-23,19.43,2023-10-23,19.3,0.6735751295336736,4.041450777202059,28.011935844834014,False,-2.9471,1.0858,1,1,1,100.0,30.942334739803094,30.942334739803094,19.326424870466326,0.6735751295336736,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
12,84.20357191854222,71.7269551771619,300488,恒锋工具,bottom_area,2023-10-23,21.11,2023-10-23,20.86,1.1984659635666348,5.417066155321184,27.31707317073171,False,-4.0018,1.6684,2,3,2,66.66666666666666,46.520381222726634,65.52470248827983,18.801534036433367,1.1984659635666348,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
13,84.03579428664428,71.02982179716363,300437,清水源,bottom_area,2023-10-23,11.72,2023-10-23,11.63,0.7738607050730856,5.67497850386929,30.69129916567342,False,-3.1405,1.7514,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,19.226139294926917,0.7738607050730856,历史5/6次成功; 当前距低点0.77%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
14,83.74354036603984,70.37678296146042,000966,长源电力,bottom_area,2023-10-23,4.37,2023-10-23,4.35,0.4597701149425394,3.218390804597714,27.257525083612048,False,-2.6726,0.9718,1,1,1,100.0,20.94117647058823,20.94117647058823,19.54022988505746,0.4597701149425394,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
15,83.66431795284163,70.51090714066808,603098,森特股份,bottom_area,2023-10-23,16.35,2023-10-23,16.25,0.6153846153846242,5.35384615384616,29.835924006908463,False,-4.5534,0.344,1,1,1,100.0,33.78486055776891,33.78486055776891,19.38461538461538,0.6153846153846242,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
16,83.1205473401937,70.08237888302227,000524,岭南控股,bottom_area,2023-10-23,7.88,2023-10-23,7.83,0.6385696040868432,3.1928480204342273,30.089285714285708,False,-1.99,0.6217,1,1,1,100.0,21.550094517958406,21.550094517958406,19.361430395913157,0.6385696040868432,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
17,82.28038445213376,69.00473333333332,002652,扬子新材,bottom_area,2023-10-23,2.89,2023-10-23,2.88,0.34722222222223026,6.250000000000005,27.088607594936715,False,-4.6205,7.743,1,1,1,100.0,22.400000000000002,22.400000000000002,19.65277777777777,0.34722222222223026,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
18,81.7212556886033,69.26849291700661,000688,国城矿业,bottom_area,2023-10-23,9.79,2023-10-23,9.7,0.9278350515463903,5.05154639175258,28.148148148148156,False,-3.7365,0.4041,1,1,1,100.0,30.935251798561143,30.935251798561143,19.07216494845361,0.9278350515463903,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
19,73.07942942155915,62.353231850117076,300586,美联新材,bottom_area,2023-10-23,8.65,2023-10-23,8.54,1.2880562060890073,8.313817330210783,27.008547008547012,False,-5.7734,1.8924,1,2,1,50.0,124.33414043583537,124.33414043583537,18.711943793910994,1.2880562060890073,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
20,72.29823487859157,61.365585828806935,601111,中国国航,bottom_area,2023-10-23,7.05,2023-10-23,6.98,1.0028653295128853,4.011461318051566,27.291666666666657,False,-2.7586,0.5783,1,2,1,50.0,30.97913322632423,30.97913322632423,18.997134670487114,1.0028653295128853,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
21,71.97834205437383,61.10981747066494,002798,帝欧水华,bottom_area,2023-10-23,5.96,2023-10-23,5.9,1.0169491525423662,4.06779661016948,27.96092796092795,False,-2.9316,1.828,1,2,1,50.0,29.776674937965264,29.776674937965264,18.983050847457637,1.0169491525423662,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
22,70.78068331637628,59.679996807770685,600009,上海机场,bottom_area,2023-10-23,34.58,2023-10-23,34.36,0.6402793946449327,1.9790454016298014,29.777232781524628,False,-0.9737,0.4295,2,4,2,50.0,23.97760122344691,27.704918032786885,19.35972060535507,0.6402793946449327,历史2/4次成功; 当前距低点0.64%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
23,69.91882405201085,59.36342536346408,300721,怡达股份,bottom_area,2023-10-23,13.88,2023-10-23,13.74,1.0189228529839924,4.876273653566229,29.06556530717605,False,-2.5965,1.7001,1,2,1,50.0,20.411663807890235,20.411663807890235,18.98107714701601,1.0189228529839924,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
24,69.15053224582512,58.98278803266312,600408,安泰集团,bottom_area,2023-10-23,2.39,2023-10-23,2.36,1.2711864406779767,3.3898305084745797,30.99415204678363,False,-1.6461,1.7129,1,2,1,50.0,21.457489878542503,21.457489878542503,18.728813559322024,1.2711864406779767,历史1/2次成功; 当前距低点1.27%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
25,68.68958227363882,60.12964197501258,600322,津投城开,bottom_area,2023-10-23,2.29,2023-10-19,2.23,2.690582959641258,8.96860986547086,32.012195121951216,True,-1.7167,6.9664,1,2,1,50.0,35.828877005347586,35.828877005347586,17.309417040358742,2.690582959641258,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
26,67.406300695227,57.11010596407024,002333,罗普斯金,bottom_area,2023-10-23,5.58,2023-10-23,5.53,0.90415913200723,3.2549728752260343,32.64311814859927,False,-1.9332,1.9745,1,2,1,50.0,46.728971962616825,46.728971962616825,19.095840867992774,0.90415913200723,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
27,67.40274975450498,56.70289562289561,688103,国力电子,bottom_area,2023-10-23,44.78,2023-10-23,44.55,0.5162738496071919,4.1975308641975415,31.461538461538467,False,-4.0908,0.916,1,2,1,50.0,57.609964966913196,57.609964966913196,19.483726150392812,0.5162738496071919,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
28,65.46808451448827,56.43081021339965,603260,合盛硅业,bottom_area,2023-10-23,54.1,2023-10-23,53.12,1.8448795180722968,4.028614457831327,28.69798657718121,False,-2.0637,0.1989,1,3,1,33.33333333333333,34.21399022188793,34.21399022188793,18.155120481927707,1.8448795180722968,历史1/3次成功; 当前距低点1.84%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
29,65.26895219758642,55.11425024342746,688101,三达膜,bottom_area,2023-10-23,12.57,2023-10-23,12.48,0.7211538461538449,4.246794871794866,27.77777777777778,False,-2.709,0.4553,1,2,1,50.0,33.755274261603375,33.755274261603375,19.278846153846157,0.7211538461538449,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
30,64.56361225151652,54.32034684622784,600328,中盐化工,bottom_area,2023-10-23,7.7,2023-10-23,7.66,0.522193211488251,3.7859007832898173,27.73584905660377,False,-3.2663,0.8227,1,2,1,50.0,37.26315789473683,37.26315789473683,19.47780678851175,0.522193211488251,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
31,64.41713493249937,54.159592416003036,300651,金陵体育,bottom_area,2023-10-23,18.67,2023-10-23,18.58,0.4843918191604059,3.8213132400430623,29.754253308128547,False,-2.659,2.3439,1,2,1,50.0,25.720461095100855,25.720461095100855,19.515608180839592,0.4843918191604059,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
32,63.709285309943944,54.75973429544511,688320,禾川科技,bottom_area,2023-10-23,33.09,2023-10-23,32.54,1.690227412415502,5.869698832206527,29.199303742384686,False,-3.7802,2.7323,1,3,1,33.33333333333333,33.54902936784469,33.54902936784469,18.3097725875845,1.690227412415502,历史1/3次成功; 当前距低点1.69%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
33,62.71312810235136,52.84456479690521,603326,我乐家居,bottom_area,2023-10-23,9.96,2023-10-23,9.9,0.6060606060606111,2.525252525252525,30.76923076923077,False,-1.6782,2.8617,1,2,1,50.0,20.141843971631218,20.141843971631218,19.39393939393939,0.6060606060606111,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
34,61.950997328999065,52.41785919980394,000014,沙河股份,bottom_area,2023-10-23,10.92,2023-10-23,10.83,0.831024930747921,2.770083102493081,31.671924290220822,False,-1.9749,2.239,1,2,1,50.0,20.605355064027936,20.605355064027936,19.16897506925208,0.831024930747921,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
35,61.01420018492832,51.38037910309754,600202,哈空调,bottom_area,2023-10-23,5.28,2023-10-23,5.25,0.5714285714285762,4.3809523809523885,30.0,False,-3.2967,3.1479,1,3,1,33.33333333333333,41.50485436893204,41.50485436893204,19.428571428571427,0.5714285714285762,历史1/3次成功; 当前距低点0.57%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
36,60.464509938259354,50.876718830558346,000428,华天酒店,bottom_area,2023-10-23,3.81,2023-10-23,3.79,0.5277044854881272,3.43007915567282,32.32142857142857,False,-2.0566,1.1219,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,19.472295514511874,0.5277044854881272,历史1/3次成功; 当前距低点0.53%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
37,60.273050847457625,50.22754237288136,601138,工业富联,bottom_area,2023-10-23,14.55,2023-10-23,14.55,0.0,0.0,28.641490926924963,False,-10.0186,0.1199,1,2,1,50.0,21.11581920903954,21.11581920903954,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
38,60.12789020194462,50.83275741710295,002069,獐子岛,bottom_area,2023-10-23,3.85,2023-10-23,3.82,0.7853403141361323,2.879581151832469,32.50883392226149,False,-2.2843,0.7693,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,19.214659685863868,0.7853403141361323,历史1/3次成功; 当前距低点0.79%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
39,59.862731389891,51.68874291855767,603129,春风动力,bottom_area,2023-10-23,106.16,2023-10-23,104.14,1.93969656231995,6.654503552909538,29.67314964883847,False,-4.4206,1.1055,1,3,1,33.33333333333333,20.09633197480549,20.09633197480549,18.06030343768005,1.93969656231995,历史1/3次成功; 当前距低点1.94%; 最新日涨幅-4.42%; 状态bottom_area; 底部未确认
40,58.80265535759795,50.12102516492308,300620,光库科技,bottom_area,2023-10-23,37.78,2023-10-23,37.32,1.2325830653804952,8.681672025723477,28.02314368370299,False,-6.5545,4.3608,1,6,1,16.666666666666664,22.444343480236245,22.444343480236245,18.767416934619504,1.2325830653804952,历史1/6次成功; 当前距低点1.23%; 最新日涨幅-6.55%; 状态bottom_area; 底部未确认
41,57.707000000000036,48.443000000000026,002366,融发核电,bottom_area,2023-10-23,5.02,2023-10-23,5.0,0.39999999999999153,3.5999999999999943,28.469241773962807,False,-3.0888,1.1986,1,4,1,25.0,25.0,25.0,19.60000000000001,0.39999999999999153,历史1/4次成功; 当前距低点0.40%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
42,56.41040021940266,47.533408419147285,601858,中国科传,bottom_area,2023-10-23,23.25,2023-10-23,23.11,0.6057983556901799,5.71181306793596,30.579753679783718,False,-4.8301,1.7214,1,3,1,33.33333333333333,21.243523316062173,21.243523316062173,19.39420164430982,0.6057983556901799,历史1/3次成功; 当前距低点0.61%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
43,55.25231311183923,46.714650287502366,000721,西安饮食,bottom_area,2023-10-23,10.21,2023-10-23,10.13,0.7897334649555782,5.5281342546890295,30.521262002743477,False,-3.6792,4.4189,1,4,1,25.0,20.485175202156327,20.485175202156327,19.210266535044422,0.7897334649555782,历史1/4次成功; 当前距低点0.79%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
