rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.52985699613794,74.70292141069201,300561,汇金科技,bottom_area,2023-09-19,12.73,2023-09-18,12.7,0.23622047244095384,2.5984251968503944,31.239848402815372,False,-1.5468,2.8506,2,2,2,100.0,24.79303273041607,27.62128325508607,14.763779527559045,0.23622047244095384,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
2,83.88098767362065,73.32451935424695,603106,恒银科技,bottom_area,2023-09-19,7.13,2023-09-11,7.11,0.2812939521800221,6.610407876230657,30.634146341463413,False,-1.2465,3.4418,1,1,1,100.0,34.60144927536232,34.60144927536232,14.718706047819976,0.2812939521800221,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
3,81.59494807539929,76.20548907654896,002339,积成电子,bottom_area,2023-09-19,6.78,2023-08-25,6.53,3.828483920367534,9.494640122511488,27.201783723522855,True,-1.31,0.8577,3,4,3,75.0,48.70662588702658,82.94930875576038,11.171516079632465,3.828483920367534,历史3/4次成功; 当前距低点3.83%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
4,78.72352388986701,71.84286752499838,603258,电魂网络,bottom_area,2023-09-19,29.34,2023-09-15,28.6,2.5874125874125817,6.188811188811187,29.695181907571282,False,-0.8784,2.7565,1,1,1,100.0,15.065420560747667,15.065420560747667,12.412587412587417,2.5874125874125817,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
5,76.80113379318955,72.24447423243743,601777,千里科技,bottom_area,2023-09-19,3.71,2023-08-25,3.56,4.2134831460674125,8.146067415730338,27.93522267206478,True,-1.3298,0.4403,1,1,1,100.0,27.96352583586626,27.96352583586626,10.786516853932588,4.2134831460674125,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
6,76.54880227749771,71.3797717142174,603070,万控智造,bottom_area,2023-09-19,16.35,2023-08-28,15.76,3.743654822335036,11.548223350253798,29.955555555555556,True,-2.0958,1.9933,1,1,1,100.0,17.555401662049874,17.555401662049874,11.256345177664965,3.743654822335036,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
7,72.46077437431715,67.77594788273616,300503,昊志机电,bottom_area,2023-09-19,15.95,2023-09-19,15.35,3.9087947882736134,7.817589576547239,29.55484167049105,False,-8.3333,23.5301,1,1,1,100.0,19.61290322580645,19.61290322580645,11.091205211726386,3.9087947882736134,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-8.33%; 状态bottom_area; 底部未确认
8,71.40865475789087,66.10136906741025,002386,天原股份,bottom_area,2023-09-19,5.86,2023-08-31,5.67,3.350970017636691,5.996472663139327,31.604342581423396,False,-0.3401,0.3466,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,11.649029982363308,3.350970017636691,历史2/3次成功; 当前距低点3.35%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
9,70.0680056195628,64.0947261013871,002265,建设工业,bottom_area,2023-09-19,12.49,2023-08-25,12.16,2.7138157894736845,7.1546052631578885,28.344136711844424,True,-1.7309,0.7443,2,4,2,50.0,24.09798979240379,32.75229357798165,12.286184210526315,2.7138157894736845,历史2/4次成功; 当前距低点2.71%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
10,61.813660159231354,54.58061880535144,601778,晶科科技,bottom_area,2023-09-19,3.69,2023-08-29,3.66,0.8196721311475357,7.377049180327869,28.79377431906614,True,-1.0724,0.8443,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,14.180327868852464,0.8196721311475357,历史1/3次成功; 当前距低点0.82%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
11,59.786518226538654,55.726980976013266,002069,獐子岛,bottom_area,2023-09-19,4.18,2023-09-14,4.03,3.7220843672456443,4.962779156327548,28.79858657243816,False,0.0,1.4279,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,11.277915632754356,3.7220843672456443,历史1/3次成功; 当前距低点3.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,55.69657442611952,52.20153596655612,002861,瀛通通讯,bottom_area,2023-09-19,11.65,2023-09-18,11.2,4.017857142857153,5.000000000000004,28.662420382165603,False,-0.0858,5.7827,1,2,1,50.0,18.668012108980825,18.668012108980825,10.982142857142845,4.017857142857153,历史1/2次成功; 当前距低点4.02%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
