rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.15927267720446,81.40447724159938,300363,博腾股份,bottom_area,2023-06-09,29.88,2023-06-08,29.29,2.0143393649709793,4.335950836462955,29.77703188683769,False,1.4946,1.9758,1,1,1,100.0,36.97403760071621,36.97403760071621,12.98566063502902,2.0143393649709793,历史1/1次成功; 当前距低点2.01%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
2,90.04600486264441,80.71531450577665,600935,华塑股份,bottom_area,2023-06-09,3.75,2023-05-31,3.69,1.6260162601626031,3.2520325203252063,27.788649706457928,False,0.5362,0.2426,1,1,1,100.0,28.50877192982458,28.50877192982458,13.373983739837398,1.6260162601626031,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
3,87.94714107250806,79.35132963734381,688176,亚虹医药,bottom_area,2023-06-09,11.35,2023-06-09,11.13,1.9766397124887587,4.043126684636112,31.211372064276876,False,1.0686,1.7944,1,1,1,100.0,25.473484848484844,25.473484848484844,13.02336028751124,1.9766397124887587,历史1/1次成功; 当前距低点1.98%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
4,86.68106578175565,79.07052750901313,603327,福蓉科技,bottom_area,2023-06-09,11.2,2023-06-09,10.92,2.564102564102558,2.8388278388278434,29.548387096774192,False,0.2686,0.2252,3,4,3,75.0,35.33162018906968,52.609776304888165,12.435897435897441,2.564102564102558,历史3/4次成功; 当前距低点2.56%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
5,86.23307973800966,78.92519162461899,300762,上海瀚讯,bottom_area,2023-06-09,11.61,2023-06-09,11.3,2.743362831858396,2.920353982300885,28.390367553865648,False,2.2907,1.3571,1,1,1,100.0,32.580961727183514,32.580961727183514,12.256637168141605,2.743362831858396,历史1/1次成功; 当前距低点2.74%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
6,85.99652423700238,76.36276161684698,002041,登海种业,bottom_area,2023-06-09,15.33,2023-06-07,15.16,1.1213720316622686,2.9023746701846935,28.49056603773585,False,-0.905,0.3786,1,1,1,100.0,21.395106715252467,21.395106715252467,13.878627968337732,1.1213720316622686,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
7,84.44428652179205,77.49434150534027,600995,南网储能,bottom_area,2023-06-09,11.05,2023-06-07,10.74,2.886405959031662,3.351955307262564,32.7909887359199,False,0.546,1.4602,1,1,1,100.0,26.64165103189493,26.64165103189493,12.113594040968337,2.886405959031662,历史1/1次成功; 当前距低点2.89%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
8,84.25421397694652,78.85905747763928,688075,安旭生物,bottom_area,2023-06-09,67.2,2023-05-10,64.65,3.9443155452436143,7.764887857695276,30.37906525953047,True,1.2506,2.018,4,5,4,80.0,31.086542584917854,40.134529147982065,11.055684454756385,3.9443155452436143,历史4/5次成功; 当前距低点3.94%; 最新日涨幅1.25%; 状态bottom_area; 底部已确认
9,83.91057019208382,74.25561533006237,688289,圣湘生物,bottom_area,2023-06-09,17.22,2023-06-09,17.06,0.9378663540445497,2.403282532239157,30.791075050709942,False,0.0,1.0062,1,1,1,100.0,25.182530200451346,25.182530200451346,14.062133645955448,0.9378663540445497,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,83.0192594376521,73.15911604671541,600955,维远股份,bottom_area,2023-06-09,18.36,2023-06-01,18.23,0.7131102578167801,4.552934722984083,28.453689167974883,False,-0.8639,0.2387,2,2,2,100.0,22.33874964805201,25.969084423305596,14.28688974218322,0.7131102578167801,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
11,82.74050096805269,76.84181651309379,601111,中国国航,bottom_area,2023-06-09,8.22,2023-06-02,7.94,3.526448362720406,5.163727959697724,29.920564872021178,False,0.8589,0.5365,1,1,1,100.0,30.97913322632423,30.97913322632423,11.473551637279595,3.526448362720406,历史1/1次成功; 当前距低点3.53%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
12,82.489700774612,78.44312443835211,600009,上海机场,bottom_area,2023-06-09,46.97,2023-06-06,44.82,4.796965640339131,4.819277108433727,29.83719474013776,False,0.7291,0.5566,3,3,3,100.0,21.829065044759854,27.704918032786885,10.203034359660867,4.796965640339131,历史3/3次成功; 当前距低点4.80%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
13,80.77554511398868,73.60985141501665,600256,广汇能源,bottom_area,2023-06-09,7.35,2023-06-01,7.17,2.5104602510460214,5.718270571827059,29.49852507374631,False,-0.9434,0.9371,1,1,1,100.0,23.62204724409449,23.62204724409449,12.489539748953977,2.5104602510460214,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
14,79.37264351930986,72.31128895445326,601669,中国电建,bottom_area,2023-06-09,5.75,2023-06-07,5.61,2.4955436720142545,3.208556149732615,29.78723404255319,False,-0.3466,0.9658,1,1,1,100.0,16.457680250783696,16.457680250783696,12.504456327985745,2.4955436720142545,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
15,78.53687570430489,73.46110731685665,603233,大参林,bottom_area,2023-06-09,26.84,2023-06-09,25.83,3.910181958962453,6.658923732094474,30.713519313304726,False,3.7896,0.818,3,4,3,75.0,21.673775178984123,27.64192139737992,11.089818041037546,3.910181958962453,历史3/4次成功; 当前距低点3.91%; 最新日涨幅3.79%; 状态bottom_area; 底部未确认
16,78.1921685617518,69.15270112738708,002481,双塔食品,bottom_area,2023-06-09,4.46,2023-06-09,4.42,0.9049773755656116,3.1674208144796308,28.70967741935484,False,-1.7621,1.0848,1,1,1,100.0,19.817470664928287,19.817470664928287,14.095022624434389,0.9049773755656116,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
17,77.72611802928698,72.79530860466876,300753,爱朋医疗,bottom_area,2023-06-09,19.34,2023-06-06,18.6,3.978494623655905,7.526881720430099,32.017543859649116,True,-1.1753,19.9379,1,1,1,100.0,28.044496487119456,28.044496487119456,11.021505376344095,3.978494623655905,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
18,76.021826557444,69.70900190730815,600183,生益科技,bottom_area,2023-06-09,14.83,2023-06-08,14.42,2.843273231622747,3.1900138696255262,27.09807886754298,False,1.7845,0.5011,2,3,2,66.66666666666666,23.14515165989969,25.158227848101262,12.156726768377252,2.843273231622747,历史2/3次成功; 当前距低点2.84%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
19,71.69562262207167,62.88834309184765,600984,建设机械,bottom_area,2023-06-09,4.32,2023-06-09,4.3,0.4651162790697782,3.0232558139534857,31.200000000000006,False,-1.8182,0.7818,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,14.534883720930223,0.4651162790697782,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
20,71.05974983863479,66.02497480975683,002690,美亚光电,bottom_area,2023-06-09,24.49,2023-05-15,23.65,3.551797040169133,8.668076109936578,28.765060240963862,True,-0.285,0.5956,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,11.448202959830866,3.551797040169133,历史2/3次成功; 当前距低点3.55%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
21,69.03267141733676,62.75697401576068,000301,东方盛虹,bottom_area,2023-06-09,11.18,2023-06-09,10.92,2.380952380952379,3.021978021978023,27.586206896551722,False,-0.0894,0.5576,2,4,2,50.0,22.019061528667194,28.337639965546952,12.619047619047622,2.380952380952379,历史2/4次成功; 当前距低点2.38%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
22,64.28034869444343,58.79558106072147,002570,贝因美,bottom_area,2023-06-09,4.17,2023-05-30,4.06,2.709359605911338,3.694581280788187,29.636048526863085,False,0.4819,0.8373,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,12.290640394088662,2.709359605911338,历史1/3次成功; 当前距低点2.71%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
23,62.491694837563436,59.084375049436424,300546,雄帝科技,bottom_area,2023-06-09,19.56,2023-06-07,18.72,4.487179487179486,5.448717948717947,27.441860465116285,False,1.1375,2.4562,2,5,2,40.0,27.285721936589546,33.791666666666664,10.512820512820513,4.487179487179486,历史2/5次成功; 当前距低点4.49%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
24,61.34941274052041,55.725928619551915,603333,尚纬股份,bottom_area,2023-06-09,4.38,2023-06-07,4.28,2.3364485981308327,8.411214953271013,29.256198347107432,False,-1.3514,3.3177,1,2,1,50.0,17.005545286506468,17.005545286506468,12.663551401869167,2.3364485981308327,历史1/2次成功; 当前距低点2.34%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
