rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.98884196992894,81.86067879702922,688357,建龙微纳,bottom_area,2024-06-20,25.86,2024-06-06,25.4,1.8110236220472475,8.464566929133866,32.012847965738764,True,0.2326,0.4187,4,5,4,80.0,21.074261587618047,31.65083135391925,8.188976377952754,1.8110236220472475,历史4/5次成功; 当前距低点1.81%; 最新日涨幅0.23%; 状态bottom_area; 底部已确认
12,80.26407525349771,74.03814069505029,600162,香江控股,bottom_area,2024-06-20,1.32,2024-06-20,1.31,0.7633587786259549,3.8167938931297747,31.770833333333325,False,-2.9412,0.6243,2,2,2,100.0,27.68063822751323,28.90624999999999,9.236641221374045,0.7633587786259549,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
13,80.20162600083059,78.02202936286527,301379,天山电子,bottom_area,2024-06-20,18.65,2024-06-20,18.01,3.5535813436979287,6.551915602443086,32.6225215114104,False,1.3587,7.7153,2,2,2,100.0,20.99029476611044,22.58233141662311,6.446418656302072,3.5535813436979287,历史2/2次成功; 当前距低点3.55%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
14,79.59687414776107,75.26963213819673,300621,维业股份,bottom_area,2024-06-20,7.41,2024-06-06,7.26,2.066115702479344,8.815426997245188,32.02247191011236,True,-5.364,2.0516,1,1,1,100.0,28.120300751879686,28.120300751879686,7.933884297520656,2.066115702479344,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-5.36%; 状态bottom_area; 底部已确认
15,79.4496118255886,73.12614338771384,002615,哈尔斯,bottom_area,2024-06-20,6.21,2024-06-06,6.17,0.6482982171799033,7.77957860615884,27.41176470588235,True,-2.9688,2.6081,1,1,1,100.0,28.84012539184954,28.84012539184954,9.351701782820097,0.6482982171799033,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
16,79.33734526494864,72.74764800198825,600185,珠免集团,bottom_area,2024-06-20,4.46,2024-06-20,4.44,0.4504504504504408,5.1801801801801695,28.95999999999999,False,-4.4968,0.9781,2,2,2,100.0,27.12190875814659,38.80903490759753,9.54954954954956,0.4504504504504408,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-4.50%; 状态bottom_area; 底部未确认
17,79.28101362659866,77.42174966821472,688023,安恒信息,bottom_area,2024-06-20,43.39,2024-06-11,41.82,3.754184600669537,9.49306551889048,28.853351480095274,True,-1.2292,3.4674,2,2,2,100.0,33.50156213839389,39.261744966442954,6.245815399330463,3.754184600669537,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
18,79.07356544607099,76.98262852404645,603273,天元智能,bottom_area,2024-06-20,18.74,2024-06-06,18.09,3.5931453841901524,9.729132117191828,29.418650019508384,True,-2.9518,4.2734,3,4,3,75.0,74.3255125585847,201.34228187919464,6.4068546158098485,3.5931453841901524,历史3/4次成功; 当前距低点3.59%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
19,78.94727311018508,72.57108527131784,000718,苏宁环球,bottom_area,2024-06-20,1.73,2024-06-20,1.72,0.5813953488372098,4.069767441860469,29.795918367346946,False,-3.352,1.097,2,2,2,100.0,27.77777777777778,36.111111111111114,9.41860465116279,0.5813953488372098,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
20,78.91038222853875,75.48494477870274,603119,浙江荣泰,bottom_area,2024-06-20,18.07,2024-06-19,17.6,2.6704545454545388,4.715909090909081,32.30769230769231,False,0.8934,1.7978,1,1,1,100.0,13.191296464188579,13.191296464188579,7.329545454545462,2.6704545454545388,历史1/1次成功; 当前距低点2.67%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
21,78.7140182620519,72.31466565730919,603366,日出东方,bottom_area,2024-06-20,3.65,2024-06-20,3.63,0.5509641873278243,3.030303030303039,30.725190839694662,False,-2.4064,0.6497,2,2,2,100.0,15.811096797938903,17.583732057416277,9.449035812672177,0.5509641873278243,历史2/2次成功; 当前距低点0.55%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
22,78.3990161193089,77.19749863089037,300584,海辰药业,confirmed_rebound,2024-06-20,15.42,2024-06-06,14.8,4.189189189189184,10.540540540540531,27.734375,True,-2.2194,2.4676,3,3,3,100.0,31.17661280775102,54.23197492163009,5.810810810810817,4.189189189189184,历史3/3次成功; 当前距低点4.19%; 最新日涨幅-2.22%; 状态confirmed_rebound; 底部已确认
23,77.56113894997202,73.14771441793502,002544,普天科技,bottom_area,2024-06-20,19.06,2024-06-06,18.7,1.9251336898395692,8.28877005347594,28.761904761904766,True,-3.1996,0.8358,1,1,1,100.0,14.983974358974352,14.983974358974352,8.07486631016043,1.9251336898395692,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-3.20%; 状态bottom_area; 底部已确认
24,77.18837254025046,70.17124776386405,603030,全筑股份,bottom_area,2024-06-20,1.4,2024-06-20,1.4,0.0,5.71428571428572,28.20512820512821,False,-4.7619,0.8064,4,5,4,80.0,30.006708407871198,50.5813953488372,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
25,76.95228806971608,69.9566255179237,001322,箭牌家居,bottom_area,2024-06-20,7.63,2024-06-20,7.63,0.0,3.6697247706422047,32.35815602836879,False,-3.5398,1.9992,2,2,2,100.0,18.85282536518115,26.897069872276486,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
26,76.35201377900538,69.72862635876909,605298,必得科技,bottom_area,2024-06-20,8.38,2024-06-20,8.36,0.23923444976078173,4.066985645933013,28.851063829787236,False,-2.5581,0.427,1,1,1,100.0,14.753123140987512,14.753123140987512,9.760765550239219,0.23923444976078173,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
27,75.99011291602974,69.6993800102337,000886,海南高速,bottom_area,2024-06-20,4.31,2024-06-20,4.29,0.46620046620045624,3.729603729603733,31.13964686998395,False,-2.9279,1.6471,1,1,1,100.0,17.378048780487816,17.378048780487816,9.533799533799545,0.46620046620045624,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
28,75.44667030781939,69.74571612057258,000034,神州数码,bottom_area,2024-06-20,23.0,2024-06-20,22.8,0.8771929824561372,4.210526315789477,27.31909467644246,False,-3.4019,5.4543,2,2,2,100.0,16.213527529960025,16.910866910866908,9.122807017543863,0.8771929824561372,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
29,75.07674633909771,69.28495696758836,600231,凌钢股份,bottom_area,2024-06-20,1.28,2024-06-20,1.27,0.7874015748031503,6.2992125984252025,27.84090909090909,False,-3.7594,0.496,1,1,1,100.0,29.302325581395344,29.302325581395344,9.21259842519685,0.7874015748031503,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
30,75.06088738448166,68.8692747065381,000897,津滨发展,bottom_area,2024-06-20,2.08,2024-06-20,2.07,0.48309178743962466,2.898550724637684,27.368421052631586,False,-2.3474,1.9165,1,1,1,100.0,13.122171945701359,13.122171945701359,9.516908212560377,0.48309178743962466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
31,74.9323761900693,68.1203419909721,300639,凯普生物,bottom_area,2024-06-20,4.72,2024-06-20,4.72,0.0,3.601694915254236,30.79178885630499,False,-1.8711,1.1861,3,4,3,75.0,19.59861285468876,33.27433628318583,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
32,74.66488679245283,67.87716981132075,000402,金融街,bottom_area,2024-06-20,2.43,2024-06-20,2.43,0.0,3.292181069958832,30.571428571428566,False,-3.5714,0.9389,1,1,1,100.0,24.339622641509433,24.339622641509433,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
33,74.33788128759831,68.44874094315406,002244,滨江集团,bottom_area,2024-06-20,7.52,2024-06-20,7.47,0.6693440428380164,3.212851405622493,29.19431279620854,False,-2.5907,1.5353,1,1,1,100.0,13.14432989690721,13.14432989690721,9.330655957161985,0.6693440428380164,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
34,74.18934833648845,71.14047100759166,300668,杰恩股份,confirmed_rebound,2024-06-20,14.7,2024-06-06,14.3,2.7972027972027873,11.678321678321678,27.48478701825557,True,-3.3531,0.6062,1,1,1,100.0,25.097276264591432,25.097276264591432,7.202797202797213,2.7972027972027873,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-3.35%; 状态confirmed_rebound; 底部已确认
35,74.0942323693206,72.14824906130572,300642,透景生命,bottom_area,2024-06-20,11.79,2024-06-06,11.38,3.602811950790846,8.963093145869943,27.28434504792332,True,-1.5038,0.8334,1,1,1,100.0,19.960539296284104,19.960539296284104,6.397188049209154,3.602811950790846,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
36,73.60256195643147,67.39695548878487,002792,通宇通讯,bottom_area,2024-06-20,10.6,2024-06-20,10.56,0.3787878787878707,4.734848484848484,27.47252747252747,False,-4.3321,3.3908,1,1,1,100.0,14.14296694850115,14.14296694850115,9.62121212121213,0.3787878787878707,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
37,73.05934310089249,67.27961756509877,600322,津投城开,bottom_area,2024-06-20,1.49,2024-06-20,1.48,0.6756756756756763,5.405405405405411,28.502415458937193,False,-4.4872,2.1854,3,4,3,75.0,21.318054331394194,35.828877005347586,9.324324324324325,0.6756756756756763,历史3/4次成功; 当前距低点0.68%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
38,72.6375140789046,72.16792824443736,002162,悦心健康,bottom_area,2024-06-20,2.92,2024-06-06,2.79,4.659498207885301,9.318996415770602,28.64450127877238,True,-3.3113,1.0129,1,1,1,100.0,43.23432343234324,43.23432343234324,5.340501792114699,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
39,72.21580793706919,70.18155982616582,300651,金陵体育,confirmed_rebound,2024-06-20,12.42,2024-06-06,12.0,3.4999999999999996,10.250000000000004,28.99408284023668,True,-2.9688,2.1462,3,4,3,75.0,22.508386162181807,25.720461095100855,6.5,3.4999999999999996,历史3/4次成功; 当前距低点3.50%; 最新日涨幅-2.97%; 状态confirmed_rebound; 底部已确认
40,72.16970295184923,69.69934637159034,000590,古汉医药,bottom_area,2024-06-20,5.53,2024-06-06,5.36,3.1716417910447747,9.328358208955223,31.016731016731008,True,-3.3217,1.275,1,1,1,100.0,11.724137931034493,11.724137931034493,6.828358208955226,3.1716417910447747,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-3.32%; 状态bottom_area; 底部已确认
41,70.83197923722146,64.63754759290171,002410,广联达,bottom_area,2024-06-20,10.08,2024-06-20,10.06,0.19880715705764984,4.47316103379721,28.347578347578338,False,-4.0913,1.7444,3,5,3,60.0,33.767891994586805,45.94594594594595,9.801192842942351,0.19880715705764984,历史3/5次成功; 当前距低点0.20%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
42,70.73214173024057,70.67939591239548,002278,神开股份,confirmed_rebound,2024-06-20,4.02,2024-06-06,3.83,4.960835509138368,11.22715404699738,30.990990990990987,True,-1.9512,2.6781,2,2,2,100.0,22.258606845327712,33.74485596707818,5.039164490861632,4.960835509138368,历史2/2次成功; 当前距低点4.96%; 最新日涨幅-1.95%; 状态confirmed_rebound; 底部已确认
43,69.6886819132426,67.39191702798396,002589,瑞康医药,confirmed_rebound,2024-06-20,2.23,2024-06-06,2.16,3.240740740740733,12.037037037037027,29.18032786885245,True,-2.193,0.8763,4,6,4,66.66666666666666,22.387845431215993,37.073170731707336,6.7592592592592675,3.240740740740733,历史4/6次成功; 当前距低点3.24%; 最新日涨幅-2.19%; 状态confirmed_rebound; 底部已确认
44,68.7963521298155,65.10484055211808,688092,爱科科技,bottom_area,2024-06-20,22.31,2024-06-17,21.85,2.1052631578947243,4.622425629290609,32.35294117647058,False,0.3599,1.4471,1,2,1,50.0,42.12279866730127,42.12279866730127,7.894736842105276,2.1052631578947243,历史1/2次成功; 当前距低点2.11%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
45,68.6297328567042,63.83282802852509,300459,汤姆猫,bottom_area,2024-06-20,3.38,2024-06-11,3.34,1.1976047904191627,7.4850299401197615,27.391304347826086,True,-3.1519,2.1253,2,4,2,50.0,14.31917715419771,15.133531157270022,8.802395209580837,1.1976047904191627,历史2/4次成功; 当前距低点1.20%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
46,68.48038943475578,62.659027118045465,002218,拓日新能,bottom_area,2024-06-20,2.96,2024-06-20,2.95,0.3389830508474504,4.406779661016945,28.743961352656992,False,-3.5831,1.9267,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,9.66101694915255,0.3389830508474504,历史2/3次成功; 当前距低点0.34%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
47,68.3957036643213,68.29556354182596,002012,凯恩股份,bottom_area,2024-06-20,3.41,2024-06-06,3.25,4.923076923076927,9.53846153846154,28.88402625820569,True,-3.125,1.2469,1,1,1,100.0,25.646123260437374,25.646123260437374,5.076923076923073,4.923076923076927,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
48,68.33842597337136,62.29077765714379,000002,万科A,bottom_area,2024-06-20,7.21,2024-06-20,7.2,0.13888888888888593,3.611111111111108,27.419354838709676,False,-3.4806,1.874,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,9.861111111111114,0.13888888888888593,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
49,67.89520727663076,62.73070207106093,000705,浙江震元,bottom_area,2024-06-20,7.13,2024-06-06,7.07,0.8486562942008431,5.799151343705801,27.26337448559671,False,-2.861,2.4861,2,3,2,66.66666666666666,23.48909545791496,34.04605263157895,9.151343705799157,0.8486562942008431,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
50,67.88979583975348,65.50769774011299,300749,顶固集创,bottom_area,2024-06-20,5.28,2024-06-06,5.12,3.1250000000000027,9.765625,28.391608391608393,True,-2.9412,1.835,2,3,2,66.66666666666666,17.290489642184564,20.833333333333336,6.874999999999998,3.1250000000000027,历史2/3次成功; 当前距低点3.13%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
51,67.79268705792937,67.59834182518196,002786,银宝山新,confirmed_rebound,2024-06-20,8.0,2024-06-06,7.63,4.849279161205768,11.533420707732633,29.547553093259467,True,-3.8462,2.0355,5,6,5,83.33333333333334,17.319166555902065,22.074688796680498,5.150720838794232,4.849279161205768,历史5/6次成功; 当前距低点4.85%; 最新日涨幅-3.85%; 状态confirmed_rebound; 底部已确认
52,64.12980112802322,58.75393500972454,601778,晶科科技,bottom_area,2024-06-20,2.47,2024-06-20,2.46,0.40650406504065983,5.691056910569111,28.901734104046245,False,-4.6332,1.4703,2,4,2,50.0,26.348195043103452,42.344827586206904,9.593495934959341,0.40650406504065983,历史2/4次成功; 当前距低点0.41%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
53,61.016563459108305,56.6872816143029,000779,甘咨询,bottom_area,2024-06-20,7.11,2024-06-06,7.03,1.1379800853485074,7.254623044096725,27.30093071354705,False,-3.5278,1.5245,1,2,1,50.0,17.69825918762089,17.69825918762089,8.862019914651494,1.1379800853485074,历史1/2次成功; 当前距低点1.14%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
54,52.05718407495045,50.937505168764,002524,光正眼科,confirmed_rebound,2024-06-20,3.23,2024-06-06,3.11,3.858520900321547,12.218649517684899,31.34657836644592,True,-2.7108,1.1122,1,2,1,50.0,10.940499040307108,10.940499040307108,6.141479099678453,3.858520900321547,历史1/2次成功; 当前距低点3.86%; 最新日涨幅-2.71%; 状态confirmed_rebound; 底部已确认
55,48.28119346131331,48.16343445287108,002196,方正电机,confirmed_rebound,2024-06-20,4.09,2024-06-06,3.9,4.8717948717948705,11.538461538461533,29.602888086642604,True,-3.5377,1.4103,1,2,1,50.0,18.661971830985923,18.661971830985923,5.12820512820513,4.8717948717948705,历史1/2次成功; 当前距低点4.87%; 最新日涨幅-3.54%; 状态confirmed_rebound; 底部已确认
