rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.86505397806386,83.37426352547807,688083,中望软件,bottom_area,2022-08-31,177.0,2022-08-31,175.01,1.137077881263933,3.8226387063596357,32.42074371548829,False,0.4711,1.0052,2,2,2,100.0,20.144091907310933,21.52777777777778,13.862922118736066,1.137077881263933,历史2/2次成功; 当前距低点1.14%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
2,91.51856345714104,81.78910046969183,300480,光力科技,bottom_area,2022-08-31,15.93,2022-08-31,15.7,1.4649681528662448,7.006369426751602,29.753914988814323,False,-5.1221,2.6024,3,3,3,100.0,31.66251536681112,39.69465648854962,13.535031847133755,1.4649681528662448,历史3/3次成功; 当前距低点1.46%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
3,89.7628926721298,78.74136220994801,001212,中旗新材,bottom_area,2022-08-31,27.87,2022-08-31,27.74,0.46863734679164587,6.0562364816150085,28.72559095580679,False,-5.2363,5.1507,3,3,3,100.0,42.90244817544601,82.06521739130437,14.531362653208355,0.46863734679164587,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-5.24%; 状态bottom_area; 底部未确认
4,88.80948353233012,79.2210202007721,605258,协和电子,bottom_area,2022-08-31,23.01,2022-08-31,22.7,1.3656387665198337,4.845814977973575,27.936507936507937,False,-3.3193,2.9253,1,1,1,100.0,49.971379507727534,49.971379507727534,13.634361233480167,1.3656387665198337,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
5,87.9946308526235,77.24562501713879,603327,福蓉科技,bottom_area,2022-08-31,17.84,2022-08-31,17.75,0.507042253521126,8.112676056338035,29.841897233201582,False,-5.6584,1.3893,3,3,3,100.0,35.33162018906968,52.609776304888165,14.492957746478874,0.507042253521126,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
6,86.84088107502798,77.029726443769,688058,宝兰德,bottom_area,2022-08-31,40.85,2022-08-31,40.42,1.0638297872340419,5.0964868876793545,31.49152542372881,False,-2.3195,2.5927,1,1,1,100.0,24.27558257345491,24.27558257345491,13.936170212765958,1.0638297872340419,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
7,86.28175833908988,75.02761594703468,603185,弘元绿能,bottom_area,2022-08-31,134.87,2022-08-31,134.87,0.0,11.588937495365904,28.933501949625878,False,-9.9967,3.6374,3,3,3,100.0,29.449548102336955,43.51028702057404,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
8,85.53915407144252,74.76963094563868,002536,飞龙股份,bottom_area,2022-08-31,7.21,2022-08-31,7.19,0.2781641168289231,6.53685674547983,31.196172248803823,False,-6.2419,5.3618,2,2,2,100.0,35.88088780649803,55.505617977528075,14.721835883171074,0.2781641168289231,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-6.24%; 状态bottom_area; 底部未确认
9,84.74832947185791,75.53210224558049,002671,龙泉股份,bottom_area,2022-08-31,4.61,2022-08-26,4.55,1.3186813186813295,5.4945054945054945,27.316293929712458,False,-1.9149,1.0488,1,1,1,100.0,19.347826086956534,19.347826086956534,13.681318681318668,1.3186813186813295,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
10,82.97114268699924,73.5549107576915,002346,柘中股份,bottom_area,2022-08-31,14.67,2022-08-31,14.52,1.033057851239672,5.234159779614324,29.855072463768117,False,-3.296,2.2945,1,1,1,100.0,15.431627196333075,15.431627196333075,13.966942148760328,1.033057851239672,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
11,82.45784836018753,74.06393565286305,002119,康强电子,bottom_area,2022-08-31,12.9,2022-08-31,12.68,1.7350157728706677,4.100946372239744,30.25302530253025,False,-0.8455,6.0844,1,1,1,100.0,16.557911908646,16.557911908646,13.26498422712933,1.7350157728706677,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
12,80.71390391559203,70.91527030666263,002765,蓝黛科技,bottom_area,2022-08-31,9.09,2022-08-31,9.04,0.5530973451327512,11.946902654867259,29.704510108864703,False,-8.3669,5.6774,2,2,2,100.0,18.52866802992104,19.96726677577741,14.446902654867246,0.5530973451327512,历史2/2次成功; 当前距低点0.55%; 最新日涨幅-8.37%; 状态bottom_area; 底部未确认
13,80.16296836966224,70.4669825918762,002110,三钢闽光,bottom_area,2022-08-31,5.2,2022-08-31,5.17,0.5802707930367553,1.547388781431336,30.41722745625841,False,-0.7634,0.356,1,1,1,100.0,22.90322580645161,22.90322580645161,14.419729206963245,0.5802707930367553,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
14,79.45606288626018,72.99955801104974,300611,美力科技,bottom_area,2022-08-31,9.78,2022-08-31,9.5,2.9473684210526248,11.789473684210519,31.70381020848311,False,-7.2986,5.5746,1,1,1,100.0,35.911602209944746,35.911602209944746,12.052631578947375,2.9473684210526248,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-7.30%; 状态bottom_area; 底部未确认
