rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.86505397806386,83.37426352547807,688083,中望软件,bottom_area,2022-08-31,177.0,2022-08-31,175.01,1.137077881263933,3.8226387063596357,32.42074371548829,False,0.4711,1.0052,2,2,2,100.0,20.144091907310933,21.52777777777778,13.862922118736066,1.137077881263933,历史2/2次成功; 当前距低点1.14%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
15,79.429251263461,69.30492521239681,603178,圣龙股份,bottom_area,2022-08-31,10.98,2022-08-31,10.96,0.1824817518248136,10.948905109489043,27.513227513227505,False,-9.6296,4.004,1,1,1,100.0,21.994535519125673,21.994535519125673,14.817518248175185,0.1824817518248136,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-9.63%; 状态bottom_area; 底部未确认
16,79.35147489205089,69.19796003048343,688045,必易微,bottom_area,2022-08-31,59.2,2022-08-31,59.11,0.1522585010996505,5.565894095753678,28.61111111111111,False,-4.3,6.9396,1,1,1,100.0,21.048975338659265,21.048975338659265,14.84774149890035,0.1522585010996505,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
17,78.89099817104764,73.21805188879111,000715,中兴商业,bottom_area,2022-08-31,5.04,2022-08-03,4.87,3.4907597535934274,7.802874743326487,27.421758569299552,True,-1.9455,1.2246,1,1,1,100.0,24.33862433862435,24.33862433862435,11.509240246406572,3.4907597535934274,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
18,78.76560096153847,68.49182692307693,002329,皇氏集团,bottom_area,2022-08-31,8.02,2022-08-31,8.02,0.0,10.847880299251884,27.223230490018153,False,-9.9888,25.4305,1,1,1,100.0,27.644230769230756,27.644230769230756,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
19,78.497525157932,68.6173885901923,603055,台华新材,bottom_area,2022-08-31,10.73,2022-08-31,10.7,0.28037383177571157,5.233644859813089,30.202217873450753,False,-4.1964,0.4882,1,1,1,100.0,19.498069498069512,19.498069498069512,14.719626168224288,0.28037383177571157,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
20,77.44267823982501,67.79240523435301,688286,敏芯股份,bottom_area,2022-08-31,47.78,2022-08-31,47.61,0.3570678428901527,4.9149338374291185,27.983663590984726,False,-3.3771,1.899,1,1,1,100.0,16.00279524807827,16.00279524807827,14.642932157109847,0.3570678428901527,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
21,77.1610682701253,67.87348254620123,300503,昊志机电,bottom_area,2022-08-31,9.8,2022-08-31,9.74,0.6160164271047278,6.262833675564676,32.31410701876303,False,-4.8544,6.1744,1,1,1,100.0,19.61290322580645,19.61290322580645,14.38398357289527,0.6160164271047278,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
22,76.9827624331812,68.08772186252831,300707,威唐工业,bottom_area,2022-08-31,18.88,2022-08-31,18.71,0.9086050240512995,9.513629075360756,29.021244309559936,False,-7.6321,5.6208,1,1,1,100.0,24.351297405189634,24.351297405189634,14.0913949759487,0.9086050240512995,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-7.63%; 状态bottom_area; 底部未确认
23,76.70742258707745,67.48929868080839,603260,合盛硅业,bottom_area,2022-08-31,112.2,2022-08-31,111.5,0.6278026905829622,6.008968609865473,27.50325097529259,False,-4.5431,0.7597,1,1,1,100.0,17.691875351277094,17.691875351277094,14.372197309417038,0.6278026905829622,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
24,74.03308338302679,66.11105135925735,603197,保隆科技,bottom_area,2022-08-31,49.17,2022-08-31,48.48,1.4232673267326834,9.61221122112212,29.00863962512814,False,-6.4854,4.8356,2,3,2,66.66666666666666,19.08297955667312,20.16154085119603,13.576732673267317,1.4232673267326834,历史2/3次成功; 当前距低点1.42%; 最新日涨幅-6.49%; 状态bottom_area; 底部未确认
25,71.81980216559643,68.50233392830927,688115,思林杰,bottom_area,2022-08-31,50.59,2022-08-29,48.2,4.958506224066391,10.954356846473017,30.647482014388483,True,-0.0198,4.5001,1,1,1,100.0,16.977032898820603,16.977032898820603,10.041493775933608,4.958506224066391,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-0.02%; 状态bottom_area; 底部已确认
26,68.08253333582708,60.65367163408442,002520,日发精机,bottom_area,2022-08-31,6.25,2022-08-31,6.17,1.2965964343598066,5.024311183144254,29.16188289322618,False,-2.648,3.413,1,2,1,50.0,30.752212389380546,30.752212389380546,13.703403565640194,1.2965964343598066,历史1/2次成功; 当前距低点1.30%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
27,65.44982900104235,58.25454804826885,605319,无锡振华,bottom_area,2022-08-31,13.8,2022-08-29,13.63,1.2472487160674977,5.209097578870132,27.345415778251603,False,-2.197,1.237,1,2,1,50.0,17.248790972595383,17.248790972595383,13.752751283932502,1.2472487160674977,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
28,61.48840735208827,54.674686575863454,300400,劲拓股份,bottom_area,2022-08-31,15.25,2022-08-31,15.07,1.1944260119442582,5.175846051758456,32.23920863309352,False,-3.5421,2.0272,1,3,1,33.33333333333333,27.014218009478668,27.014218009478668,13.805573988055741,1.1944260119442582,历史1/3次成功; 当前距低点1.19%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
29,58.31321067451614,51.11518055233057,601606,长城军工,bottom_area,2022-08-31,11.71,2022-08-29,11.66,0.4288164665523217,4.2024013722126945,27.033792240300375,False,-3.0629,1.8249,1,2,1,50.0,18.886462882096076,18.886462882096076,14.571183533447678,0.4288164665523217,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
30,58.18693603002635,51.23825819458019,688288,鸿泉技术,bottom_area,2022-08-31,19.43,2022-08-31,19.3,0.6735751295336736,3.782383419689121,29.355783308931183,False,-3.0923,1.2829,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,14.326424870466326,0.6735751295336736,历史1/3次成功; 当前距低点0.67%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
31,54.915299552824585,48.14336998124233,300620,光库科技,bottom_area,2022-08-31,39.14,2022-08-31,38.97,0.4362329997433968,8.314087759815248,28.587135788895,False,-5.9587,1.3082,1,3,1,33.33333333333333,22.444343480236245,22.444343480236245,14.563767000256602,0.4362329997433968,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
