rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.88061846688665,87.11009259508207,002761,浙江建投,bottom_area,2025-01-09,8.2,2025-01-08,8.01,2.372034956304613,3.7453183520599342,28.482142857142854,False,0.0,1.0913,7,7,7,100.0,22.034044599228856,43.73730534867976,5.627965043695387,2.372034956304613,历史7/7次成功; 当前距低点2.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.79553779106503,85.46952721360243,688225,亚信安全,bottom_area,2025-01-09,16.55,2025-01-06,16.13,2.6038437693738485,7.5635461872287815,31.068376068376068,False,0.6079,0.784,4,4,4,100.0,16.05532799878933,21.557788944723633,5.396156230626152,2.6038437693738485,历史4/4次成功; 当前距低点2.60%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
3,87.76632675096924,86.85535032595666,603185,弘元绿能,bottom_area,2025-01-09,15.56,2025-01-08,15.04,3.4574468085106473,7.047872340425547,30.20881670533643,True,0.2577,1.4959,6,6,6,100.0,24.77596263097275,43.51028702057404,4.542553191489353,3.4574468085106473,历史6/6次成功; 当前距低点3.46%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
4,87.40392718297613,85.99038658163423,002246,北化股份,bottom_area,2025-01-09,9.49,2025-01-06,9.2,3.1521739130434887,4.347826086956526,27.38752959747435,False,0.4233,1.1925,4,4,4,100.0,25.577113458996685,31.992687385740403,4.847826086956512,3.1521739130434887,历史4/4次成功; 当前距低点3.15%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,86.75048139160918,85.32921173682553,688135,利扬芯片,bottom_area,2025-01-09,16.09,2025-01-08,15.6,3.1410256410256423,5.705128205128197,27.97783933518006,False,0.1868,1.8126,4,4,4,100.0,21.885753754645094,40.41850220264317,4.858974358974358,3.1410256410256423,历史4/4次成功; 当前距低点3.14%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
6,86.62284295198961,83.86507128281247,605266,健之佳,bottom_area,2025-01-09,21.19,2025-01-08,20.71,2.3177209077740244,3.5248672139063277,27.536738978306502,False,-0.2824,1.3247,6,6,6,100.0,26.395026626544265,55.413271245634455,5.682279092225976,2.3177209077740244,历史6/6次成功; 当前距低点2.32%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
7,86.50193163580917,84.82138537910653,600199,金种子酒,bottom_area,2025-01-09,11.75,2025-01-08,11.41,2.9798422436459235,4.645048203330406,27.232142857142854,False,0.3416,1.1667,4,4,4,100.0,17.179708035587232,23.70304114490161,5.0201577563540765,2.9798422436459235,历史4/4次成功; 当前距低点2.98%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
8,85.88359175388318,83.04470662860572,002495,佳隆股份,bottom_area,2025-01-09,2.27,2025-01-08,2.22,2.2522522522522443,5.40540540540539,27.6872964169381,False,-2.1552,8.4906,5,5,5,100.0,21.181944966348635,38.07339449541283,5.747747747747756,2.2522522522522443,历史5/5次成功; 当前距低点2.25%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
9,85.29259961536138,81.69924743385504,600322,津投城开,bottom_area,2025-01-09,2.31,2025-01-09,2.27,1.7621145374449354,3.9647577092510953,31.00303951367781,False,-3.3473,6.0475,4,4,4,100.0,18.15520741521231,35.828877005347586,6.237885462555065,1.7621145374449354,历史4/4次成功; 当前距低点1.76%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
10,85.24975543491611,81.51810401877336,600325,华发股份,bottom_area,2025-01-09,5.47,2025-01-08,5.38,1.672862453531596,2.9739776951672887,27.10027100271003,False,-0.3643,0.7602,3,3,3,100.0,22.53887318723322,32.553606237816766,6.327137546468404,1.672862453531596,历史3/3次成功; 当前距低点1.67%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
11,83.49331016282719,78.2989354146057,300347,泰格医药,bottom_area,2025-01-09,50.25,2025-01-08,49.92,0.6610576923076888,3.9863782051281946,27.75687409551374,False,-0.495,1.9987,4,4,4,100.0,16.000790070253917,23.423271500843175,7.338942307692312,0.6610576923076888,历史4/4次成功; 当前距低点0.66%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
12,83.3738065771753,81.18848323672023,601865,福莱特,bottom_area,2025-01-09,19.2,2025-01-06,18.71,2.618920363442001,5.451630144307854,30.2386278896346,False,0.0521,0.6566,2,2,2,100.0,26.557105727784926,39.24894003634159,5.381079636557999,2.618920363442001,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
13,83.3331690394006,82.07828328604943,000718,苏宁环球,bottom_area,2025-01-09,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,0.0,1.1322,3,3,3,100.0,21.932173136992418,36.111111111111114,4.788990825688081,3.2110091743119193,历史3/3次成功; 当前距低点3.21%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
