rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.33838454522113,79.12707773851591,600106,重庆路桥,bottom_area,2024-12-24,5.78,2024-12-24,5.66,2.1201413427561855,4.9469964664310995,29.514321295143205,False,-1.0274,3.2587,1,1,1,100.0,48.50000000000001,48.50000000000001,17.879858657243815,2.1201413427561855,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
12,75.03995056444195,64.84389413067748,300635,中达安,bottom_area,2024-12-24,10.29,2024-12-24,10.09,1.9821605550049484,6.3429137760158625,27.200577200577197,False,-2.0,4.7291,2,4,2,50.0,28.350646215530983,32.72214386459803,18.017839444995055,1.9821605550049484,历史2/4次成功; 当前距低点1.98%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
13,74.10691609453075,64.4222879979262,002741,光华科技,bottom_area,2024-12-24,18.16,2024-12-24,17.75,2.3098591549295784,5.126760563380282,29.563492063492063,False,-4.2699,14.3156,2,4,2,50.0,40.3159509202454,40.99999999999999,17.690140845070424,2.3098591549295784,历史2/4次成功; 当前距低点2.31%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
14,72.79005710582456,62.17351602576105,600198,大唐电信,bottom_area,2024-12-24,9.78,2024-12-24,9.65,1.3471502590673472,7.357512953367866,31.994362226920366,False,-7.5614,12.3736,2,5,2,40.0,38.09149793782044,43.60189573459716,18.652849740932652,1.3471502590673472,历史2/5次成功; 当前距低点1.35%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
15,72.24099570814457,62.68846735004283,000620,盈新发展,bottom_area,2024-12-24,2.31,2024-12-24,2.26,2.2123893805309858,3.539823008849561,27.795527156549525,False,-0.431,1.161,3,7,3,42.857142857142854,35.0606804635748,58.4192439862543,17.787610619469017,2.2123893805309858,历史3/7次成功; 当前距低点2.21%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
16,71.51348701305302,64.46958762445514,605337,李子园,bottom_area,2024-12-24,11.88,2024-12-24,11.39,4.302019315188764,5.531167690956971,31.673665266946614,False,2.7682,3.5461,2,4,2,50.0,32.30210571551354,37.98882681564246,15.697980684811238,4.302019315188764,历史2/4次成功; 当前距低点4.30%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
17,71.0209251906282,61.38457561140728,002162,悦心健康,bottom_area,2024-12-24,3.58,2024-12-24,3.51,1.9943019943020026,6.267806267806273,30.21868787276343,False,-2.1858,3.1209,1,2,1,50.0,43.23432343234324,43.23432343234324,18.005698005697997,1.9943019943020026,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
18,70.73374185042958,60.85548706286159,300651,金陵体育,bottom_area,2024-12-24,13.43,2024-12-24,13.2,1.7424242424242458,5.000000000000002,30.121757543673905,False,-1.6117,8.7975,2,5,2,40.0,25.635560944026203,25.720461095100855,18.257575757575754,1.7424242424242458,历史2/5次成功; 当前距低点1.74%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
19,69.78997201301877,59.88268038852913,600148,长春一东,bottom_area,2024-12-24,19.1,2024-12-24,18.8,1.5957446808510676,7.180851063829776,27.636643571978443,False,-4.3565,3.517,1,2,1,50.0,40.489130434782616,40.489130434782616,18.40425531914893,1.5957446808510676,历史1/2次成功; 当前距低点1.60%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
20,69.32986180989853,60.37239328813824,002167,东方锆业,bottom_area,2024-12-24,7.67,2024-12-24,7.49,2.4032042723631473,3.337783711615487,28.049951969260327,False,0.0,4.2358,1,4,1,25.0,41.1650485436893,41.1650485436893,17.596795727636856,2.4032042723631473,历史1/4次成功; 当前距低点2.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,69.09764549952426,62.73616338588543,000692,惠天热电,bottom_area,2024-12-24,3.57,2024-12-24,3.41,4.6920821114369415,7.038123167155417,29.69072164948453,False,-4.5455,7.8837,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,15.307917888563061,4.6920821114369415,历史2/3次成功; 当前距低点4.69%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
22,65.68142857142858,59.97000000000001,002021,中捷资源,bottom_area,2024-12-24,2.73,2024-12-24,2.6,4.999999999999996,5.3846153846153895,27.170868347338928,False,0.738,4.5427,1,2,1,50.0,50.76923076923077,50.76923076923077,15.000000000000005,4.999999999999996,历史1/2次成功; 当前距低点5.00%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
23,65.03473903122223,57.191353419416544,000882,华联股份,bottom_area,2024-12-24,2.1,2024-12-24,2.04,2.9411764705882377,4.901960784313729,30.136986301369863,False,0.9615,4.8799,1,3,1,33.33333333333333,29.268292682926838,29.268292682926838,17.05882352941176,2.9411764705882377,历史1/3次成功; 当前距低点2.94%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
24,64.78911744475971,56.63867409883046,603256,宏和科技,bottom_area,2024-12-24,9.02,2024-12-24,8.79,2.6166097838452838,4.436860068259393,27.83251231527094,False,0.2222,1.1603,1,3,1,33.33333333333333,22.318339100346023,22.318339100346023,17.38339021615472,2.6166097838452838,历史1/3次成功; 当前距低点2.62%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
25,63.72396797127435,57.03179751179752,000716,黑芝麻,bottom_area,2024-12-24,6.92,2024-12-24,6.66,3.9039039039039007,5.855855855855851,32.86290322580645,False,0.4354,10.8435,1,3,1,33.33333333333333,40.211640211640216,40.211640211640216,16.0960960960961,3.9039039039039007,历史1/3次成功; 当前距低点3.90%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
26,63.48957865405385,55.61033166195093,300533,冰川网络,bottom_area,2024-12-24,20.75,2024-12-24,20.2,2.722772277227726,5.198019801980202,27.908636688079945,False,-0.9074,5.2542,1,3,1,33.33333333333333,40.564081294068856,40.564081294068856,17.277227722772277,2.722772277227726,历史1/3次成功; 当前距低点2.72%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
27,61.941332132377475,54.44665137614676,002495,佳隆股份,bottom_area,2024-12-24,2.47,2024-12-24,2.4,2.9166666666666785,5.833333333333339,27.927927927927932,False,-1.9841,6.6296,1,4,1,25.0,38.07339449541283,38.07339449541283,17.08333333333332,2.9166666666666785,历史1/4次成功; 当前距低点2.92%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
28,61.413650976369404,53.8910953346856,600982,宁波能源,bottom_area,2024-12-24,4.37,2024-12-24,4.25,2.8235294117647083,4.941176470588235,31.11831442463533,False,-6.2232,13.1592,1,2,1,50.0,23.3265720081136,23.3265720081136,17.176470588235293,2.8235294117647083,历史1/2次成功; 当前距低点2.82%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
29,60.334690294910395,53.657563293589526,300377,赢时胜,bottom_area,2024-12-24,27.66,2024-12-24,26.71,3.5567203294646172,4.8296518157993225,27.021857923497265,False,-0.2524,12.3475,1,2,1,50.0,20.843471208434714,20.843471208434714,16.443279670535382,3.5567203294646172,历史1/2次成功; 当前距低点3.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
30,59.50875788517951,52.08416426895922,002474,榕基软件,bottom_area,2024-12-24,6.51,2024-12-24,6.34,2.6813880126182954,6.15141955835963,30.634573304157552,False,-1.3636,6.9597,1,3,1,33.33333333333333,21.0989010989011,21.0989010989011,17.318611987381704,2.6813880126182954,历史1/3次成功; 当前距低点2.68%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
31,58.36502509153274,50.693181550684145,002313,日海智能,bottom_area,2024-12-24,8.59,2024-12-24,8.4,2.261904761904756,7.380952380952372,31.70731707317073,False,-3.0474,5.4731,1,4,1,25.0,20.08238928939237,20.08238928939237,17.738095238095244,2.261904761904756,历史1/4次成功; 当前距低点2.26%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
32,57.9220250348006,51.09168301474435,002712,思美传媒,bottom_area,2024-12-24,5.64,2024-12-24,5.47,3.1078610603290664,7.312614259597813,32.55240443896424,False,-2.926,8.0099,1,4,1,25.0,22.379603399433442,22.379603399433442,16.892138939670932,3.1078610603290664,历史1/4次成功; 当前距低点3.11%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
33,57.39212493242558,50.717399780028096,601929,吉视传媒,bottom_area,2024-12-24,1.93,2024-12-24,1.87,3.208556149732611,5.347593582887693,32.49097472924187,False,-0.5155,6.1647,1,3,1,33.33333333333333,20.212765957446805,20.212765957446805,16.79144385026739,3.208556149732611,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
34,56.907997559919785,50.47906059708367,600408,安泰集团,bottom_area,2024-12-24,2.12,2024-12-24,2.05,3.4146341463414775,4.87804878048781,28.321678321678323,False,-0.4695,3.1858,1,3,1,33.33333333333333,21.457489878542503,21.457489878542503,16.585365853658523,3.4146341463414775,历史1/3次成功; 当前距低点3.41%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
35,56.444025872452016,51.2837030995106,300749,顶固集创,bottom_area,2024-12-24,6.42,2024-12-24,6.13,4.730831973898859,7.340946166394782,31.35498320268757,False,0.156,6.009,1,4,1,25.0,20.833333333333336,20.833333333333336,15.269168026101143,4.730831973898859,历史1/4次成功; 当前距低点4.73%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
36,56.344741531295014,50.0210146017138,002374,中锐股份,bottom_area,2024-12-24,2.99,2024-12-24,2.89,3.4602076124567507,6.920415224913485,29.166666666666664,False,-1.6447,2.8773,1,4,1,25.0,20.94240837696336,20.94240837696336,16.53979238754325,3.4602076124567507,历史1/4次成功; 当前距低点3.46%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
