rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.33838454522113,79.12707773851591,600106,重庆路桥,bottom_area,2024-12-24,5.78,2024-12-24,5.66,2.1201413427561855,4.9469964664310995,29.514321295143205,False,-1.0274,3.2587,1,1,1,100.0,48.50000000000001,48.50000000000001,17.879858657243815,2.1201413427561855,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
2,85.69126195525759,71.40938496271465,000586,汇源通信,bottom_area,2024-12-24,10.0,2024-12-24,10.0,0.0,4.900000000000002,29.87377279102384,False,-9.991,9.6165,2,2,2,100.0,26.66336001459488,30.06430868167203,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
3,83.37625241066364,72.501089052751,002321,华英农业,bottom_area,2024-12-24,2.64,2024-12-24,2.58,2.325581395348839,5.426356589147292,27.11864406779661,False,-4.0,3.3482,1,1,1,100.0,25.609756097560986,25.609756097560986,17.674418604651162,2.325581395348839,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
4,80.2368559598048,69.4327469112785,002682,龙洲股份,bottom_area,2024-12-24,4.46,2024-12-24,4.37,2.0594965675057177,5.263157894736832,32.248062015503876,False,-1.5453,5.7444,2,3,2,66.66666666666666,34.52544311034879,42.121212121212146,17.940503432494285,2.0594965675057177,历史2/3次成功; 当前距低点2.06%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
5,79.74010210488274,70.84618147645403,000564,供销大集,bottom_area,2024-12-24,3.25,2024-12-24,3.14,3.503184713375792,8.280254777070056,28.310502283105016,False,-4.1298,5.5906,1,1,1,100.0,31.147540983606568,31.147540983606568,16.49681528662421,3.503184713375792,历史1/1次成功; 当前距低点3.50%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
6,77.80932144205887,67.61101232101232,600327,大东方,bottom_area,2024-12-24,5.37,2024-12-24,5.25,2.285714285714288,4.571428571428576,27.884615384615387,False,-1.105,5.5889,2,3,2,66.66666666666666,27.5041625041625,33.030303030303024,17.71428571428571,2.285714285714288,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
7,77.46095398589172,64.5507949882431,600272,开开实业,bottom_area,2024-12-24,14.99,2024-12-24,14.99,0.0,11.007338225483657,29.822097378277153,False,-10.024,16.6013,2,3,2,66.66666666666666,45.344775922453934,64.5397489539749,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
8,77.4373836375878,68.36528188529823,603088,宁波精达,bottom_area,2024-12-24,9.48,2024-12-24,9.19,3.155603917301425,4.026115342763885,32.07686622320769,False,1.0661,4.0808,2,4,2,50.0,39.193864606158456,46.15384615384614,16.844396082698577,3.155603917301425,历史2/4次成功; 当前距低点3.16%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
9,75.84594307361162,68.07368140010195,002339,积成电子,bottom_area,2024-12-24,7.69,2024-12-24,7.39,4.059539918809212,10.013531799729378,30.61032863849766,False,0.5229,15.9518,3,6,3,50.0,48.70662588702658,82.94930875576038,15.940460081190789,4.059539918809212,历史3/6次成功; 当前距低点4.06%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
10,75.52186626247189,66.80961116813825,002235,安妮股份,bottom_area,2024-12-24,5.69,2024-12-24,5.51,3.2667876588021887,9.437386569872967,32.80487804878048,False,-0.1754,14.1882,2,3,2,66.66666666666666,35.221614857744996,46.16438356164384,16.733212341197813,3.2667876588021887,历史2/3次成功; 当前距低点3.27%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
11,75.34328099476839,64.21867435345146,002173,创新医疗,bottom_area,2024-12-24,9.04,2024-12-24,8.93,1.2318029115341482,7.502799552071668,28.041901692183725,False,-8.871,19.6228,2,4,2,50.0,26.006370923383365,27.109266943291825,18.76819708846585,1.2318029115341482,历史2/4次成功; 当前距低点1.23%; 最新日涨幅-8.87%; 状态bottom_area; 底部未确认
