rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.17363532393523,84.0339750752613,300382,斯莱克,bottom_area,2025-10-14,14.9,2025-10-13,14.54,2.4759284731774502,9.35350756533701,27.154308617234474,True,-4.4872,2.8936,5,5,5,100.0,30.26393545218211,49.73451327433629,7.524071526822551,2.4759284731774502,历史5/5次成功; 当前距低点2.48%; 最新日涨幅-4.49%; 状态bottom_area; 底部已确认
2,87.87681111350075,81.76287851605682,605298,必得科技,bottom_area,2025-10-14,39.13,2025-10-13,38.66,1.2157268494568183,7.682359027418537,28.007448789571704,True,-4.77,2.2468,3,3,3,100.0,19.272772757087996,28.626692456479695,8.784273150543182,1.2157268494568183,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-4.77%; 状态bottom_area; 底部已确认
3,86.71547712979714,80.38232430571082,601208,东材科技,confirmed_rebound,2025-10-14,17.82,2025-10-14,17.64,1.0204081632653046,10.034013605442174,28.088055442315536,False,-6.1611,5.4025,3,3,3,100.0,28.86481138685871,48.70466321243524,8.979591836734697,1.0204081632653046,历史3/3次成功; 当前距低点1.02%; 最新日涨幅-6.16%; 状态confirmed_rebound; 底部未确认
4,83.75111807859754,81.5027659154137,000718,苏宁环球,bottom_area,2025-10-14,2.61,2025-09-29,2.52,3.571428571428566,7.936507936507943,32.800000000000004,True,-0.3817,4.2565,4,4,4,100.0,19.86894117349903,36.111111111111114,6.428571428571435,3.571428571428566,历史4/4次成功; 当前距低点3.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
5,82.13507354770626,79.38161530466617,300486,东杰智能,confirmed_rebound,2025-10-14,18.97,2025-10-13,18.38,3.210010881392818,12.078346028291636,32.40161824200074,True,-5.5749,5.0721,6,6,6,100.0,24.464731796998816,45.88591620393741,6.789989118607183,3.210010881392818,历史6/6次成功; 当前距低点3.21%; 最新日涨幅-5.57%; 状态confirmed_rebound; 底部已确认
6,81.96626878352286,75.11989830508475,688621,阳光诺和,bottom_area,2025-10-14,59.25,2025-10-14,59.0,0.423728813559322,5.898305084745757,31.355439208842352,False,-1.7576,3.6502,1,1,1,100.0,46.0,46.0,9.576271186440678,0.423728813559322,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
7,80.83242919019956,78.63471591359084,301191,菲菱科思,bottom_area,2025-10-14,99.97,2025-10-13,96.54,3.552931427387603,8.245286927698356,27.890648341798617,True,0.3513,10.1882,1,1,1,100.0,31.749460043196553,31.749460043196553,6.447068572612396,3.552931427387603,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
8,80.2645589416567,75.13756519495512,300049,福瑞医科,bottom_area,2025-10-14,66.11,2025-10-13,65.11,1.5358623867301489,8.692981108892637,28.19805910895457,True,-3.4891,4.0003,1,1,1,100.0,20.910384068278802,20.910384068278802,8.464137613269852,1.5358623867301489,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
9,79.1877310276195,74.19962881318408,603219,富佳股份,bottom_area,2025-10-14,17.3,2025-10-13,17.03,1.5854374633000563,7.398708162066929,28.355069415229273,True,-3.4598,1.2239,1,1,1,100.0,16.475409836065587,16.475409836065587,8.414562536699945,1.5854374633000563,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-3.46%; 状态bottom_area; 底部已确认
10,79.09902089713324,77.06599166905391,000096,广聚能源,bottom_area,2025-10-14,11.41,2025-09-23,11.01,3.6330608537693037,6.176203451407809,28.039215686274517,False,0.5286,1.4551,2,2,2,100.0,16.82457212713937,21.149144254278735,6.366939146230696,3.6330608537693037,历史2/2次成功; 当前距低点3.63%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
11,78.86246570486163,71.94209754017588,300757,罗博特科,confirmed_rebound,2025-10-14,220.68,2025-10-14,220.28,0.18158707100054736,11.222080987833666,27.218661203991285,False,-5.2387,3.9351,7,8,7,87.5,23.46030140890924,74.11052233156698,9.818412928999454,0.18158707100054736,历史7/8次成功; 当前距低点0.18%; 最新日涨幅-5.24%; 状态confirmed_rebound; 底部未确认
12,78.59155298007022,75.44789086086739,600706,曲江文旅,bottom_area,2025-10-14,10.08,2025-10-13,9.8,2.8571428571428505,4.183673469387756,31.420573827851634,False,-0.198,5.4184,2,2,2,100.0,21.086970834156286,24.578313253012034,7.142857142857151,2.8571428571428505,历史2/2次成功; 当前距低点2.86%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
13,78.39072816005833,76.3095583858975,002269,美邦服饰,bottom_area,2025-10-14,2.31,2025-10-13,2.23,3.587443946188344,8.520179372197308,30.529595015576323,True,-1.7021,4.2888,6,8,6,75.0,46.3114547484244,173.50993377483442,6.412556053811656,3.587443946188344,历史6/8次成功; 当前距低点3.59%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
14,77.35571737305098,70.4524582665144,300056,中创环保,bottom_area,2025-10-14,10.42,2025-10-14,10.41,0.09606147934677989,8.357348703170022,28.796169630642947,False,-6.6308,5.6183,1,1,1,100.0,27.10472279260781,27.10472279260781,9.90393852065322,0.09606147934677989,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-6.63%; 状态bottom_area; 底部未确认
15,76.69467921217303,75.85993788819879,301009,可靠股份,bottom_area,2025-10-14,13.45,2025-09-23,12.88,4.425465838509305,7.763975155279502,30.566037735849054,True,-0.8843,2.5863,1,1,1,100.0,53.96648044692738,53.96648044692738,5.574534161490696,4.425465838509305,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
16,76.69106533160627,70.34637107660974,603228,景旺电子,bottom_area,2025-10-14,55.67,2025-10-14,55.41,0.469229380978172,8.554412560909586,31.937108463333747,False,-4.8051,3.0691,2,2,2,100.0,14.442011103440802,14.566719829877735,9.53077061902183,0.469229380978172,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
17,76.22874156637725,71.10585792554063,688210,统联精密,confirmed_rebound,2025-10-14,48.83,2025-10-14,48.18,1.3491075134910722,17.185554171855543,27.0,False,-10.8942,6.5924,1,1,1,100.0,16.353887399463808,16.353887399463808,8.650892486508928,1.3491075134910722,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-10.89%; 状态confirmed_rebound; 底部未确认
18,74.5400671609068,67.9554022372034,300969,恒帅股份,bottom_area,2025-10-14,101.51,2025-10-14,101.36,0.14798737174428345,8.780584056827156,30.09655172413793,False,-4.2358,12.4513,1,1,1,100.0,14.316201316023482,14.316201316023482,9.852012628255718,0.14798737174428345,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
19,74.41727883266871,70.97941754108398,300683,海特生物,bottom_area,2025-10-14,32.58,2025-10-13,31.78,2.5173064820641824,7.8980490874763944,27.210261108566186,True,-3.6095,4.6926,3,4,3,75.0,14.75202322682966,16.532137518684582,7.482693517935818,2.5173064820641824,历史3/4次成功; 当前距低点2.52%; 最新日涨幅-3.61%; 状态bottom_area; 底部已确认
20,74.37076350187873,68.13386355121477,603083,剑桥科技,confirmed_rebound,2025-10-14,101.76,2025-10-14,101.35,0.4045387271830398,12.461766156882103,28.877192982456144,False,-5.603,11.648,1,1,1,100.0,28.63554757630162,28.63554757630162,9.59546127281696,0.4045387271830398,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-5.60%; 状态confirmed_rebound; 底部未确认
21,74.1473785891197,67.75598034888394,601869,长飞光纤,bottom_area,2025-10-14,85.18,2025-10-14,84.95,0.27074749852855085,8.287227781047665,29.208333333333332,False,-3.86,2.7382,1,1,1,100.0,14.748842180263628,14.748842180263628,9.72925250147145,0.27074749852855085,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
22,73.73724242772366,68.54752448559648,300548,长芯博创,bottom_area,2025-10-14,95.1,2025-10-13,94.0,1.1702127659574406,8.45744680851064,29.152848959903533,True,-5.175,5.3609,2,3,2,66.66666666666666,19.886789921036492,26.026026026026024,8.829787234042561,1.1702127659574406,历史2/3次成功; 当前距低点1.17%; 最新日涨幅-5.17%; 状态bottom_area; 底部已确认
23,73.37771701633905,69.0304536118681,688183,生益电子,bottom_area,2025-10-14,70.9,2025-10-13,69.65,1.7946877243359656,9.260588657573566,27.440358370663603,True,-3.2742,1.4746,2,3,2,66.66666666666666,30.138037401545326,34.030631303698186,8.205312275664035,1.7946877243359656,历史2/3次成功; 当前距低点1.79%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
24,72.94161243899644,69.2655099553335,002123,梦网科技,bottom_area,2025-10-14,12.53,2025-10-13,12.25,2.2857142857142807,5.1428571428571495,29.39481268011528,False,-1.6484,2.5035,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,7.71428571428572,2.2857142857142807,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
25,72.34115012425076,69.45362916374242,300706,阿石创,confirmed_rebound,2025-10-14,38.1,2025-10-13,37.04,2.861771058315341,10.394168466522682,28.147429679922404,True,-5.8329,8.2714,3,4,3,75.0,20.986382670437642,28.81508078994613,7.13822894168466,2.861771058315341,历史3/4次成功; 当前距低点2.86%; 最新日涨幅-5.83%; 状态confirmed_rebound; 底部已确认
26,71.978501295604,66.36297578133885,688039,当虹科技,confirmed_rebound,2025-10-14,51.88,2025-10-14,51.5,0.7378640776699079,11.456310679611647,27.434127095956036,False,-5.3285,7.0988,5,7,5,71.42857142857143,35.1053311436126,79.31638913234006,9.262135922330092,0.7378640776699079,历史5/7次成功; 当前距低点0.74%; 最新日涨幅-5.33%; 状态confirmed_rebound; 底部未确认
27,71.44975673234384,69.10286691266832,000428,华天酒店,bottom_area,2025-10-14,3.18,2025-10-13,3.08,3.2467532467532494,4.220779220779217,28.70370370370371,False,0.3155,2.3339,3,5,3,60.0,22.610023200353346,28.045977011494273,6.753246753246751,3.2467532467532494,历史3/5次成功; 当前距低点3.25%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
28,70.95550935269834,69.79502205020094,605398,新炬网络,bottom_area,2025-10-14,29.47,2025-10-13,28.3,4.134275618374552,7.102473498233208,28.172588832487307,True,-1.8321,1.8242,3,4,3,75.0,17.990163763951127,22.15700660308142,5.865724381625449,4.134275618374552,历史3/4次成功; 当前距低点4.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
29,69.48219886122259,69.09731408557879,301076,新瀚新材,confirmed_rebound,2025-10-14,49.37,2025-10-13,47.15,4.708377518557792,10.07423117709438,29.076413959085446,True,-3.5554,6.9248,2,2,2,100.0,20.873197999411598,24.776699029126224,5.291622481442209,4.708377518557792,历史2/2次成功; 当前距低点4.71%; 最新日涨幅-3.56%; 状态confirmed_rebound; 底部已确认
30,68.1578836156894,68.00350562335488,301320,豪江智能,bottom_area,2025-10-14,17.62,2025-10-13,16.8,4.880952380952382,7.8571428571428585,29.411764705882355,True,-1.2885,4.1845,1,1,1,100.0,13.34450027917365,13.34450027917365,5.119047619047619,4.880952380952382,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
31,65.3483345336566,61.97986368140624,300459,汤姆猫,bottom_area,2025-10-14,4.6,2025-10-13,4.5,2.2222222222222143,5.555555555555555,27.884615384615387,False,-2.1277,2.9931,3,6,3,50.0,15.895324452004822,19.047619047619044,7.777777777777787,2.2222222222222143,历史3/6次成功; 当前距低点2.22%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
32,64.73246544142565,63.41627852856857,002022,科华生物,bottom_area,2025-10-14,6.36,2025-10-13,6.12,3.921568627450984,5.228758169934645,27.573964497041416,False,0.1575,1.2166,2,4,2,50.0,21.975564511595735,25.04038772213247,6.078431372549017,3.921568627450984,历史2/4次成功; 当前距低点3.92%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
33,63.75559561302291,59.110107139678526,301529,福赛科技,bottom_area,2025-10-14,67.68,2025-10-14,66.99,1.0300044782803581,7.090610538886402,30.50829875518673,False,-4.4068,4.9595,1,2,1,50.0,29.400630914826507,29.400630914826507,8.969995521719643,1.0300044782803581,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
34,63.18597455275342,60.583736123209256,688335,复洁科技,confirmed_rebound,2025-10-14,25.4,2025-10-14,24.71,2.7923917442330946,22.05584783488466,30.296191819464035,False,-9.6085,12.2232,2,3,2,66.66666666666666,16.36410017953784,21.15059221658205,7.207608255766907,2.7923917442330946,历史2/3次成功; 当前距低点2.79%; 最新日涨幅-9.61%; 状态confirmed_rebound; 底部未确认
35,62.94305414072818,61.08548387096775,002491,通鼎互联,bottom_area,2025-10-14,5.13,2025-10-13,4.96,3.427419354838708,7.459677419354841,28.01161103047895,True,-2.2857,2.6601,1,2,1,50.0,52.39520958083833,52.39520958083833,6.572580645161293,3.427419354838708,历史1/2次成功; 当前距低点3.43%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
36,60.600140510120724,55.97603340292275,000700,模塑科技,bottom_area,2025-10-14,9.66,2025-10-14,9.58,0.835073068893529,6.2630480167014575,27.092846270928465,False,-3.9761,3.9348,1,2,1,50.0,52.926829268292686,52.926829268292686,9.164926931106471,0.835073068893529,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
37,60.09151698972496,58.61590361445782,601900,南方传媒,bottom_area,2025-10-14,12.91,2025-09-23,12.45,3.6947791164658703,9.156626506024102,30.756395995550616,True,-0.1547,0.7595,1,2,1,50.0,39.999999999999986,39.999999999999986,6.30522088353413,3.6947791164658703,历史1/2次成功; 当前距低点3.69%; 最新日涨幅-0.15%; 状态bottom_area; 底部已确认
38,58.28350112152749,56.189387394999756,002453,华软科技,bottom_area,2025-10-14,7.03,2025-10-13,6.82,3.079178885630498,6.744868035190615,30.122950819672127,False,-0.9859,12.7349,1,2,1,50.0,28.60169491525425,28.60169491525425,6.920821114369502,3.079178885630498,历史1/2次成功; 当前距低点3.08%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
39,55.435281319154576,51.14681739879414,301377,鼎泰高科,bottom_area,2025-10-14,65.0,2025-10-13,64.5,0.7751937984496124,6.930232558139533,30.64516129032258,False,-3.4175,7.0956,1,3,1,33.33333333333333,42.746913580246904,42.746913580246904,9.224806201550388,0.7751937984496124,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
40,54.33230382712774,50.198324188107144,603057,紫燕食品,bottom_area,2025-10-14,19.04,2025-09-23,18.88,0.8474576271186449,8.050847457627116,28.267477203647424,True,-0.4705,0.6709,1,3,1,33.33333333333333,19.124700239808163,19.124700239808163,9.152542372881356,0.8474576271186449,历史1/3次成功; 当前距低点0.85%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
